sport,league,game_id,a_team,h_team,cur_time,lms_date,lms_time,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_ml,h_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120777.4356468,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63291.29200005531,1557120728.708,10,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120880.665029,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63201.06900000572,1557120818.931,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120923.9668407,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63139.94199991226,1557120880.058,10,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557121216.5577157,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62837.09800004959,1557121182.902,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557121480.0099015,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-73605.93000006676,1557121394.07,11,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557121480.0100026,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-66406.22000002861,1557121393.78,10,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557121480.0100908,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62625.1289999485,1557121394.871,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557121480.0101628,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-59206.05399990082,1557121393.946,11,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557121480.0102315,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-66106.09100008011,1557121393.909,11,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557121480.0103002,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-64605.1930000782,1557121394.807,11,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557121480.0103648,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-60704.956000089645,1557121395.044,11,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557121480.0104299,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-39106.15199995041,1557121393.848,11,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557121742.3563814,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-73305.71000003815,1557121694.29,11,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557121742.3564825,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-66098.8259999752,1557121701.174,10,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557121742.3565621,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62318.27399992943,1557121701.726,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557121742.3566298,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-58911.950999975204,1557121688.049,11,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557121742.3566935,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-65801.71700000763,1557121698.283,11,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557121742.3567574,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-64306.959000110626,1557121693.041,11,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557121742.3568535,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-60397.94099998474,1557121702.059,11,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557121742.3569176,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-38809.93300008774,1557121690.067,11,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557122430.8932097,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-38141.13700008392,1557122358.863,11,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557122784.0746033,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-72247.3180000782,1557122752.682,11,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557122784.0747123,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-57847.93899989128,1557122752.061,11,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557122784.0747893,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-64748.68899989128,1557122751.311,11,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557122784.0748553,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63247.62299990654,1557122752.377,11,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557122784.0749226,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-37748.575999975204,1557122751.424,18,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557122839.0209956,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-72238.47699999809,1557122761.523,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557122839.0211027,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-57838.54200005531,1557122761.458,18,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557122839.021178,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-64738.51799988747,1557122761.482,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557122839.021246,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63238.49900007248,1557122761.501,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557122927.6523755,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-59218.33699989319,1557122881.663,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557122958.8834062,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-64895.65100002289,1557122904.349,17,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557122958.883503,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-61115.6210000515,1557122904.379,19,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557124773.356939,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-35776.14899992943,1557124723.851,18,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557125445.1152408,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-62384.18000006676,1557125415.82,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557125696.093927,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-61853.885999917984,1557125646.114,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557125893.5230525,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-69139.36599993706,1557125860.634,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557125893.523167,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-60139.548000097275,1557125860.452,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557125974.2164721,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-61878.793999910355,1557125921.206,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557125974.216543,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-58098.94600009918,1557125921.054,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557125974.2166007,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-56178.81599998474,1557125921.184,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557126050.808304,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-58011.367000103,1557126008.633,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557127009.0831785,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-57050.674999952316,1557126969.325,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557127654.2281797,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-60181.26200008392,1557127618.738,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557127737.0729327,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-54428.14599990845,1557127671.854,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557127822.5804303,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-54324.27600002289,1557127775.724,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557127955.6307635,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-56107.31200003624,1557127912.688,19,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557127997.48428,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-56058.43400001526,1557127961.566,19,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557128485.940517,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-55563.52200007439,1557128456.478,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557128526.805501,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-55537.19799995422,1557128482.802,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557129725.614543,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-58102.81599998474,1557129697.184,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557130213.065039,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-50417.38000011444,1557130182.62,18,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557130291.0131526,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-30254.648999929428,1557130245.351,18,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557131215.2773147,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63835.52399992943,1557131164.476,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557131215.2774282,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-56335.49499988556,1557131164.505,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557131215.2775126,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-54835.61800003052,1557131164.382,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557131215.2775815,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-50937.08599996567,1557131162.914,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557131246.1998966,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-56595.673000097275,1557131204.327,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557131246.2000005,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-49395.766000032425,1557131204.234,18,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557131246.2000844,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-54835.52699995041,1557131164.473,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557131246.2001557,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-29295.726999998093,1557131204.273,18,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132103.9084787,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-54835.61800003052,1557131164.382,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132141.4044402,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-54835.52699995041,1557131164.473,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557132180.6673546,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62870.640000104904,1557132129.36,16,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557132180.6674552,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-55671.03299999237,1557132128.967,15,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557132180.667531,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-51891.00300002098,1557132128.997,17,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557132180.6676,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-48450.875,1557132149.125,16,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557132180.6676679,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-55370.72000002861,1557132129.28,17,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132180.6677318,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53870.59599995613,1557132129.404,17,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557132180.6677942,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-49971.013000011444,1557132128.987,16,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557132180.6678653,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-28350.789999961853,1557132149.21,16,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132371.663784,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53652.296999931335,1557132347.703,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557132409.4952087,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62640.14599990845,1557132359.854,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557132409.4952545,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-55424.016000032425,1557132375.984,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557132409.4952962,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-51636.828000068665,1557132383.172,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557132409.4953268,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-48229.174999952316,1557132370.825,18,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557132409.4953578,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-55145.94799995422,1557132354.052,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132409.4953866,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53650.58999991417,1557132349.41,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557132409.495414,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-49721.46099996567,1557132378.539,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557132409.4954474,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-28134.069999933243,1557132365.93,18,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557132488.7409768,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-51574.00500011444,1557132445.995,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557132565.0742674,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-62473.698999881744,1557132526.301,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557132565.074379,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-55268.18799996376,1557132531.812,17,+240,-290,3.400,1.344828,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557132565.0744574,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-48068.075000047684,1557132531.925,18,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557132565.0745368,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-54973.736000061035,1557132526.264,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557132565.0746098,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53473.91700005531,1557132526.083,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557132565.074674,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-49573.58500003815,1557132526.415,18,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557132565.0747457,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-27968.114000082016,1557132531.886,18,+123,-143,2.23,1.699,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557133640.1566913,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53922.513999938965,1557133577.486,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557133709.6782227,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-53824.08999991417,1557133675.91,18,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557134446.196187,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-51604.06399989128,1557134395.936,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557134515.709834,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-51532.77099990845,1557134467.229,18,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557134701.344652,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-49354.66300010681,1557134665.337,18,-108,-112,1.926,1.893,0,0,0,0,0,0,-120,100,1.833333,2.00,8.5,8.5,1557184020.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557134854.751066,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-60197.45799994469,1557134802.542,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557135046.886245,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-60016.06299996376,1557134983.937,18,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
