sport,league,game_id,a_team,h_team,cur_time,lms_date,lms_time,quarter,secs,a_pts,h_pts,status,a_win,h_win,last_mod_to_start,last_mod_lines,num_markets,a_ml,h_ml,a_deci_ml,h_deci_ml,a_odds_ps,h_odds_ps,a_deci_ps,h_deci_ps,a_hcap_ps,h_hcap_ps,a_odds_tot,h_odds_tot,a_deci_tot,h_deci_tot,a_hcap_tot,h_hcap_tot,game_start_time
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108640.3316767,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75439.65799999237,1557108580.342,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108656.8118432,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11116.77999997139,1557108616.78,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108692.8529992,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11148.944999933243,1557108648.945,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108708.634271,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11175.723000049591,1557108675.723,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108726.7722507,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11189.328000068665,1557108689.328,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108769.9129968,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11218.017999887466,1557108718.018,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108788.353022,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11240.555000066757,1557108740.555,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108788.3530838,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75288.24499988556,1557108731.755,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108828.1905894,2019-05-05,22:04:19-0400,8,-1,2,9,1,0,0,11280.954999923706,1557108780.955,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108828.1906502,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75256.54200005531,1557108763.458,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108850.282953,2019-05-05,22:13:48-0400,8,-1,2,13,1,0,0,11280.954999923706,1557108780.955,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108868.9689667,2019-05-05,22:13:48-0400,8,-1,2,13,1,0,0,11311.951999902725,1557108811.952,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108868.9690044,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75227.40499997139,1557108792.595,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557108868.9690316,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-51672.358000040054,1557108827.642,12,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108905.6968682,2019-05-05,22:13:48-0400,8,-1,2,13,1,0,0,11354.96499991417,1557108854.965,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108905.6969101,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75166.52399992943,1557108853.476,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108926.9365919,2019-05-05,22:13:48-0400,8,-1,2,13,1,0,0,11382.792000055313,1557108882.792,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557108945.1063313,2019-05-05,22:13:48-0400,8,-1,2,13,1,0,0,11388.112999916077,1557108888.113,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557108945.1064038,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75136.61500000954,1557108883.385,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109132.4587913,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11388.112999916077,1557108888.113,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557109132.4588537,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-74954.86400008202,1557109065.136,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109150.5163317,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11607.392999887466,1557109107.393,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557109166.4447143,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-74924.83400011063,1557109095.166,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109184.129111,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11639.02999997139,1557109139.03,6,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557109200.068444,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-74864.2349998951,1557109155.765,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109220.6132038,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11676.186000108719,1557109176.186,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109344.248507,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11793.359999895096,1557109293.36,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109364.657178,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11815.461999893188,1557109315.462,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557109364.6572351,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-74741.86299991608,1557109278.137,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109422.9632401,2019-05-05,22:18:30-0400,9,-1,2,13,1,0,0,11863.59500002861,1557109363.595,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109648.5706244,2019-05-05,22:27:07-0400,9,-1,4,13,1,0,0,11863.59500002861,1557109363.595,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557109833.2249112,2019-05-05,22:30:08-0400,9,-1,5,13,1,0,0,11863.59500002861,1557109363.595,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5261465,St. Louis Cardinals,Chicago Cubs,1557110032.9225166,2019-05-05,22:33:15-0400,-1,-1,5,13,0,0,0,12480.164000034332,1557109980.164,5,+4000,0,41.00,0,0,0,0,0,0,0,-110,-120,1.909091,1.833333,9.5,9.5,1557097500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557110866.3892698,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-75195.33200001717,1557110804.668,12,-120,100,1.833333,2.00,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557186000.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557110866.3893738,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-49705.17899990082,1557110794.821,12,+127,-147,2.27,1.68,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557110934.0757031,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-69708.68000006676,1557110891.32,12,+215,-255,3.150,1.392157,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557111143.996035,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-72924.94000005722,1557111095.06,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557111275.9989605,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-76562.06100010872,1557111237.939,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557187800.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557111640.5547454,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-48910.23799991608,1557111589.762,12,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557112713.649233,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-73330.32500004768,1557112669.675,13,-120,100,1.833333,2.00,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557186000.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557112846.0450711,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-71229.3789999485,1557112790.621,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557112846.0451825,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-73208.90300011635,1557112791.097,11,-120,100,1.833333,2.00,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557186000.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557112863.4803302,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-73177.88800001144,1557112822.112,12,-120,100,1.833333,2.00,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557186000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557112934.3650212,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74929.52200007439,1557112870.478,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-120,100,1.833333,2.00,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113331.6810157,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74506.02699995041,1557113293.973,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113371.1464548,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74494.61199998856,1557113305.388,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113405.5010245,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74463.15799999237,1557113336.842,13,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113437.155223,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74425.50200009346,1557113374.498,13,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113540.2690399,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74324.19400000572,1557113475.806,13,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113576.1849215,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74281.21600008011,1557113518.784,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113620.5567143,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74217.91400003433,1557113582.086,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-125,+105,1.800,2.050,7.5,7.5,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557113655.5726397,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-74213.03900003433,1557113586.961,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,100,-120,2.00,1.833333,8.0,8.0,1557187800.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557113993.3392174,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-68148.59400010109,1557113951.406,12,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557114080.965387,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-68083.53999996185,1557114016.46,12,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557114252.078807,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-80804.8259999752,1557114195.174,12,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557114332.0810022,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-80707.98300004005,1557114292.017,12,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557115537.6970344,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-72330.88899993896,1557115469.111,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,100,-120,2.00,1.833333,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557115701.5562787,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-68350.00200009346,1557115669.998,13,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557115992.0689237,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-66155.13400006294,1557115944.866,12,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557116036.2206886,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-71820.33699989319,1557115979.663,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,100,-120,2.00,1.833333,8.0,8.0,1557187800.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557116110.9796157,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-71757.65499997139,1557116042.345,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557116169.695039,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-69872.65599989891,1557116127.344,12,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557116344.93309,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-71222.87700009346,1557116277.123,12,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5264067,Miami Marlins,Chicago Cubs,1557116383.420608,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-71176.4430000782,1557116323.557,1,+220,-260,3.200,1.384615,0,0,0,0,0,0,0,0,0,0,0,0,1557187500.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557116509.7191737,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-64151.09999990463,1557116448.9,12,+210,-250,3.100,1.400,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557116597.3311238,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-64042.125,1557116557.875,12,+210,-250,3.100,1.400,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557116684.639866,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-63987.385999917984,1557116612.614,12,+210,-250,3.100,1.400,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557116903.6305425,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-78154.52699995041,1557116845.473,12,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557116933.2587595,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-70912.0,1557116888.0,12,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557116933.2588596,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-63705.66199994087,1557116894.338,12,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557117183.0150678,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-68851.50099992752,1557117148.499,11,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557117183.0151217,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-43362.423000097275,1557117137.577,11,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557117225.9929342,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-77825.99000000954,1557117174.01,11,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557117225.9929798,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-66823.55399990082,1557117196.446,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557117225.993011,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-63419.665999889374,1557117180.334,11,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557117225.9930408,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-70344.28800010681,1557117155.712,11,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557117225.9930696,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-64913.334000110626,1557117186.666,11,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557117265.9610028,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-70589.06900000572,1557117210.931,10,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557119813.8330379,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-62340.08599996567,1557119759.914,10,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557119844.0187352,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-62313.736000061035,1557119786.264,10,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557119893.085985,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-62279.83800005913,1557119820.162,11,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120113.794158,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63958.48200011253,1557120061.518,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120254.0668037,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63820.641000032425,1557120199.359,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120301.1594994,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63776.55900001526,1557120243.441,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120375.8195803,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63684.55999994278,1557120335.44,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120536.1776326,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63534.673000097275,1557120485.327,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120567.3148384,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63503.763999938965,1557120516.236,11,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120684.1462893,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63382.641999959946,1557120637.358,12,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5264237,New York Mets,San Diego Padres,1557120742.6833422,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-74329.97600007057,1557120670.024,9,-122,+102,1.82,2.02,0,0,0,0,0,0,-115,-105,1.870,1.952381,6.5,6.5,1557195000.0
BASE,MLB,5263628,Kansas City Royals,Houston Astros,1557120742.683444,2019-05-04,22:55:21-0400,0,-1,0,0,0,0,0,-67129.90899991989,1557120670.091,7,+235,-285,3.350,1.350877,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.0,8.0,1557187800.0
BASE,MLB,5263868,Minnesota Twins,Toronto Blue Jays,1557120742.6835196,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-63350.355999946594,1557120669.644,7,-108,-112,1.926,1.893,0,0,0,0,0,0,-125,+105,1.800,2.050,8.5,8.5,1557184020.0
BASE,MLB,5263627,Chicago White Sox,Cleveland Indians,1557120742.6835876,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-59929.94199991226,1557120670.058,9,+205,-240,3.050,1.416667,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557180600.0
BASE,MLB,5263899,Philadelphia Phillies,St. Louis Cardinals,1557120742.6836522,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-66830.00999999046,1557120669.99,9,+113,-133,2.13,1.752,0,0,0,0,0,0,-115,-105,1.870,1.952381,8.5,8.5,1557187500.0
BASE,MLB,5263900,Washington Nationals,Milwaukee Brewers,1557120742.6837153,2019-05-01,19:56:11-0400,0,-1,0,0,0,0,0,-65330.203000068665,1557120669.797,9,-120,100,1.833333,2.00,0,0,0,0,0,0,-115,-105,1.870,1.952381,7.5,7.5,1557186000.0
BASE,MLB,5263837,Seattle Mariners,New York Yankees,1557120742.683778,2019-04-30,20:26:14-0400,0,-1,0,0,0,0,0,-61430.170000076294,1557120669.83,7,+130,-150,2.300,1.666667,0,0,0,0,0,0,100,-120,2.00,1.833333,9.5,9.5,1557182100.0
BASE,MLB,5263123,San Francisco Giants,Cincinnati Reds,1557120742.6838405,2019-04-29,19:17:56-0400,0,-1,0,0,0,0,0,-39830.05500006676,1557120669.945,9,+125,-145,2.250,1.690,0,0,0,0,0,0,-105,-115,1.952381,1.870,8.5,8.5,1557160500.0
