,date,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Open OU,Unnamed: 19,Close OU,Unnamed: 21,h_team,h_1st,h_2nd,h_3rd,h_4th,h_5th,h_6th,h_7th,h_8th,h_9th,h_final,h_ML,h_win,v_win,Past_10_v,Past_10_h,season,neutral,team1,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
11,2015407,407,951,V,ATL,AWOOD-L,7,0,0,0,0,0,1,0,4,12,120,131,7,-105,7,-115,MIA,0,0,0,0,2,0,0,0,0,2,-135,0,1,,,2015,0,FLA,1488.213,1496.605,0.52244662,0.47755338,1483.424,1501.394,1488.483,1497.728,Mat Latos,Alex Wood,53.744,54.044,24.5246,16.9858,0.532039397,0.467960603,1483.585,1502.625,2,12
12,2015407,407,963,V,TEX,CLEWIS-R,0,0,1,0,2,0,0,0,0,3,140,140,7.5,-110,7,-120,OAK,0,0,0,0,0,1,0,0,0,1,-160,0,1,,,2015,0,OAK,1525.216,1483.243,0.593817898,0.406182102,1522.955,1485.504,1524.952,1482.146,Jesse Hahn,Colby Lewis,49.517,47.95,-10.6502,-6.9795,0.589871938,0.410128062,1522.711,1484.387,1,3
13,2015407,407,961,V,BAL,WCHEN-L,4,2,0,0,0,0,0,0,0,6,110,-108,7.5,-110,7,-120,TAM,0,0,1,2,0,2,0,0,0,5,-120,0,1,,,2015,0,TBD,1503.287,1543.666,0.47644617,0.52355383,1501.959,1544.994,1505.262,1543.377,Nate Karns,Wei-Yin Chen,45.537,51.356,-29.4596,-0.1786,0.437870891,0.562129109,1504.072,1544.567,5,6
14,2015407,407,955,V,COL,JLYLES-R,0,0,0,3,1,1,0,0,0,5,145,113,8.5,100,8,-115,MIL,0,0,0,0,2,0,0,0,0,2,-165,0,1,,,2015,0,MIL,1489.963,1482.392,0.545309681,0.454690319,1487.458,1484.896,1488.969,1481.57,Matt Garza,Jordan Lyles,51.187,46.004,7.3179,-13.724,0.574900589,0.425099411,1486.294,1484.245,2,5
15,2015408,408,925,V,TEX,RDETWILER-L,0,0,0,0,0,0,0,0,0,0,150,140,7.5,105,6.5,-121,OAK,0,0,5,1,2,1,1,0,0,10,-170,1,0,,,2015,0,OAK,1522.955,1485.504,0.587524319,0.412475681,1526.468,1481.991,1522.711,1484.387,Scott Kazmir,Ross Detwiler,50.138,47.59,-7.6798,-9.3906,0.591124015,0.408875985,1526.183,1480.915,10,0
16,2015408,408,907,V,PIT,GCOLE-R,0,1,0,1,1,0,1,0,0,4,-115,-120,7,-125,7.5,-107,CIN,1,0,1,1,0,0,1,0,0,5,105,1,0,,,2015,0,CIN,1501.229,1519.403,0.508383502,0.491616498,1502.59,1518.042,1502.508,1522.158,Mike Leake,Gerrit Cole,49.486,53.7,-11.562,13.6723,0.469981222,0.530018778,1504.003,1520.663,5,4
17,2015408,408,923,V,CLE,CCARRASCO-R,0,0,0,1,0,0,0,1,0,2,-120,-120,8,-105,8.5,-110,HOU,0,0,0,0,0,0,0,0,0,0,110,0,1,,,2015,0,HOU,1482.866,1513.889,0.489894467,0.510105533,1481.102,1515.653,1481.958,1516.805,Scott Feldman,Carlos Carrasco,50.093,53.716,0.2679,4.5355,0.478262054,0.521737946,1480.246,1518.516,0,2
18,2015408,408,915,V,MIN,RNOLASCO-R,0,0,0,0,0,0,0,0,0,0,175,150,8,100,8.5,-114,DET,0,0,3,4,2,0,1,1,0,11,-200,1,0,,,2015,0,DET,1517.814,1478.428,0.590221023,0.409778977,1521.473,1474.769,1516.301,1476.337,Anibal Sanchez,Ricky Nolasco,55.224,47.035,18.095,-3.1725,0.620255293,0.379744707,1519.596,1473.042,11,0
19,2015408,408,903,V,NYM,JDEGROM-R,0,1,0,0,0,0,0,0,0,1,140,120,6.5,-110,6,-120,WAS,2,0,0,0,0,0,0,0,0,2,-160,1,0,,,2015,0,WSN,1534.394,1506.044,0.574772704,0.425227296,1535.538,1504.9,1533.593,1505.914,Jordan Zimmermann,Jacob deGrom,58.653,53.717,26.2166,17.1738,0.5865067,0.4134933,1534.695,1504.812,2,1
20,2015408,408,901,V,STL,LLYNN-R,0,0,0,0,0,0,0,0,0,0,-104,100,6.5,-115,6,-120,CUB,0,0,0,0,0,0,2,0,0,2,-106,1,0,,,2015,0,CHC,1481.209,1519.906,0.478861923,0.521138077,1483.141,1517.974,1483.35,1519.972,Jake Arrieta,Lance Lynn,57.313,53.294,38.1593,11.8534,0.519682539,0.480317461,1485.094,1518.228,2,0
21,2015408,408,917,V,TOR,RDICKEY-R,0,0,1,0,1,0,0,1,0,3,125,117,7.5,-110,6.5,-121,NYY,0,0,0,0,0,1,0,3,0,4,-140,1,0,,,2015,0,NYY,1505.884,1514.973,0.521445489,0.478554511,1507.176,1513.682,1508.446,1513.193,Michael Pineda,R.A. Dickey,56.315,53.266,22.5882,12.3046,0.542404478,0.457595522,1509.665,1511.974,4,3
22,2015408,408,929,V,BOS,RPORCELLO-R,0,0,0,0,0,0,0,2,0,2,-140,-140,8,-105,7.5,110,PHI,0,0,0,0,0,3,1,0,0,4,125,1,0,,,2015,0,PHI,1483.22,1502.941,0.506157665,0.493842335,1485.03,1501.131,1481.727,1505.498,Aaron Harang,Rick Porcello,47.291,49.588,-9.682,-1.4617,0.488501622,0.511498378,1483.618,1503.607,4,2
23,2015408,408,909,V,COL,EBUTLER-R,0,0,0,0,1,0,1,2,0,5,135,116,8.5,100,8.5,-115,MIL,0,0,2,0,0,0,0,0,2,4,-150,0,1,,,2015,0,MIL,1487.458,1484.896,0.53815149,0.46184851,1485.92,1486.435,1486.294,1484.245,Wily Peralta,Eddie Butler,49.996,46.404,2.256,-12.2435,0.558090476,0.441909524,1484.685,1485.854,4,5
24,2015408,408,919,V,BAL,MGONZALEZ-R,0,0,0,0,0,0,0,0,0,0,110,102,7.5,105,7.5,-115,TAM,0,0,0,0,0,1,0,1,0,2,-125,1,0,,,2015,0,TBD,1501.959,1544.994,0.472633809,0.527366191,1503.94,1543.013,1504.072,1544.567,Jake Odorizzi,Miguel Gonzalez,49.519,52.153,-9.9217,3.9245,0.456446166,0.543553834,1506.128,1542.511,2,0
25,2015408,408,905,V,ATL,SMILLER-R,0,0,0,0,0,0,2,0,0,2,110,115,7.5,105,7.5,101,MIA,0,0,0,0,0,0,0,0,0,0,-125,0,1,,,2015,0,FLA,1483.424,1501.394,0.508676996,0.491323004,1481.523,1503.295,1483.585,1502.625,Tom Koehler,Shelby Miller,47.859,49.031,-1.3113,-6.5283,0.514641693,0.485358307,1481.656,1504.555,0,2
26,2015409,409,953,V,NYM,MHARVEY-R,0,0,4,0,0,2,0,0,0,6,120,104,6,-110,6,-115,WAS,0,0,0,0,0,0,2,0,1,3,-135,0,1,,,2015,0,WSN,1535.538,1504.9,0.57798855,0.42201145,1532.84,1507.598,1534.695,1504.812,Stephen Strasburg,Matt Harvey,55.39,58.144,10.3541,37.7833,0.53799668,0.46200332,1532.227,1507.28,3,6
27,2015409,409,965,V,TOR,DNORRIS-L,0,4,0,0,0,1,0,1,0,6,115,-140,8,-110,7.5,105,NYY,0,0,0,0,1,2,0,0,0,3,-130,0,1,,,2015,0,NYY,1507.176,1513.682,0.525154635,0.474845365,1504.856,1516.001,1509.665,1511.974,CC Sabathia,Daniel Norris,47.368,47.327,-19.9468,-16.1868,0.525781897,0.474218103,1507.343,1514.297,3,6
28,2015409,409,961,V,CLE,TBAUER-R,1,1,0,1,1,0,1,0,0,5,-115,-106,8.5,-110,9,-115,HOU,0,0,0,0,0,0,0,0,1,1,105,0,1,,,2015,0,HOU,1481.102,1515.653,0.484820556,0.515179444,1478.611,1518.144,1480.246,1518.516,Asher Wojciechowski,Trevor Bauer,47.4,49.071,-13.019,-18.3535,0.487143616,0.512856384,1477.74,1521.022,1,5
29,2015409,409,951,V,PIT,ABURNETT-R,0,0,0,0,1,1,0,0,0,2,-120,-107,8,100,8,-119,CIN,0,0,0,0,0,2,0,0,1,3,110,1,0,,,2015,0,CIN,1502.59,1518.042,0.512299079,0.487700921,1503.937,1516.694,1504.003,1520.663,Anthony DeSclafani,A.J. Burnett,45.174,47.457,-31.678,-15.463,0.487230626,0.512769374,1505.438,1519.228,3,2
30,2015409,409,957,V,MIN,KGIBSON-R,0,0,0,0,0,0,1,0,0,1,140,126,8.5,-120,9,-105,DET,2,1,0,3,1,0,0,0,0,7,-160,1,0,,,2015,0,DET,1521.473,1474.769,0.600369503,0.399630497,1523.88,1472.362,1519.596,1473.042,Shane Greene,Kyle Gibson,49.738,48.173,-8.6386,3.3276,0.583524423,0.416475577,1522.142,1470.496,7,1
31,2015409,409,963,V,TEX,NMARTINEZ-R,3,0,2,3,0,0,1,1,0,10,130,140,7.5,-110,7.5,-120,OAK,0,0,0,0,0,0,0,1,0,1,-145,0,1,,,2015,0,OAK,1526.468,1481.991,0.597289817,0.402710183,1521.204,1487.255,1526.183,1480.915,Kendall Graveman,Nick Martinez,47.4,47.663,-21.8362,-7.6563,0.578620409,0.421379591,1521.125,1485.973,1,10
32,2015409,409,967,V,BOS,MASTERSON-R,0,0,6,0,0,0,0,0,0,6,-150,-125,8,-120,7.5,-105,PHI,0,0,2,0,0,0,0,0,0,2,135,0,1,,,2015,0,PHI,1485.03,1501.131,0.511365617,0.488634383,1482.342,1503.819,1483.618,1503.607,David Buchanan,Justin Masterson,47.79,44.807,-8.6715,-23.6786,0.527341943,0.472658057,1480.825,1506.4,2,6
33,2015410,410,907,V,NYM,JNIESE-L,0,0,0,3,0,0,0,0,0,3,-120,-115,7,-110,7,-120,ATL,2,0,1,0,0,0,0,2,0,5,110,1,0,,,2015,0,ATL,1503.295,1507.598,0.528315932,0.471684068,1504.977,1505.916,1504.555,1507.28,Eric Stults,Jon Niese,45.475,48.922,-23.5705,-6.3638,0.50903642,0.49096358,1506.324,1505.511,5,3
34,2015410,410,919,V,HOU,CMCHUGH-R,1,0,0,0,1,0,1,0,2,5,110,108,8.5,100,8,100,TEX,0,0,0,0,0,1,0,0,0,1,-120,0,1,,,2015,0,TEX,1487.255,1478.611,0.546840738,0.453159262,1484.481,1481.385,1485.973,1477.74,Derek Holland,Collin McHugh,55.761,53.392,29.5066,16.309,0.562723508,0.437276492,1483.099,1480.615,1,5
35,2015410,410,917,V,DET,ASIMON-R,0,1,0,2,2,0,3,0,0,8,-103,114,8.5,-105,8.5,-113,CLE,0,0,0,0,0,3,0,1,0,4,-107,0,1,,,2015,0,CLE,1518.144,1523.88,0.526259825,0.473740175,1515.422,1526.602,1521.022,1522.142,Zach McAllister,Alfredo Simon,46.697,49.701,-30.4278,-9.8371,0.500676491,0.499323509,1518.465,1524.7,4,8
36,2015410,410,905,V,STL,JLACKEY-R,1,2,0,0,0,0,1,0,0,4,-120,-125,8,-120,8,-115,CIN,2,0,2,0,0,0,0,1,0,5,110,1,0,,,2015,0,CIN,1503.937,1517.974,0.514333981,0.485666019,1505.277,1516.634,1505.438,1518.228,Jason Marquis,John Lackey,42.528,51.41,-44.4573,2.115,0.448815922,0.551184078,1507.007,1516.659,5,4
37,2015410,410,923,V,BOS,WMILEY-L,1,0,0,0,0,2,0,0,0,6,-102,-102,7.5,-115,8.5,-110,NYY,0,0,0,0,0,2,0,0,1,5,-108,0,1,,,2015,0,NYY,1504.856,1503.819,0.535968899,0.464031101,1503.368,1505.307,1507.343,1506.4,Nathan Eovaldi,Wade Miley,45.915,48.256,-26.7571,-8.1169,0.511075294,0.488924706,1505.94,1507.802,5,6
38,2015410,410,915,V,TOR,MBUEHRLE-L,4,0,1,5,0,1,0,0,1,12,114,104,8.5,102,9,100,BAL,1,0,0,0,1,0,0,2,1,5,-124,0,1,,,2015,0,BAL,1543.013,1516.001,0.572889154,0.427110846,1538.778,1520.236,1542.511,1514.297,Bud Norris,Mark Buehrle,52.877,49.666,7.0641,-4.9162,0.592859898,0.407140102,1538.091,1518.717,5,12
39,2015410,410,921,V,MIN,TMILONE-L,1,0,0,0,1,1,0,0,3,6,130,102,9,100,9,-111,CWS,0,0,0,0,0,0,0,0,0,0,-145,0,1,,,2015,0,CHW,1469.904,1472.362,0.530961764,0.469038236,1466.4,1475.866,1469.473,1470.496,Hector Noesi,Tommy Milone,46.317,46.021,-13.3762,-5.3063,0.520894024,0.479105976,1466.051,1473.918,0,6
40,2015410,410,927,V,SEA,TWALKER-R,0,0,0,0,0,0,0,0,0,0,110,101,7,-120,7,105,OAK,3,2,0,6,0,0,0,1,0,12,-125,1,0,,,2015,0,OAK,1521.204,1512.621,0.546753721,0.453246279,1525.676,1508.149,1521.125,1508.775,Drew Pomeranz,Taijuan Walker,48.541,49.335,-14.7016,-7.5623,0.542545633,0.457454367,1525.65,1504.25,12,0
41,2015410,410,909,V,PIT,JLOCKE-L,0,3,0,1,1,0,0,1,0,6,112,125,8,100,7.5,-115,MIL,0,0,0,2,0,0,0,0,0,2,-122,0,1,,,2015,0,MIL,1485.92,1516.694,0.490252665,0.509747335,1483.363,1519.252,1484.685,1519.228,Mike Fiers,Jeff Locke,52.071,46.76,11.8252,-18.9833,0.53548502,0.46451498,1481.83,1522.083,2,6
42,2015411,411,955,V,NYM,DGEE-R,0,0,0,0,0,0,3,0,0,3,115,107,6.5,-120,7,-105,ATL,0,1,0,0,4,0,0,0,0,5,-130,1,0,,,2015,0,ATL,1504.977,1505.916,0.533138795,0.466861205,1506.637,1504.256,1506.324,1505.511,Julio Teheran,Dillon Gee,52.868,48.705,11.7782,-6.8009,0.562123583,0.437876417,1507.852,1503.983,5,3
43,2015411,411,975,V,HOU,RHERNANDE-R,0,0,1,0,0,1,0,0,0,2,135,113,8.5,-110,9,100,TEX,1,1,0,0,3,0,0,1,0,6,-150,1,0,,,2015,0,TEX,1484.481,1481.385,0.538915413,0.461084587,1486.72,1479.146,1483.099,1480.615,Yovani Gallardo,Fausto Carmona,47.267,44.544,-10.0862,-25.8829,0.56054822,0.43945178,1485.203,1478.511,6,2
44,2015411,411,973,V,TOR,ASANCHEZ-R,0,0,0,0,0,0,0,0,1,1,110,-102,9,-105,8,-105,BAL,2,0,1,0,4,0,0,0,0,7,-120,1,0,,,2015,0,BAL,1538.778,1520.236,0.560918713,0.439081287,1541.533,1517.481,1538.091,1518.717,Ubaldo Jimenez,Aaron Sanchez,49.843,47.4,-5.5789,-15.3737,0.575924291,0.424075709,1540.722,1516.086,7,1
45,2015411,411,951,V,STL,MWACHA-R,0,1,0,1,0,0,0,0,2,4,115,107,6.5,-120,6.5,-105,CIN,1,0,0,0,0,0,0,0,0,1,-130,0,1,,,2015,0,CIN,1505.277,1516.634,0.518186713,0.481813287,1502.938,1518.974,1507.007,1516.659,Johnny Cueto,Michael Wacha,60.489,51.884,39.9688,4.8175,0.570757127,0.429242873,1504.37,1519.297,1,4
46,2015411,411,965,V,BOS,JKELLY-R,0,1,0,1,0,0,3,3,0,8,-125,105,8.5,-120,8.5,-120,NYY,0,1,0,0,0,0,0,3,0,4,110,0,1,,,2015,0,NYY,1503.368,1505.307,0.531705732,0.468294268,1500.606,1508.069,1505.94,1507.802,Adam Warren,Joe Kelly,46.496,49.118,-23.782,-4.5073,0.504120527,0.495879473,1503.355,1510.387,4,8
47,2015411,411,967,V,MIN,MPELFREY-R,0,4,0,0,0,0,0,0,0,4,160,144,8.5,-120,8.5,-115,CWS,0,2,1,1,0,0,0,1,0,5,-180,1,0,,,2015,0,CHW,1466.4,1475.866,0.520903915,0.479096085,1467.693,1474.573,1466.051,1473.918,Jeff Samardzija,Mike Pelfrey,52.458,43.041,15.604,-20.8445,0.575098376,0.424901624,1467.157,1472.812,5,4
48,2015411,411,969,V,SEA,JHAPP-L,0,0,1,0,0,0,0,3,0,5,140,125,7,-110,7.5,105,OAK,0,0,0,0,0,0,2,2,0,4,-160,0,1,,,2015,0,OAK,1525.676,1508.149,0.559479185,0.440520815,1524.09,1509.735,1525.65,1504.25,Sonny Gray,J.A. Happ,55.259,50.05,15.6087,-2.0727,0.589796874,0.410203126,1523.957,1505.943,4,5
49,2015411,411,971,V,DET,DPRICE-L,2,0,0,0,0,0,3,0,4,9,-102,-107,7,100,6,-120,CLE,0,0,0,0,0,3,0,2,1,6,-108,0,1,,,2015,0,CLE,1515.422,1526.602,0.518441094,0.481558906,1513.145,1528.878,1518.465,1524.7,Corey Kluber,David Price,61.538,59.829,40.608,37.9807,0.529313226,0.470686774,1516.129,1527.036,6,9
50,2015411,411,957,V,PIT,VWORLEY-R,0,0,0,0,0,0,0,0,0,0,105,114,8.5,-120,8,-111,MIL,0,3,0,2,0,0,1,0,0,6,-115,1,0,,,2015,0,MIL,1483.363,1519.252,0.482897029,0.517102971,1486.811,1515.803,1481.83,1522.083,Jimmy Nelson,Vance Worley,46.894,48.681,-12.2012,-10.0721,0.473570688,0.526429312,1485.356,1518.557,6,0
51,2015412,412,905,V,NYM,BCOLON-R,2,0,0,1,0,0,0,1,0,4,110,113,7,105,6.5,-115,ATL,0,2,0,0,0,0,1,0,0,3,-125,0,1,,,2015,0,ATL,1506.637,1504.256,0.537892516,0.462107484,1505.143,1505.75,1507.852,1503.983,Alex Wood,Bartolo Colon,53.813,50.162,15.9377,0.8037,0.561572191,0.438427809,1506.275,1505.559,3,4
52,2015412,412,925,V,SEA,FHERNANDZ-R,0,0,0,0,0,4,3,0,0,8,-135,-140,6.5,-105,7,-110,OAK,0,0,0,3,0,0,0,0,4,7,120,0,1,,,2015,0,OAK,1524.09,1509.735,0.554974141,0.445025859,1522.521,1511.305,1523.957,1505.943,Jesse Hahn,Felix Hernandez,49.574,61.283,-11.1061,50.4357,0.471926792,0.528073208,1522.675,1507.225,7,8
53,2015412,412,907,V,PIT,CSADLER-R,0,0,1,0,0,3,0,0,6,10,120,100,8.5,100,8.5,-125,MIL,0,0,2,0,0,0,0,0,0,2,-135,0,1,,,2015,0,MIL,1486.811,1515.803,0.492816429,0.507183571,1482.946,1519.668,1485.356,1518.557,Kyle Lohse,Casey Sadler,48.342,47.4,-6.8338,-15.5288,0.499271808,0.500728192,1481.428,1522.486,2,10
54,2015412,412,927,V,BOS,CBUCHHOLZ-R,0,0,0,3,1,0,0,0,0,4,-115,107,7,-125,7.5,100,NYY,7,0,0,3,0,3,0,1,0,14,105,1,0,,,2015,0,NYY,1500.606,1508.069,0.5237807,0.4762193,1504.814,1503.862,1503.355,1510.387,Masahiro Tanaka,Clay Buchholz,52.172,51.378,2.8059,5.0948,0.521112362,0.478887638,1507.593,1506.149,14,4
55,2015412,412,901,V,STL,CMARTINEZ-R,0,0,0,0,3,0,0,2,0,7,-115,-113,8,-110,7.5,100,CIN,0,1,0,0,1,0,3,0,0,5,105,0,1,,,2015,0,CIN,1502.938,1518.974,0.51145911,0.48854089,1501.05,1520.862,1504.37,1519.297,Raisel Iglesias,Carlos Martinez,47.4,46.402,-22.0853,-21.2111,0.511796832,0.488203168,1502.48,1521.186,5,7
56,2015412,412,915,V,DET,KLOBSTEIN-L,3,3,0,1,0,0,0,0,1,8,105,-117,9,100,8,100,CLE,1,0,2,0,0,0,0,2,0,5,-115,0,1,,,2015,0,CLE,1513.145,1528.878,0.511894925,0.488105075,1510.905,1531.119,1516.129,1527.036,TJ House,Kyle Lobstein,50.228,48.086,-12.5772,-17.4041,0.525765965,0.474234035,1513.812,1529.353,5,8
57,2015412,412,917,V,TOR,HUTCHISON-R,2,1,4,1,0,0,0,2,0,10,110,108,8.5,100,8,100,BAL,2,0,2,0,3,0,0,0,0,7,-120,0,1,,,2015,0,BAL,1541.533,1517.481,0.568714814,0.431285186,1538.968,1520.046,1540.722,1516.086,Chris Tillman,Drew Hutchison,53.472,51.04,9.917,2.726,0.579657132,0.420342868,1538.095,1518.712,7,10
58,2015412,412,921,V,HOU,DKEUCHEL-L,0,4,0,0,0,0,0,0,0,6,-120,-124,8.5,100,8.5,-105,TEX,0,0,0,0,0,0,2,2,0,4,110,0,1,,,2015,0,TEX,1486.72,1479.146,0.545313963,0.454686037,1484.844,1481.022,1485.203,1478.511,Colby Lewis,Dallas Keuchel,48.787,54.478,-3.1443,21.3427,0.508928764,0.491071236,1483.481,1480.232,4,6
59,2015412,412,919,V,MIN,PHUGHES-R,0,0,1,0,0,0,0,1,0,2,150,152,7.5,100,7.5,-110,CWS,2,0,1,0,0,0,0,3,0,6,-170,1,0,,,2015,0,CHW,1467.693,1474.573,0.524617739,0.475382261,1470.095,1472.171,1467.157,1472.812,Chris Sale,Phil Hughes,60.358,53.954,52.452,31.0576,0.556941496,0.443058504,1469.351,1470.618,6,2
60,2015413,413,961,V,ARI,DELAROSA-R,0,4,0,0,0,0,1,3,0,8,155,145,6.5,100,6.5,-105,SDG,0,1,1,0,1,0,0,1,0,4,-175,0,1,,,2015,0,SDP,1500.963,1471.236,0.576708891,0.423291109,1497.751,1474.448,1500.795,1471.668,Andrew Cashner,Rubby de la Rosa,51.335,45.83,8.4412,-12.9814,0.60851826,0.39148174,1497.357,1475.106,4,8
61,2015413,413,953,V,MIL,MGARZA-R,1,1,0,0,0,1,2,0,0,5,165,150,7,100,7.5,100,STL,0,0,1,1,0,0,2,0,0,4,-185,0,1,,,2015,0,STL,1520.862,1482.946,0.58817285,0.41182715,1519.192,1484.616,1521.186,1481.428,Adam Wainwright,Matt Garza,56.997,50.541,28.8674,3.5485,0.625509057,0.374490943,1519.379,1483.235,4,5
62,2015413,413,955,V,COL,EBUTLER-R,0,0,0,1,0,0,1,0,0,2,110,118,7.5,-110,7.5,-120,SFO,0,0,0,0,0,0,0,0,0,0,-120,0,1,,,2015,0,SFG,1524.632,1484.422,0.591367751,0.408632249,1522.348,1486.706,1523.817,1483.864,Chris Heston,Eddie Butler,47.536,46.55,-9.4329,-10.7066,0.593692172,0.406307828,1521.522,1486.159,0,2
63,2015413,413,959,V,CIN,MLEAKE-R,3,0,0,0,0,3,0,0,0,6,140,132,7,-110,7.5,-105,CUB,3,0,0,0,0,1,0,2,0,7,-160,1,0,,,2015,0,CHC,1485.153,1501.05,0.511659041,0.488340959,1486.502,1499.701,1487.084,1502.48,Jon Lester,Mike Leake,57.388,49.448,37.1253,-12.4174,0.581446768,0.418553232,1488.188,1501.376,7,6
