,date,Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,Open,Close,Open OU,Unnamed: 19,Close OU,Unnamed: 21,h_team,h_1st,h_2nd,h_3rd,h_4th,h_5th,h_6th,h_7th,h_8th,h_9th,h_final,h_ML,h_win,v_win,Past_10_v,Past_10_h,season,neutral,team1,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
10,2014401,401,953,V,COL,BANDERSON-L,0,0,0,2,0,0,0,1,0,3,110,-122,7.5,100,7,-115,MIA,0,2,0,0,0,2,0,0,0,4,-120,1,0,,,2014,0,FLA,1476.6,1478.271,0.532089845,0.467910155,1477.956,1476.915,1477.853,1477.603,Nathan Eovaldi,Brett Anderson,50.158,50.367,1.0904,6.7492,0.526729381,0.473270619,1479.229,1476.227,4,3
11,2014401,401,965,V,SEA,ERAMIREZ-R,0,0,4,0,1,1,0,0,2,8,150,150,8,100,7.5,105,LAA,0,0,0,2,0,0,0,1,0,3,-170,0,1,,,2014,0,ANA,1507.105,1482.401,0.569635157,0.430364843,1503.577,1485.928,1506.887,1482.321,C.J. Wilson,Erasmo Ramirez,52.266,47.293,13.6347,-11.0027,0.603816449,0.396183551,1503.09,1486.117,3,8
12,2014401,401,967,V,PHI,ABURNETT-R,0,0,0,0,0,2,0,0,0,2,110,131,8.5,-105,8.5,-115,TEX,0,0,0,0,0,1,1,0,1,3,-125,1,0,,,2014,0,TEX,1523.611,1480.586,0.595277712,0.404722288,1524.647,1479.549,1525.562,1477.943,Martin Perez,A.J. Burnett,50.575,53.397,-3.1302,21.2675,0.567541536,0.432458464,1526.694,1476.81,3,2
13,2014401,401,955,V,ATL,AWOOD-L,0,0,0,0,2,1,0,1,1,5,110,104,8,100,8.5,-110,MIL,1,0,0,0,0,0,0,1,0,2,-125,0,1,,,2014,0,MIL,1503.87,1523.453,0.506356232,0.493643768,1501.539,1525.784,1501.493,1522.906,Kyle Lohse,Alex Wood,52.261,47.745,10.4105,-13.7005,0.538346064,0.461653936,1498.978,1525.422,2,5
14,2014401,401,959,V,NYY,CSABATHIA-L,0,0,0,0,0,0,0,2,0,2,-160,-150,8,-110,8.5,-120,HOU,4,2,0,0,0,0,0,0,0,6,140,1,0,,,2014,0,HOU,1440.383,1509.043,0.436080752,0.563919248,1443.44,1505.986,1440.541,1511.018,Scott Feldman,CC Sabathia,51.246,50.226,15.5664,-3.5579,0.460717425,0.539282575,1443.401,1508.158,6,2
15,2014402,402,923,V,TOR,MBUEHRLE-L,0,0,0,2,0,0,1,0,0,3,150,138,7.5,100,8,100,TAM,0,0,0,0,0,0,0,0,0,0,-170,0,1,,,2014,0,TBD,1526.75,1495.586,0.578726933,0.421273067,1523.991,1498.345,1530.151,1492.939,Matt Moore,Mark Buehrle,51.481,50.796,0.1833,9.9264,0.573532589,0.426467411,1527.423,1495.667,0,3
16,2014402,402,901,V,ATL,AHARANG-R,0,0,0,0,0,0,1,0,0,1,125,114,8.5,100,9,-105,MIL,0,0,0,0,0,0,0,0,0,0,-140,0,1,,,2014,0,MIL,1501.539,1525.784,0.499647417,0.500352583,1500.08,1527.243,1498.978,1525.422,Matt Garza,Aaron Harang,51.941,44.999,8.6997,-26.8464,0.54749413,0.45250587,1497.344,1527.056,0,1
17,2014402,402,917,V,MIN,KCORREIA-R,0,1,1,0,0,0,3,0,1,6,125,125,7.5,-120,8,102,CWS,0,3,0,0,0,0,0,1,2,7,-140,1,0,,,2014,0,CHW,1472.83,1453.784,0.561633133,0.438366867,1473.996,1452.617,1474.091,1452.847,Felipe Paulino,Kevin Correia,52.425,47.03,11.5432,4.3945,0.574832779,0.425167221,1475.212,1451.727,7,6
18,2014402,402,925,V,NYY,HKURODA-R,0,0,0,0,0,0,1,0,0,1,-165,-170,8.5,100,8,-122,HOU,1,0,1,0,0,0,1,0,0,3,145,1,0,,,2014,0,HOU,1443.44,1505.986,0.444754327,0.555245673,1445.559,1503.866,1443.401,1508.158,Jarred Cosart,Hiroki Kuroda,48.999,53.981,4.0373,15.0353,0.426064634,0.573935366,1445.609,1505.95,3,1
19,2014402,402,919,V,CLE,CKLUBER-R,0,0,0,0,0,0,0,0,1,1,110,130,8,-110,7.5,110,OAK,1,2,2,0,0,1,0,0,0,6,-120,1,0,,,2014,0,OAK,1540.181,1518.463,0.565416362,0.434583638,1537.997,1520.648,1542.908,1519.991,Josh Lindblom,Zach McAllister,46.701,49.389,-23.8196,-7.8067,0.544357651,0.455642349,1540.824,1522.075,4,6
20,2014402,402,919,V,CLE,CKLUBER-R,0,0,0,0,0,0,0,0,1,1,110,130,8,-110,7.5,110,OAK,1,2,2,0,0,1,0,0,0,6,-120,1,0,,,2014,0,OAK,1537.624,1521.02,0.558169268,0.441830732,1540.181,1518.463,1540.384,1522.515,Scott Kazmir,Corey Kluber,50.611,50.048,-4.2582,-6.0912,0.562562631,0.437437369,1542.908,1519.991,6,1
21,2014402,402,931,V,CLE,ZMCALLIST-R,0,0,0,2,0,0,1,0,3,6,120,113,8,-115,8,-105,OAK,2,0,0,1,0,0,1,0,0,4,-135,0,1,,,2014,0,OAK,1540.181,1518.463,0.565416362,0.434583638,1537.997,1520.648,1542.908,1519.991,Josh Lindblom,Zach McAllister,46.701,49.389,-23.8196,-7.8067,0.544357651,0.455642349,1540.824,1522.075,4,6
22,2014402,402,931,V,CLE,ZMCALLIST-R,0,0,0,2,0,0,1,0,3,6,120,113,8,-115,8,-105,OAK,2,0,0,1,0,0,1,0,0,4,-135,0,1,,,2014,0,OAK,1537.624,1521.02,0.558169268,0.441830732,1540.181,1518.463,1540.384,1522.515,Scott Kazmir,Corey Kluber,50.611,50.048,-4.2582,-6.0912,0.562562631,0.437437369,1542.908,1519.991,6,1
23,2014402,402,929,V,PHI,KKENDRICK-R,1,0,2,0,0,0,0,0,0,3,140,150,9.5,100,9.5,-110,TEX,0,0,0,0,0,0,1,0,3,4,-155,1,0,,,2014,0,TEX,1524.647,1479.549,0.598149372,0.401850628,1525.674,1478.523,1526.694,1476.81,Robbie Ross,Kyle Kendrick,47.4,45.82,-18.518,-14.6593,0.599431767,0.400568233,1527.716,1475.789,4,3
24,2014402,402,921,V,BOS,JLACKEY-R,0,0,2,0,2,0,2,0,0,6,-103,-117,8.5,-120,8.5,-115,BAL,0,0,0,2,0,0,0,0,0,2,-107,0,1,,,2014,0,BAL,1518.134,1557.51,0.477886592,0.522113408,1515.672,1559.971,1516.062,1557.101,Ubaldo Jimenez,John Lackey,54.485,54.485,22.5788,11.5808,0.491307178,0.508692822,1513.513,1559.651,2,6
25,2014402,402,905,V,COL,JLYLES-R,3,0,0,3,0,0,0,0,0,6,110,113,7.5,105,7.5,102,MIA,1,0,0,0,0,3,0,0,1,5,-120,0,1,,,2014,0,FLA,1477.956,1476.915,0.535974626,0.464025374,1476.348,1478.523,1479.229,1476.227,Henderson Alvarez,Jordan Lyles,50.634,42.331,3.0785,-30.9025,0.586871297,0.413128703,1477.429,1478.027,5,6
26,2014402,402,927,V,SEA,JPAXTON-L,0,0,1,0,1,4,0,0,2,8,120,127,8,-110,7.5,105,LAA,0,0,0,0,0,0,0,0,2,2,-135,0,1,,,2014,0,ANA,1503.577,1485.928,0.559652266,0.440347734,1499.743,1489.763,1503.09,1486.117,Hector Santiago,James Paxton,50.341,50.147,5.2123,1.9881,0.563263998,0.436736002,1499.225,1489.982,2,8
27,2014402,402,909,V,STL,MWACHA-R,0,0,0,0,0,0,0,0,0,0,-120,-116,7.5,105,7,-110,CIN,0,0,0,0,0,0,0,0,1,1,110,1,0,,,2014,0,CIN,1522.466,1543.178,0.504731671,0.495268329,1523.896,1541.749,1523.063,1544.811,Tony Cingrani,Michael Wacha,52.65,53.563,4.2864,7.5999,0.498472383,0.501527617,1524.515,1543.359,1,0
28,2014403,403,955,V,COL,FMORALES-L,1,0,3,0,1,0,0,0,0,5,-115,-113,7.5,-120,7.5,105,MIA,1,0,1,0,0,1,1,4,0,8,105,1,0,,,2014,0,FLA,1476.348,1478.523,0.531367452,0.468632548,1478.474,1476.397,1477.429,1478.027,Jacob Turner,Franklin Morales,45.023,49.002,-21.9208,0.8225,0.500947944,0.499052056,1479.73,1475.726,8,5
29,2014403,403,963,V,MIN,PHUGHES-R,0,0,3,0,2,0,2,1,2,10,130,125,8,-110,7.5,-110,CWS,0,1,0,0,3,4,0,1,0,9,-145,0,1,,,2014,0,CHW,1473.996,1452.617,0.564936791,0.435063209,1472.389,1454.224,1475.212,1451.727,Jose Quintana,Phil Hughes,52.45,47.525,11.6654,6.2604,0.57553227,0.42446773,1473.567,1453.371,9,10
30,2014403,403,969,V,NYY,INOVA-R,0,0,2,0,1,0,1,0,0,4,-145,-152,8,-110,8.5,100,HOU,1,0,0,0,1,0,0,0,0,2,130,0,1,,,2014,0,HOU,1445.559,1503.866,0.450788098,0.549211902,1443.929,1505.497,1445.609,1505.95,Brett Oberholtzer,Ivan Nova,50.778,53.882,11.8017,14.3162,0.444314402,0.555685598,1444.009,1507.55,2,4
31,2014403,403,965,V,BOS,FDOUBRO-L,0,1,1,1,0,1,0,0,0,4,105,-101,9,-110,9,-105,BAL,0,0,0,2,0,1,0,0,0,3,-115,0,1,,,2014,0,BAL,1515.672,1559.971,0.470820585,0.529179415,1514.39,1561.253,1513.513,1559.651,Wei-Yin Chen,Felix Doubront,50.277,50.983,3.2853,-5.3721,0.480609587,0.519390413,1512.197,1560.967,3,4
32,2014403,403,951,V,STL,LLYNN-R,0,2,0,1,1,0,3,0,0,7,110,102,7.5,-110,7.5,100,CIN,3,0,0,0,0,0,3,0,0,6,-120,0,1,,,2014,0,CIN,1523.896,1541.749,0.508845321,0.491154679,1522.417,1543.227,1524.515,1543.359,Homer Bailey,Lance Lynn,55.43,50.425,16.0505,-8.2673,0.54231475,0.45768525,1522.914,1544.959,6,7
33,2014403,403,971,V,SEA,RELIAS-L,1,0,0,0,1,0,0,0,0,2,120,125,7.5,-110,8,100,OAK,0,0,0,0,1,0,0,1,0,3,-135,1,0,,,2014,0,OAK,1537.997,1489.763,0.602480744,0.397519256,1539.06,1488.699,1540.824,1489.982,Jesse Chavez,Roenis Elias,45.982,47.4,-26.8041,-12.2717,0.589021805,0.410978195,1541.937,1488.87,3,2
34,2014403,403,967,V,TOR,BMORROW-R,0,0,0,2,0,0,0,0,0,2,140,141,7.5,-110,8,-105,TAM,0,1,3,0,0,0,3,0,0,7,-155,1,0,,,2014,0,TBD,1523.991,1498.345,0.570964005,0.429035995,1526.47,1495.866,1527.423,1495.667,Chris Archer,Brandon Morrow,52.133,49.712,3.4968,3.0973,0.580117813,0.419882187,1529.832,1493.258,7,2
35,2014404,404,911,V,CIN,MLEAKE-R,0,0,1,0,0,0,2,0,0,3,-120,-101,7,-120,7,-115,NYM,0,0,0,2,0,2,0,0,0,4,110,1,0,,,2014,0,NYM,1479.093,1522.417,0.472219169,0.527780831,1480.65,1520.86,1480.638,1522.914,Jenrry Mejia,Mike Leake,46.309,49.164,-17.1409,-12.5114,0.470783719,0.529216281,1482.2,1521.352,4,3
36,2014404,404,901,V,ATL,DHALE-R,0,0,0,0,1,0,0,1,0,2,145,152,7.5,-120,7.5,-110,WAS,0,0,0,0,0,1,0,0,0,1,-165,0,1,,,2014,0,WSN,1527.778,1527.243,0.535250127,0.464749873,1526.183,1528.838,1527.612,1527.056,Jordan Zimmermann,David Hale,54.162,48.775,12.5772,-10.1097,0.56548205,0.43451795,1525.904,1528.764,1,2
37,2014404,404,915,V,BAL,MGONZAL-R,2,0,0,0,0,0,0,0,2,4,145,147,8,-115,7.5,-120,DET,0,3,0,4,0,1,0,2,0,10,-165,1,0,,,2014,0,DET,1538.174,1514.39,0.568336375,0.431663625,1540.877,1511.687,1536.811,1512.197,Anibal Sanchez,Miguel Gonzalez,56.742,51.31,14.147,8.4506,0.583945413,0.416054587,1539.384,1509.623,10,4
38,2014404,404,907,V,ARI,RDELGADO-R,0,0,0,0,1,0,0,1,0,2,115,111,10,-115,10,-105,COL,1,0,3,2,0,2,2,2,0,12,-130,1,0,,,2014,0,COL,1476.397,1491.155,0.513297171,0.486702829,1480.664,1486.888,1475.726,1490.437,Juan Nicasio,Randall Delgado,48.006,47.475,-3.4733,-6.9983,0.516817346,0.483182654,1479.954,1486.209,12,2
39,2014404,404,921,V,NYY,MTANAKA-R,2,0,2,1,0,0,0,1,1,7,-130,-143,8,-105,8.5,-115,TOR,1,2,0,0,0,0,0,0,0,3,115,0,1,,,2014,0,TOR,1495.866,1505.497,0.520666872,0.479333128,1493.121,1508.242,1493.258,1507.55,Dustin McGowan,Masahiro Tanaka,51.27,47.4,10.669,-15.6651,0.551931982,0.448068018,1490.307,1510.501,3,7
40,2014404,404,903,V,PHI,RHERNANDE-R,0,0,0,1,2,0,1,2,1,7,115,135,13.5,-110,11,-105,CUB,0,1,1,0,0,0,0,0,0,2,-130,0,1,,,2014,0,CHC,1470.13,1478.523,0.522445183,0.477554817,1466.958,1481.695,1471.223,1475.789,Travis Wood,Fausto Carmona,52.554,45.147,12.0414,-18.8094,0.569456339,0.430543661,1467.693,1479.318,2,7
41,2014404,404,909,V,STL,SMILLER-R,0,0,0,0,2,0,0,0,0,2,105,-102,7,-110,7,105,PIT,0,1,0,2,0,3,1,5,0,12,-115,1,0,,,2014,0,PIT,1521.655,1543.227,0.503494116,0.496505884,1526.182,1538.7,1523.647,1544.959,Gerrit Cole,Shelby Miller,53.379,50.552,8.2532,-7.144,0.528831084,0.471168916,1527.884,1540.722,12,2
42,2014404,404,923,V,TEX,JSAUNDERS-L,0,0,0,0,0,0,0,1,0,1,125,139,8.5,-110,8.5,-113,TAM,1,0,3,1,3,0,0,0,0,8,-140,1,0,,,2014,0,TBD,1526.47,1525.674,0.53562385,0.46437615,1529.811,1522.333,1529.832,1527.716,Jake Odorizzi,Joe Saunders,47.145,42.036,-20.3839,-43.5314,0.571445128,0.428554872,1532.841,1524.707,8,1
43,2014404,404,917,V,MIN,MPELFREY-R,2,0,0,0,0,0,0,0,0,2,160,170,7.5,-132,7.5,-112,CLE,0,0,0,0,0,3,4,0,0,7,-180,1,0,,,2014,0,CLE,1520.648,1454.224,0.62726991,0.37273009,1522.647,1452.225,1522.075,1453.371,Danny Salazar,Mike Pelfrey,51.122,45.763,0.8977,-1.0857,0.633511684,0.366488316,1524.027,1451.419,7,2
44,2014404,404,929,V,MIL,MESTRADA-R,0,2,0,0,0,0,0,0,4,6,145,128,8.5,-110,8.5,-125,BOS,0,1,1,0,0,0,0,0,0,2,-165,0,1,,,2014,0,BOS,1561.253,1500.08,0.620175972,0.379824028,1557.899,1503.435,1560.967,1497.344,Jake Peavy,Marco Estrada,51.956,54.494,-0.8178,19.4909,0.593522092,0.406477908,1557.796,1500.515,2,6
45,2014405,405,969,V,BAL,BNORRIS-R,1,0,0,0,0,0,0,0,5,6,130,118,8.5,-120,8.5,-120,DET,0,0,3,0,2,2,0,0,0,7,-145,1,0,,,2014,0,DET,1540.877,1511.687,0.575954097,0.424045903,1541.98,1510.584,1539.384,1509.623,Rick Porcello,Bud Norris,49.733,48.42,-18.6872,-3.4968,0.555280642,0.444719358,1540.559,1508.448,7,6
46,2014405,405,979,V,MIL,WPERALTA-R,1,2,3,0,0,0,0,0,0,7,165,170,8.5,-115,8.5,-110,BOS,0,2,3,0,0,1,0,0,0,6,-185,0,1,,,2014,0,BOS,1557.899,1503.435,0.611037428,0.388962572,1556.146,1505.188,1557.796,1500.515,Clay Buchholz,Wily Peralta,56.95,48.447,22.6775,-9.1462,0.657254471,0.342745529,1555.863,1502.448,6,7
47,2014405,405,951,V,CIN,JCUETO-R,0,0,0,0,1,0,0,2,0,3,-140,-130,6.5,-120,6.5,-115,NYM,0,0,0,0,0,2,0,0,4,6,125,1,0,,,2014,0,NYM,1480.65,1520.86,0.476688847,0.523311153,1483.075,1518.435,1482.2,1521.352,Dillon Gee,Johnny Cueto,51.355,53.457,6.3779,8.2861,0.475468112,0.524531888,1484.633,1518.919,6,3
48,2014405,405,975,V,TEX,NMARTINEZ-R,2,1,0,1,0,0,0,0,0,4,160,160,7.5,100,7.5,-110,TAM,0,0,1,2,0,0,0,2,0,5,-180,1,0,,,2014,0,TBD,1529.811,1522.333,0.545176939,0.454823061,1531.112,1521.032,1532.841,1524.707,David Price,Nick Martinez,57.576,47.4,28.0966,-17.2584,0.609702661,0.390297339,1533.901,1523.647,5,4
49,2014405,405,965,V,MIN,KGIBSON-R,3,0,2,0,0,0,0,0,2,7,145,143,9,100,8.5,-105,CLE,0,0,1,0,0,0,0,0,2,3,-165,0,1,,,2014,0,CLE,1522.647,1452.225,0.632634766,0.367365234,1519.156,1455.716,1524.027,1451.419,Carlos Carrasco,Kyle Gibson,43.745,44.014,-33.3512,-9.2308,0.60283032,0.39716968,1520.748,1454.698,3,7
50,2014405,405,967,V,NYY,MPINEDA-R,0,0,0,0,0,0,0,0,0,0,101,114,8,-110,9,100,TOR,0,1,0,0,0,0,0,3,0,4,-111,1,0,,,2014,0,TOR,1493.121,1508.242,0.512775127,0.487224873,1495.647,1505.716,1490.307,1510.501,R.A. Dickey,Michael Pineda,52.393,51.631,16.8683,3.7553,0.52432917,0.47567083,1492.758,1508.051,4,0
51,2014405,405,957,V,ATL,JTEHERAN-R,0,0,0,2,4,0,0,0,0,6,155,143,6.5,-110,6.5,-105,WAS,2,0,0,0,0,0,0,0,0,2,-175,0,1,,,2014,0,WSN,1526.183,1528.838,0.530679336,0.469320664,1523.308,1531.713,1525.904,1528.764,Stephen Strasburg,Julio Teheran,55.211,50.629,17.1362,-1.6168,0.557159666,0.442840334,1522.851,1531.817,2,6
52,2014405,405,953,V,PHI,CLEE-L,1,0,0,1,0,0,0,0,0,2,-135,-116,7,-110,6.5,-105,CUB,0,0,0,0,0,0,0,0,0,0,120,0,1,,,2014,0,CHC,1466.958,1481.695,0.513327371,0.486672629,1465.01,1483.642,1467.693,1479.318,Jeff Samardzija,Cliff Lee,50.329,57.777,1.5463,40.2884,0.462127373,0.537872627,1465.988,1481.023,0,2
53,2014405,405,973,V,SEA,FHERNANDZ-R,0,0,0,0,3,0,0,0,0,3,-135,-122,7,105,7,100,OAK,0,0,0,0,0,0,0,0,1,1,120,0,1,,,2014,0,OAK,1539.06,1488.699,0.605409441,0.394590559,1536.68,1491.08,1541.937,1488.87,Dan Straily,Felix Hernandez,51.117,56.102,-2.8576,28.2141,0.565808556,0.434191444,1539.75,1491.056,1,3
54,2014405,405,959,V,STL,JKELLY-R,3,0,0,0,0,1,0,0,2,6,130,130,7,100,7,100,PIT,0,0,1,0,0,0,0,0,0,1,-145,0,1,,,2014,0,PIT,1526.182,1538.7,0.516517913,0.483482087,1523.032,1541.85,1527.884,1540.722,Francisco Liriano,Joe Kelly,55.678,49.846,18.9692,-9.0334,0.556124867,0.443875133,1524.432,1544.174,1,6
55,2014405,405,963,V,ARI,BMCCARTHY-R,1,1,2,0,0,0,0,0,0,4,125,107,10,-110,9.5,-105,COL,0,0,0,3,2,1,1,2,0,9,-140,1,0,,,2014,0,COL,1480.664,1486.888,0.525559422,0.474440578,1483.322,1484.23,1479.954,1486.209,Jorge de la Rosa,Brandon McCarthy,51.008,49.405,9.6773,3.1161,0.534922479,0.465077521,1482.545,1483.618,9,4
56,2014406,406,903,V,CIN,ASIMON-R,0,0,0,0,0,2,0,0,0,2,-120,-104,7.5,-105,7,-115,NYM,0,1,0,0,0,0,0,0,0,1,110,0,1,,,2014,0,NYM,1483.075,1518.435,0.483657469,0.516342531,1481.679,1519.831,1484.633,1518.919,Jon Niese,Alfredo Simon,49.691,47.018,-1.3959,-22.1934,0.515122651,0.484877349,1483.122,1520.43,1,2
57,2014406,406,917,V,BAL,CTILLMAN-R,0,0,0,0,0,1,0,1,1,3,155,139,7.5,-115,7.5,-105,DET,0,0,0,1,0,0,0,0,0,1,-175,0,1,,,2014,0,DET,1541.98,1510.584,0.579052496,0.420947504,1539.829,1512.735,1540.559,1508.448,Justin Verlander,Chris Tillman,57.908,54.022,19.1337,23.7538,0.573563564,0.426436436,1538.433,1510.574,1,3
58,2014406,406,929,V,MIL,YGALLARDO-R,0,2,0,0,0,0,1,1,0,4,145,141,8.5,-110,9,100,BOS,0,0,0,0,0,0,0,0,0,0,-165,0,1,,,2014,0,BOS,1556.146,1505.188,0.606230111,0.393769889,1552.888,1508.446,1555.863,1502.448,Jon Lester,Yovani Gallardo,57.816,50.811,28.3974,2.5333,0.644402095,0.355597905,1552.333,1505.978,0,4
59,2014406,406,921,V,TEX,YDARVISH-R,0,0,0,0,0,0,0,2,1,3,-115,-108,7,-110,7,-110,TAM,0,0,0,0,0,0,0,0,0,0,105,0,1,,,2014,0,TBD,1531.112,1521.032,0.548888367,0.451111633,1528.529,1523.616,1533.901,1523.647,Alex Cobb,Yu Darvish,55.697,60.215,19.4862,43.2823,0.515045584,0.484954416,1531.514,1526.035,0,3
60,2014406,406,915,V,MIN,RNOLASCO-R,0,2,3,1,0,3,0,0,1,10,160,175,7.5,-110,7.5,103,CLE,0,2,0,3,1,1,0,0,0,7,-180,0,1,,,2014,0,CLE,1519.156,1455.716,0.62324512,0.37675488,1516.227,1458.646,1520.748,1454.698,Justin Masterson,Ricky Nolasco,55.685,49.459,23.2979,15.9424,0.636617066,0.363382934,1517.735,1457.711,7,10
61,2014406,406,927,V,SEA,ERAMIREZ-R,0,2,1,0,0,0,0,0,0,3,140,132,7.5,100,7.5,-108,OAK,0,0,3,0,2,0,0,1,0,6,-155,1,0,,,2014,0,OAK,1536.68,1491.08,0.598843773,0.401156227,1538.387,1489.373,1539.75,1491.056,Sonny Gray,Erasmo Ramirez,52.005,47.857,1.5087,-11.5056,0.620901558,0.379098442,1541.329,1489.477,6,3
62,2014406,406,905,V,STL,WAINWRIGHT-R,0,0,0,0,0,1,0,0,0,1,-160,-165,7,-115,7,-106,PIT,0,0,0,1,0,0,1,0,0,2,140,1,0,,,2014,0,PIT,1523.032,1541.85,0.507456945,0.492543055,1524.48,1540.402,1524.432,1544.174,Edinson Volquez,Adam Wainwright,43.68,59.174,-36.9655,34.9398,0.403859541,0.596140459,1526.268,1542.338,2,1
63,2014406,406,909,V,PHI,ABURNETT-R,0,0,0,0,1,0,0,0,2,3,-130,-114,7.5,100,7.5,107,CUB,4,0,0,0,0,4,0,0,0,8,115,1,0,,,2014,0,CHC,1465.01,1483.642,0.507724558,0.492275442,1467.955,1480.697,1465.988,1481.023,Carlos Villanueva,A.J. Burnett,48.207,53.502,-8.695,19.6366,0.472158052,0.527841948,1469.201,1477.811,8,3
