,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
206,206,20151123,2016,MIL,DET,1406.679758,1504.500234,0.503136547,0.496863453,109,88,Detroit,26,22,14,26,-145,25,33,30,21,125,190.5,2.5,H,1516,5,W ,,,,,,,,,,,,,,,,,,,206,20151123,2016,MIL,DET,1406.679758,1504.500234,0.503136547,0.496863453,109,88,Detroit,26,22,14,26,-145,25,33,30,21,125,190.5,2.5,H,1516,5,W ,99.75,96.5,80.875,0.46775,61.375,0.486125,19.5,0.42925,21.875,0.736875,86.5,0.431875,59.875,0.498625,26.625,0.28425,22.5,0.6655
207,207,20151123,2016,MIN,PHI,1376.901926,1258.286092,0.778759841,0.221240159,100,95,Philadelphia,26,26,21,22,270,19,27,28,26,-330,200,-7,H,1517,11,W ,96.5,104.5,81.625,0.433875,68.375,0.4565,13.25,0.31225,26.375,0.823125,80.5,0.48675,55.75,0.548625,24.75,0.34,22.5,0.79275,207,20151123,2016,MIN,PHI,1376.901926,1258.286092,0.778759841,0.221240159,100,95,Philadelphia,26,26,21,22,270,19,27,28,26,-330,200,-7,H,1517,11,W ,101.75,90.75,83.625,0.44475,62.5,0.478625,21.125,0.338375,24.5,0.820875,81.25,0.411625,56.25,0.454625,25,0.322375,20.625,0.779125
208,208,20151123,2016,SAS,PHO,1679.138133,1504.067756,0.829690077,0.170309923,98,84,Phoenix,17,17,26,24,425,20,24,23,31,-550,196.5,-10,H,1518,3,W ,,,,,,,,,,,,,,,,,,,208,20151123,2016,SAS,PHO,1679.138133,1504.067756,0.829690077,0.170309923,98,84,Phoenix,17,17,26,24,425,20,24,23,31,-550,196.5,-10,H,1518,3,W ,,,,,,,,,,,,,,,,,,
209,209,20151123,2016,UTA,OKC,1550.949999,1557.721927,0.63103602,0.36896398,89,111,OklahomaCity,23,40,25,23,110,20,26,22,21,-130,201,-2,A,1519,2,L ,,,,,,,,,,,,,,,,,,,209,20151123,2016,UTA,OKC,1550.949999,1557.721927,0.63103602,0.36896398,89,111,OklahomaCity,23,40,25,23,110,20,26,22,21,-130,201,-2,A,1519,2,L ,,,,,,,,,,,,,,,,,,
211,211,20151124,2016,ATL,BOS,1541.19316,1547.165404,0.632107168,0.367892832,121,97,Boston,28,20,25,24,125,33,24,24,40,-145,205,-2.5,H,1520,3,W ,105.625,98.25,83.5,0.483125,57.125,0.528375,26.375,0.38425,18.375,0.82625,82,0.465125,59.875,0.494875,22.125,0.3745,17.625,0.783625,211,20151124,2016,ATL,BOS,1541.19316,1547.165404,0.632107168,0.367892832,121,97,Boston,28,20,25,24,125,33,24,24,40,-145,205,-2.5,H,1520,3,W ,,,,,,,,,,,,,,,,,,
213,213,20151124,2016,DEN,LAC,1451.18056,1588.888125,0.445946518,0.554053482,94,111,LAClippers,25,26,32,28,-300,26,19,27,22,250,206,7,A,1521,9,L ,99,104.875,79.375,0.441375,58.5,0.49,20.875,0.30575,30.75,0.72925,83,0.466125,57.5,0.47975,25.5,0.437375,23.25,0.726125,213,20151124,2016,DEN,LAC,1451.18056,1588.888125,0.445946518,0.554053482,94,111,LAClippers,25,26,32,28,-300,26,19,27,22,250,206,7,A,1521,9,L ,,,,,,,,,,,,,,,,,,
215,215,20151124,2016,GSW,LAL,1808.48195,1308.773376,0.969296683,0.030703317,111,77,LALakers,11,27,17,22,2000,30,24,35,22,-9900,215,-17,H,1522,0,W ,112.25,94.5,87.625,0.487875,58.125,0.534125,29.5,0.409375,21,0.72825,88.625,0.414,67.75,0.461,20.875,0.256,21.625,0.74375,215,20151124,2016,GSW,LAL,1808.48195,1308.773376,0.969296683,0.030703317,111,77,LALakers,11,27,17,22,2000,30,24,35,22,-9900,215,-17,H,1522,0,W ,106.5,95,91.125,0.441125,65.125,0.491375,26,0.305875,23.375,0.734,83.125,0.423375,58.625,0.458875,24.5,0.338125,21.75,0.771625
212,212,20151124,2016,MEM,DAL,1564.416037,1560.032379,0.645857756,0.354142244,110,96,Dallas,17,19,24,36,120,21,25,36,28,-140,196,-2.5,H,1523,1,W ,,,,,,,,,,,,,,,,,,,212,20151124,2016,MEM,DAL,1564.416037,1560.032379,0.645857756,0.354142244,110,96,Dallas,17,19,24,36,120,21,25,36,28,-140,196,-2.5,H,1523,1,W ,103.75,101.75,86.5,0.436875,58.625,0.495375,27.875,0.31475,26.25,0.734625,83.625,0.447,58,0.501,25.625,0.324375,24.875,0.771125
214,214,20151124,2016,POR,CHI,1520.534814,1563.585846,0.581229978,0.418770022,88,93,Chicago,29,19,23,22,-140,22,17,24,25,120,201.5,2.5,A,1524,0,L ,,,,,,,,,,,,,,,,,,,214,20151124,2016,POR,CHI,1520.534814,1563.585846,0.581229978,0.418770022,88,93,Chicago,29,19,23,22,-140,22,17,24,25,120,201.5,2.5,A,1524,0,L ,,,,,,,,,,,,,,,,,,
210,210,20151124,2016,WAS,IND,1513.314384,1534.979774,0.61086039,0.38913961,106,123,Indiana,33,29,31,30,135,31,30,21,24,-155,207,-3,A,1525,13,L ,,,,,,,,,,,,,,,,,,,210,20151124,2016,WAS,IND,1513.314384,1534.979774,0.61086039,0.38913961,106,123,Indiana,33,29,31,30,135,31,30,21,24,-155,207,-3,A,1525,13,L ,,,,,,,,,,,,,,,,,,
218,218,20151125,2016,BOS,PHI,1534.422077,1255.635722,0.898481908,0.101518092,84,80,Philadelphia,24,23,15,18,650,26,14,17,27,-1000,201,-11.5,H,1526,4,W ,101.375,97.75,91.25,0.418875,63,0.47625,28.25,0.292375,21.75,0.782125,81.5,0.439625,59.875,0.47725,21.625,0.336125,26,0.73875,218,20151125,2016,BOS,PHI,1534.422077,1255.635722,0.898481908,0.101518092,84,80,Philadelphia,24,23,15,18,650,26,14,17,27,-1000,201,-11.5,H,1526,4,W ,98.25,88.875,84.375,0.43,62.625,0.4595,21.75,0.3355,23.375,0.79075,81.25,0.407,55.625,0.452875,25.625,0.315,19.625,0.762
216,216,20151125,2016,CHO,WAS,1480.563644,1494.222838,0.621758209,0.378241791,101,87,Washington,24,30,27,6,145,28,30,16,27,-165,210,-3.5,H,1527,3,W ,110,99.25,85.75,0.468875,58.375,0.505375,27.375,0.395375,23,0.845,89.25,0.441875,63.625,0.498125,25.625,0.2935,16,0.74075,216,20151125,2016,CHO,WAS,1480.563644,1494.222838,0.621758209,0.378241791,101,87,Washington,24,30,27,6,145,28,30,16,27,-165,210,-3.5,H,1527,3,W ,,,,,,,,,,,,,,,,,,
220,220,20151125,2016,DET,MIA,1487.68828,1495.91022,0.629090488,0.370909512,104,81,Miami,19,24,19,19,105,25,35,23,21,-125,187.5,-1.5,H,1528,5,W ,,,,,,,,,,,,,,,,,,,220,20151125,2016,DET,MIA,1487.68828,1495.91022,0.629090488,0.370909512,104,81,Miami,19,24,19,19,105,25,35,23,21,-125,187.5,-1.5,H,1528,5,W ,,,,,,,,,,,,,,,,,,
222,222,20151125,2016,HOU,MEM,1497.820173,1572.823673,0.535910917,0.464089083,93,102,Memphis,28,28,26,20,160,24,29,24,16,-180,198,-4.5,A,1529,5,L ,102.875,107.25,86,0.421875,52.375,0.49,33.625,0.314875,27.5,0.698375,87.875,0.459625,63.5,0.503125,24.375,0.352,22.75,0.78725,222,20151125,2016,HOU,MEM,1497.820173,1572.823673,0.535910917,0.464089083,93,102,Memphis,28,28,26,20,160,24,29,24,16,-180,198,-4.5,A,1529,5,L ,99.625,92.125,76.5,0.4545,52.5,0.49325,24,0.367125,26.875,0.7735,81.5,0.435625,64.625,0.481625,16.875,0.2445,22,0.834
227,227,20151125,2016,LAC,UTA,1601.569556,1527.069843,0.731942627,0.268057373,91,102,Utah,21,24,28,29,180,23,22,23,23,-210,197,-4.5,A,1530,8,L ,100.5,102.375,78.625,0.46575,56.625,0.53175,22,0.2945,27.25,0.746375,83.375,0.43975,61.375,0.48025,22,0.321375,28.875,0.76925,227,20151125,2016,LAC,UTA,1601.569556,1527.069843,0.731942627,0.268057373,91,102,Utah,21,24,28,29,180,23,22,23,23,-210,197,-4.5,A,1530,8,L ,96.125,97.75,75.625,0.453875,54.875,0.49925,20.75,0.327375,27.25,0.75925,82.625,0.4485,61.875,0.471125,20.75,0.377625,21.625,0.73575
224,224,20151125,2016,MIL,SAC,1423.491712,1423.693373,0.639797517,0.360202483,118,129,Sacramento,40,29,27,33,170,33,33,26,26,-190,210,-5,A,1531,6,L ,101.625,104.25,85.25,0.443375,65,0.457875,20.25,0.422375,22.625,0.784,83.625,0.445375,58.625,0.491,25,0.344875,27.5,0.80575,224,20151125,2016,MIL,SAC,1423.491712,1423.693373,0.639797517,0.360202483,118,129,Sacramento,40,29,27,33,170,33,33,26,26,-190,210,-5,A,1531,6,L ,,,,,,,,,,,,,,,,,,
221,221,20151125,2016,MIN,ATL,1379.552296,1553.936488,0.394558667,0.605441333,99,95,Atlanta,23,25,26,21,-155,27,23,20,29,135,207,3,H,1532,20,W ,96.25,103.125,82,0.432,67.75,0.449,14.25,0.337,25.125,0.821875,79.625,0.476375,54.75,0.53725,24.875,0.33475,24.375,0.78825,221,20151125,2016,MIN,ATL,1379.552296,1553.936488,0.394558667,0.605441333,99,95,Atlanta,23,25,26,21,-155,27,23,20,29,135,207,3,H,1532,20,W ,100.5,99.75,87.875,0.4335,59.5,0.482,28.375,0.336,18.625,0.807125,82.25,0.440875,56.875,0.4815,25.375,0.348125,23.875,0.788625
223,223,20151125,2016,OKC,BRK,1581.602083,1430.772447,0.809056542,0.190943458,110,99,Brooklyn,26,26,24,23,750,25,31,27,27,-1200,210.5,-12.5,H,1533,14,W ,104.5,100,86.875,0.45475,63.75,0.5105,23.125,0.306125,24.5,0.77425,84.375,0.449125,65.125,0.46775,19.25,0.385875,23.125,0.75125,223,20151125,2016,OKC,BRK,1581.602083,1430.772447,0.809056542,0.190943458,110,99,Brooklyn,26,26,24,23,750,25,31,27,27,-1200,210.5,-12.5,H,1533,14,W ,107.125,99,86.5,0.4795,59.625,0.531375,26.875,0.370125,19.375,0.76475,90.5,0.43775,73.875,0.46575,16.625,0.314875,18,0.811125
217,217,20151125,2016,ORL,NYK,1386.702419,1398.381734,0.624434777,0.375565223,100,91,NewYork,17,18,28,28,105,20,26,26,28,-125,195,-1.5,H,1534,4,W ,101.625,99.375,93.375,0.4055,67.5,0.43075,25.875,0.34775,22,0.7515,86.875,0.40775,63.125,0.451375,23.75,0.28825,27.375,0.7785,217,20151125,2016,ORL,NYK,1386.702419,1398.381734,0.624434777,0.375565223,100,91,NewYork,17,18,28,28,105,20,26,26,28,-125,195,-1.5,H,1534,4,W ,99.625,97,85.125,0.408375,62.5,0.45575,22.625,0.277875,31.375,0.7555,84.125,0.42225,61.25,0.436125,22.875,0.381875,21.875,0.789875
226,226,20151125,2016,PHO,NOP,1500.476983,1462.333588,0.688950488,0.311049512,114,120,NewOrleans,25,33,30,32,160,39,21,25,29,-180,211.5,-4,A,1535,17,L ,109.25,99.75,88.125,0.463625,62.125,0.49225,26,0.392125,23.75,0.72725,84.125,0.457,60.125,0.488125,24,0.386625,21.375,0.71525,226,20151125,2016,PHO,NOP,1500.476983,1462.333588,0.688950488,0.311049512,114,120,NewOrleans,25,33,30,32,160,39,21,25,29,-180,211.5,-4,A,1535,17,L ,106.875,97,87.5,0.45875,63.25,0.4975,24.25,0.360375,22.5,0.80625,84,0.43825,58.25,0.4785,25.75,0.345625,19.375,0.7735
225,225,20151125,2016,SAS,DAL,1682.728906,1551.624743,0.790897283,0.209102717,88,83,Dallas,18,21,21,23,450,24,22,17,25,-600,197,-9.5,H,1536,0,W ,98.5,84.875,82.75,0.464375,61.625,0.49725,21.125,0.378,18.125,0.758875,79.375,0.4225,61.75,0.453125,17.625,0.30575,15.875,0.8045,225,20151125,2016,SAS,DAL,1682.728906,1551.624743,0.790897283,0.209102717,88,83,Dallas,18,21,21,23,450,24,22,17,25,-600,197,-9.5,H,1536,0,W ,101.75,101.125,85.75,0.433125,58.25,0.487375,27.5,0.31825,24.5,0.751,81.875,0.453125,57.25,0.50425,24.625,0.3335,24.5,0.764875
219,219,20151125,2016,TOR,CLE,1551.308569,1671.349998,0.471190013,0.528809987,103,99,Cleveland,25,24,31,19,-150,25,24,33,21,130,200.5,3,H,1537,16,W ,,,,,,,,,,,,,,,,,,,219,20151125,2016,TOR,CLE,1551.308569,1671.349998,0.471190013,0.528809987,103,99,Cleveland,25,24,31,19,-150,25,24,33,21,130,200.5,3,H,1537,16,W ,,,,,,,,,,,,,,,,,,
231,231,20151127,2016,BOS,WAS,1535.407531,1485.121816,0.703728032,0.296271968,111,78,Washington,18,18,20,22,130,29,25,25,32,-150,209,-3,H,1538,0,W ,102.375,93.375,92.75,0.426,63.625,0.481875,29.125,0.30425,19,0.78325,81.75,0.424875,61.125,0.463125,20.625,0.318,24.375,0.739625,231,20151127,2016,BOS,WAS,1535.407531,1485.121816,0.703728032,0.296271968,111,78,Washington,18,18,20,22,130,29,25,25,32,-150,209,-3,H,1538,0,W ,,,,,,,,,,,,,,,,,,
228,228,20151127,2016,CHO,CLE,1489.664666,1664.55223,0.393866683,0.606133317,90,95,Cleveland,23,27,22,23,-180,22,30,24,14,160,203,4,A,1539,13,L ,109.75,99.375,85,0.474,59.125,0.523125,25.875,0.373125,24.25,0.823375,88.375,0.441875,63.25,0.492625,25.125,0.303375,17.375,0.719625,228,20151127,2016,CHO,CLE,1489.664666,1664.55223,0.393866683,0.606133317,90,95,Cleveland,23,27,22,23,-180,22,30,24,14,160,203,4,A,1539,13,L ,95.25,99.5,84.75,0.420375,63.125,0.459875,21.625,0.30825,23.625,0.72625,83.875,0.446875,54.75,0.49475,29.125,0.355,21.625,0.671125
236,236,20151127,2016,DEN,SAS,1438.499129,1685.212752,0.300577051,0.699422949,80,91,SanAntonio,16,30,24,21,-340,16,26,17,21,280,194.5,7.5,A,1540,3,L ,98.5,104.25,80,0.443125,59.125,0.487375,20.875,0.31825,28.125,0.7505,81.75,0.47175,56.5,0.4925,25.25,0.425625,22.875,0.7435,236,20151127,2016,DEN,SAS,1438.499129,1685.212752,0.300577051,0.699422949,80,91,SanAntonio,16,30,24,21,-340,16,26,17,21,280,194.5,7.5,A,1540,3,L ,94.75,99.25,87.125,0.42425,66.25,0.452125,20.875,0.34025,17.875,0.787125,83,0.4805,64.75,0.517875,18.25,0.355375,16.75,0.7845
232,232,20151127,2016,HOU,PHI,1487.174356,1254.650267,0.871486064,0.128513936,116,114,Philadelphia,19,30,31,34,550,30,26,35,25,-800,199,-11,H,1541,4,W ,103.625,108.375,84,0.429375,51.5,0.487,32.5,0.344875,28.5,0.7145,87.75,0.460375,61.875,0.504125,25.875,0.35475,23.25,0.7885,232,20151127,2016,HOU,PHI,1487.174356,1254.650267,0.871486064,0.128513936,116,114,Philadelphia,19,30,31,34,550,30,26,35,25,-800,199,-11,H,1541,4,W ,101.375,92.25,82.75,0.44425,61.375,0.4695,21.375,0.36075,25.875,0.793125,81.5,0.41475,55,0.449375,26.5,0.345375,21,0.740125
235,235,20151127,2016,IND,CHI,1554.07132,1572.157008,0.615747404,0.384252596,104,92,Chicago,18,24,21,29,155,30,21,21,32,-175,199.5,-4,H,1542,1,W ,100,94.875,82.5,0.446125,58.375,0.476875,24.125,0.36775,24.375,0.701125,83.25,0.43625,61.5,0.46425,21.75,0.35975,18.875,0.7735,235,20151127,2016,IND,CHI,1554.07132,1572.157008,0.615747404,0.384252596,104,92,Chicago,18,24,21,29,155,30,21,21,32,-175,199.5,-4,H,1542,1,W ,101.375,100.875,91.625,0.41725,67.75,0.460875,23.875,0.277875,25.375,0.7215,87.125,0.435375,63.375,0.4445,23.75,0.411125,19.625,0.76225
239,239,20151127,2016,LAC,NOP,1582.834815,1474.312351,0.76858736,0.23141264,111,90,NewOrleans,18,24,30,18,240,28,35,27,21,-280,212.5,-6.5,H,1543,2,W ,100.125,100,79.5,0.461875,57.25,0.522125,22.25,0.311125,25.25,0.759375,82.5,0.43175,60.25,0.4735,22.25,0.311,28.625,0.776625,239,20151127,2016,LAC,NOP,1582.834815,1474.312351,0.76858736,0.23141264,111,90,NewOrleans,18,24,30,18,240,28,35,27,21,-280,212.5,-6.5,H,1543,2,W ,106.875,96.375,85.875,0.465625,63,0.501375,22.875,0.368875,23.5,0.792625,85.375,0.43075,59.375,0.47175,26,0.33525,18.875,0.777875
233,233,20151127,2016,MEM,ATL,1583.46949,1545.793874,0.688373144,0.311626856,101,116,Atlanta,29,24,32,31,135,36,22,24,19,-155,196,-3,A,1544,7,L ,98.875,100.875,81.625,0.409125,61.375,0.426625,20.25,0.357875,28.625,0.850875,76.75,0.4585,49.625,0.51875,27.125,0.344625,27.375,0.754625,233,20151127,2016,MEM,ATL,1583.46949,1545.793874,0.688373144,0.311626856,101,116,Atlanta,29,24,32,31,135,36,22,24,19,-155,196,-3,A,1544,7,L ,100.5,100.25,86.25,0.437125,57.75,0.477,28.5,0.360125,18.625,0.807125,81.25,0.436,54,0.486625,27.25,0.340875,25.125,0.81325
230,230,20151127,2016,NYK,MIA,1391.552863,1483.423606,0.511696807,0.488303193,78,97,Miami,26,24,24,23,-125,27,22,14,15,105,187,1.5,A,1545,15,L ,91.875,96,86,0.3935,64.5,0.43175,21.5,0.2855,21.875,0.820625,80.5,0.44525,60,0.49425,20.5,0.30425,24.75,0.739625,230,20151127,2016,NYK,MIA,1391.552863,1483.423606,0.511696807,0.488303193,78,97,Miami,26,24,24,23,-125,27,22,14,15,105,187,1.5,A,1545,15,L ,,,,,,,,,,,,,,,,,,
234,234,20151127,2016,OKC,DET,1585.104393,1500.174894,0.743557145,0.256442855,103,87,Detroit,31,24,16,16,310,29,19,28,27,-370,207.5,-8,H,1546,8,W ,105.125,98,86.5,0.45375,63.25,0.513,23.25,0.299125,26,0.772875,85.75,0.439875,64.625,0.459,21.125,0.38,20.75,0.748625,234,20151127,2016,OKC,DET,1585.104393,1500.174894,0.743557145,0.256442855,103,87,Detroit,31,24,16,16,310,29,19,28,27,-370,207.5,-8,H,1546,8,W ,101.125,94.875,79.25,0.476,60.5,0.499875,18.75,0.424125,23.5,0.76575,88.5,0.412375,61,0.474,27.5,0.2775,20.5,0.703
229,229,20151127,2016,ORL,MIL,1393.53129,1408.179084,0.620418941,0.379581059,114,90,Milwaukee,22,21,22,25,145,22,27,37,28,-165,199,-3.5,H,1547,3,W ,105,99.625,91.125,0.42475,65.125,0.44725,26,0.37925,23.25,0.759,85.625,0.411,62.125,0.45325,23.5,0.2955,27,0.817125,229,20151127,2016,ORL,MIL,1393.53129,1408.179084,0.620418941,0.379581059,114,90,Milwaukee,22,21,22,25,145,22,27,37,28,-165,199,-3.5,H,1547,3,W ,108,94.125,80.375,0.493125,56,0.53275,24.375,0.400375,26.25,0.725625,75,0.46325,56.25,0.4995,18.75,0.347,22.375,0.80775
237,237,20151127,2016,PHO,GSW,1488.498219,1809.476261,0.21890621,0.78109379,116,135,GoldenState,44,31,28,32,-430,27,30,24,35,360,216.5,8.5,A,1548,0,L ,110,105.125,89.25,0.469,62.25,0.495,27,0.4125,21.375,0.719,83.5,0.478625,57.75,0.5075,25.75,0.412125,22.875,0.70125,237,20151127,2016,PHO,GSW,1488.498219,1809.476261,0.21890621,0.78109379,116,135,GoldenState,44,31,28,32,-430,27,30,24,35,360,216.5,8.5,A,1548,0,L ,105.5,119.375,86.5,0.439875,66.75,0.474625,19.75,0.31625,28.625,0.771375,84.5,0.507375,52.375,0.53725,32.125,0.45775,25.125,0.770625
238,238,20151127,2016,SAC,MIN,1439.006001,1387.69491,0.7049572,0.2950428,91,101,Minnesota,29,24,22,26,130,28,19,21,23,-150,217.5,-3,A,1549,8,L ,98.875,103.875,83.5,0.441625,61.5,0.4635,22,0.386125,24.125,0.708625,85.75,0.4605,57.375,0.526125,28.375,0.317375,19.875,0.79875,238,20151127,2016,SAC,MIN,1439.006001,1387.69491,0.7049572,0.2950428,91,101,Minnesota,29,24,22,26,130,28,19,21,23,-150,217.5,-3,A,1549,8,L ,97.75,104.25,90.625,0.412125,63.875,0.452125,26.75,0.328625,21.75,0.694375,84,0.4555,65.75,0.498,18.25,0.307375,28,0.820625
241,241,20151128,2016,CLE,BRK,1669.782462,1427.270137,0.877789241,0.122210759,90,88,Brooklyn,24,26,18,20,425,17,27,25,21,-550,200,-9,H,1550,13,W ,106.75,98.375,81.5,0.480625,54.5,0.52325,27,0.389875,25,0.714125,82,0.453375,61.75,0.47375,20.25,0.37675,21.625,0.758125,241,20151128,2016,CLE,BRK,1669.782462,1427.270137,0.877789241,0.122210759,90,88,Brooklyn,24,26,18,20,425,17,27,25,21,-550,200,-9,H,1550,13,W ,105.75,99.125,87.875,0.468875,60.375,0.518375,27.5,0.36625,18.5,0.746625,90.25,0.434375,74.125,0.459875,16.125,0.3145,19.375,0.80875
242,242,20151128,2016,DAL,DEN,1549.140896,1432.57493,0.7767201,0.2232799,92,81,Denver,25,27,5,24,360,22,26,25,19,-430,205,-8.5,H,1551,3,W ,,,,,,,,,,,,,,,,,,,242,20151128,2016,DAL,DEN,1549.140896,1432.57493,0.7767201,0.2232799,92,81,Denver,25,27,5,24,360,22,26,25,19,-430,205,-8.5,H,1551,3,W ,104.25,99.625,85.25,0.454125,58.5,0.495125,26.75,0.37125,23,0.736875,88,0.435,62.75,0.46875,25.25,0.35425,18.25,0.80575
246,246,20151128,2016,GSW,SAC,1815.357499,1422.359559,0.944691106,0.055308894,120,101,Sacramento,29,17,25,30,1500,30,26,36,28,-5000,219.5,-16.5,H,1552,3,W ,112.375,98.5,87.125,0.484875,57,0.523875,30.125,0.421,21.125,0.7415,89.125,0.428875,68,0.47,21.125,0.28975,21,0.764625,246,20151128,2016,GSW,SAC,1815.357499,1422.359559,0.944691106,0.055308894,120,101,Sacramento,29,17,25,30,1500,30,26,36,28,-5000,219.5,-16.5,H,1552,3,W ,113.375,107.625,86.875,0.479,60,0.5205,26.875,0.3735,27.125,0.747,89.625,0.4625,67.125,0.490125,22.5,0.383625,21.75,0.7315
245,245,20151128,2016,POR,LAL,1511.963652,1307.779065,0.85208232,0.14791768,108,96,LALakers,21,25,30,20,350,34,26,24,24,-420,201,-8.5,H,1553,1,W ,102.375,100.5,84.25,0.458375,57.25,0.506875,27,0.363,22.5,0.6955,86.75,0.451,62.375,0.48875,24.375,0.35575,19.625,0.7055,245,20151128,2016,POR,LAL,1511.963652,1307.779065,0.85208232,0.14791768,108,96,LALakers,21,25,30,20,350,34,26,24,24,-420,201,-8.5,H,1553,1,W ,103.5,92.75,88.25,0.437625,61.25,0.486375,27,0.32175,22.875,0.7385,82.25,0.420625,59.125,0.45225,23.125,0.335625,21.25,0.76675
243,243,20151128,2016,SAS,ATL,1691.136951,1566.623871,0.784553336,0.215446664,108,88,Atlanta,25,12,22,29,270,23,31,26,28,-330,193,-7,H,1554,2,W ,99.25,86.5,82.625,0.465125,62.125,0.49375,20.5,0.393,19,0.752625,80.625,0.42525,61.75,0.463375,18.875,0.2955,15.625,0.81475,243,20151128,2016,SAS,ATL,1691.136951,1566.623871,0.784553336,0.215446664,108,88,Atlanta,25,12,22,29,270,23,31,26,28,-330,193,-7,H,1554,2,W ,102.5,99.5,86.125,0.4495,60.125,0.488125,26,0.379,19.25,0.80925,81.125,0.436625,54.25,0.486625,26.875,0.339625,25,0.774
244,244,20151128,2016,UTA,NOP,1545.804583,1467.589992,0.736117467,0.263882533,101,87,NewOrleans,16,23,21,27,200,23,25,28,25,-240,196.5,-5.5,H,1555,0,W ,,,,,,,,,,,,,,,,,,,244,20151128,2016,UTA,NOP,1545.804583,1467.589992,0.736117467,0.263882533,101,87,NewOrleans,16,23,21,27,200,23,25,28,25,-240,196.5,-5.5,H,1555,0,W ,105.5,95.5,85.125,0.461,64,0.486625,21.125,0.3845,24.375,0.78075,82.625,0.43375,58.625,0.475625,24,0.330375,20.375,0.8015
240,240,20151128,2016,WAS,TOR,1472.722588,1558.106337,0.521022075,0.478977925,82,84,Toronto,16,23,23,22,-165,23,22,23,14,145,200.5,3.5,A,1556,5,L ,,,,,,,,,,,,,,,,,,,240,20151128,2016,WAS,TOR,1472.722588,1558.106337,0.521022075,0.478977925,82,84,Toronto,16,23,23,22,-165,23,22,23,14,145,200.5,3.5,A,1556,5,L ,95.875,96.5,78.875,0.449375,53.25,0.50625,25.625,0.34425,22.375,0.73075,79.25,0.43075,56.75,0.458375,22.5,0.331375,24.125,0.820125
250,250,20151129,2016,BRK,DET,1426.343134,1493.893708,0.546563166,0.453436834,87,83,Detroit,22,19,26,16,-200,18,17,24,28,175,194,5,H,1557,10,W ,,,,,,,,,,,,,,,,,,,250,20151129,2016,BRK,DET,1426.343134,1493.893708,0.546563166,0.453436834,87,83,Detroit,22,19,26,16,-200,18,17,24,28,175,194,5,H,1557,10,W ,99.125,90.25,79.875,0.462625,62.75,0.477625,17.125,0.42075,23.25,0.784,89.125,0.39325,62.375,0.451375,26.75,0.262875,20.375,0.671375
247,247,20151129,2016,CHO,MIL,1484.434434,1394.94547,0.748529732,0.251470268,87,82,Milwaukee,28,9,22,23,240,22,23,20,22,-280,201.5,-6.5,H,1558,9,W ,104.375,96.5,82.375,0.45775,55.5,0.501,26.875,0.3575,24.125,0.806,87.375,0.431,62.5,0.488,24.875,0.28075,18.125,0.744125,247,20151129,2016,CHO,MIL,1484.434434,1394.94547,0.748529732,0.251470268,87,82,Milwaukee,28,9,22,23,240,22,23,20,22,-280,201.5,-6.5,H,1558,9,W ,105.625,93.5,77.875,0.484375,52.75,0.5135,25.125,0.405875,26.5,0.746625,76.625,0.461,56.75,0.497375,19.875,0.349875,21.125,0.754125
248,248,20151129,2016,LAC,MIN,1589.557174,1404.341352,0.83778437,0.16221563,107,99,Minnesota,19,18,24,38,475,23,25,23,36,-650,206,-10,H,1559,1,W ,100.75,100.375,78.75,0.46975,57,0.529375,21.75,0.318125,26.5,0.730125,80.5,0.44225,60,0.47875,20.5,0.336,28.625,0.788625,248,20151129,2016,LAC,MIN,1589.557174,1404.341352,0.83778437,0.16221563,107,99,Minnesota,19,18,24,38,475,23,25,23,36,-650,206,-10,H,1559,1,W ,97.25,102.625,88.75,0.4285,63.5,0.46725,25.25,0.341,21.5,0.659625,83.875,0.454625,66.125,0.487375,17.75,0.338625,26,0.817125
