,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
565,565,2016110,2016,PHI,CLE,1239.110146,1665.682139,0.132400417,0.867599583,85,95,Cleveland,26,22,27,20,-7000,20,27,22,16,1700,206,16.5,A,1875,6,L ,92.125,108.125,78.5,0.462,58.25,0.518875,20.25,0.314,22.375,0.581,83.625,0.503125,63.875,0.54875,19.75,0.3455,23.25,0.765625,565,2016110,2016,PHI,CLE,1239.110146,1665.682139,0.132400417,0.867599583,85,95,Cleveland,26,22,27,20,-7000,20,27,22,16,1700,206,16.5,A,1875,6,L ,94.25,97.875,81.75,0.441125,59.375,0.46475,22.375,0.37125,20.375,0.704375,83.375,0.4385,54,0.4915,29.375,0.330375,21,0.726
569,569,2016110,2016,POR,OKC,1482.506917,1632.707502,0.428254137,0.571745863,115,110,OklahomaCity,27,19,39,25,-380,26,26,28,35,320,215,8,H,1876,11,W ,103.625,103.75,87.5,0.434,57.75,0.469125,29.75,0.3585,23.25,0.727,82.25,0.456875,57.875,0.4715,24.375,0.408125,23.625,0.782625,569,2016110,2016,POR,OKC,1482.506917,1632.707502,0.428254137,0.571745863,115,110,OklahomaCity,27,19,39,25,-380,26,26,28,35,320,215,8,H,1876,11,W ,98,109.375,86.375,0.421,60.125,0.45875,26.25,0.320375,21,0.779,82.625,0.493125,62.625,0.5335,20,0.3515,25.375,0.807375
571,571,2016111,2016,BRK,SAS,1358.651388,1757.62983,0.151734903,0.848265097,79,106,SanAntonio,22,23,32,29,-2500,20,18,18,23,1100,194.5,14.5,A,1877,2,L ,90.125,102.125,83.25,0.4365,64.375,0.479625,18.875,0.29,17,0.64675,82.25,0.4845,60,0.528375,22.25,0.34225,18.375,0.783625,571,2016111,2016,BRK,SAS,1358.651388,1757.62983,0.151734903,0.848265097,79,106,SanAntonio,22,23,32,29,-2500,20,18,18,23,1100,194.5,14.5,A,1877,2,L ,84.25,105,74.375,0.432125,59,0.479375,15.375,0.248,22.25,0.766625,81,0.50975,62.125,0.543625,18.875,0.390625,18.75,0.804375
572,572,2016111,2016,CHI,WAS,1559.804679,1467.905392,0.751132436,0.248867564,100,114,Washington,28,34,21,31,375,25,23,26,26,-450,208,-8.5,A,1878,4,L ,109.75,105.25,91.375,0.451,70.625,0.474375,20.75,0.374125,24.625,0.79775,98.25,0.423,76.375,0.455375,21.875,0.31375,21.375,0.73375,572,2016111,2016,CHI,WAS,1559.804679,1467.905392,0.751132436,0.248867564,100,114,Washington,28,34,21,31,375,25,23,26,26,-450,208,-8.5,A,1878,4,L ,104.125,103.75,81.875,0.471625,60.125,0.48525,21.75,0.41975,23.25,0.756125,85.125,0.475625,61.25,0.4985,23.875,0.40625,17.5,0.75575
573,573,2016111,2016,GSW,MIA,1805.931307,1513.470664,0.90543988,0.09456012,111,103,Miami,25,29,23,26,1000,27,29,24,31,-2000,209.5,-14.5,H,1879,7,W ,112,99.75,85.5,0.482875,57.25,0.526125,28.25,0.38275,23.75,0.791,91.75,0.417875,67.875,0.463125,23.875,0.281625,21.375,0.796,573,2016111,2016,GSW,MIA,1805.931307,1513.470664,0.90543988,0.09456012,111,103,Miami,25,29,23,26,1000,27,29,24,31,-2000,209.5,-14.5,H,1879,7,W ,95.625,98.5,84.875,0.456,62.375,0.515125,22.5,0.29625,17,0.723375,81.5,0.466375,60.875,0.494125,20.625,0.38925,19.375,0.758625
580,580,2016112,2016,DAL,CLE,1556.242828,1667.860897,0.483286485,0.516713515,107,110,Cleveland,22,25,20,28,-250,25,27,20,23,210,199.5,5.5,A,1880,13,L ,106.375,100.25,83.625,0.460375,55.75,0.4835,27.875,0.417625,22.5,0.79525,84.625,0.443125,61.625,0.4745,23,0.35025,20.875,0.812625,580,2016112,2016,DAL,CLE,1556.242828,1667.860897,0.483286485,0.516713515,107,110,Cleveland,22,25,20,28,-250,25,27,20,23,210,199.5,5.5,A,1880,13,L ,98,100.5,80.75,0.462625,58.875,0.49025,21.875,0.38525,21.375,0.6995,85.75,0.43225,53.75,0.482125,32,0.335125,21.75,0.715125
575,575,2016112,2016,DET,SAS,1527.121423,1762.591363,0.31435703,0.68564297,99,109,SanAntonio,24,29,28,28,-330,25,19,22,33,270,196.5,7,A,1881,5,L ,108.125,99.125,88.125,0.454875,62,0.489875,26.125,0.369,25.875,0.705625,85.75,0.462125,68.25,0.502625,17.5,0.331,18.375,0.79,575,2016112,2016,DET,SAS,1527.121423,1762.591363,0.31435703,0.68564297,99,109,SanAntonio,24,29,28,28,-330,25,19,22,33,270,196.5,7,A,1881,5,L ,86.25,105.75,75.75,0.4375,59.5,0.4835,16.25,0.265,22.375,0.743375,81.625,0.5075,63.25,0.5465,18.375,0.36575,19.875,0.816
574,574,2016112,2016,IND,PHO,1565.975903,1390.485211,0.830031694,0.169968306,116,97,Phoenix,19,23,34,21,700,25,27,28,36,-1100,204.5,-12,H,1882,8,W ,105.25,95.25,84.25,0.468125,58.125,0.512625,26.125,0.370875,22.875,0.72625,84.625,0.429,61.625,0.47825,23,0.3015,22.375,0.742125,574,2016112,2016,IND,PHO,1565.975903,1390.485211,0.830031694,0.169968306,116,97,Phoenix,19,23,34,21,700,25,27,28,36,-1100,204.5,-12,H,1882,8,W ,114.875,95.5,81.25,0.518,57.125,0.56975,24.125,0.39225,28,0.756875,84.25,0.432125,60.5,0.482,23.75,0.3055,20.25,0.77625
581,581,2016112,2016,LAL,NOP,1315.513817,1454.400791,0.444269669,0.555730331,95,91,NewOrleans,22,19,30,20,-140,15,23,29,28,120,203.5,2,H,1883,5,W ,91.125,97.25,86,0.387,63.125,0.429875,22.875,0.274375,24.375,0.765125,86,0.443875,63.125,0.49475,22.875,0.2905,18.5,0.750125,581,2016112,2016,LAL,NOP,1315.513817,1454.400791,0.444269669,0.555730331,95,91,NewOrleans,22,19,30,20,-140,15,23,29,28,120,203.5,2,H,1883,5,W ,103.5,100.75,84.5,0.4615,58.875,0.509125,25.625,0.347375,23.875,0.70675,83.625,0.44275,61.125,0.490875,22.5,0.31175,24.75,0.79625
578,578,2016112,2016,MEM,HOU,1524.620317,1527.362602,0.636420242,0.363579758,91,107,Houston,22,29,21,35,-140,24,20,25,22,120,196.5,2.5,A,1884,11,L ,100.125,97.125,80.75,0.450375,63.625,0.47,17.125,0.375625,26.125,0.821125,82,0.420125,54.125,0.45175,27.875,0.34225,24.25,0.742875,578,2016112,2016,MEM,HOU,1524.620317,1527.362602,0.636420242,0.363579758,91,107,Houston,22,29,21,35,-140,24,20,25,22,120,196.5,2.5,A,1884,11,L ,103.125,103,79.125,0.4825,56.125,0.508,23,0.413875,22.375,0.760375,80.375,0.454,48.5,0.485875,31.875,0.398375,24.25,0.735625
577,577,2016112,2016,MIL,CHI,1414.759212,1536.978806,0.468066957,0.531933043,106,101,Chicago,29,22,26,24,-155,20,26,28,32,135,203,3,H,1885,3,W ,99.5,102.75,83.625,0.474125,71.5,0.496125,12.125,0.3385,22,0.735375,84.5,0.45125,55.75,0.501625,28.75,0.359125,23.375,0.714125,577,2016112,2016,MIL,CHI,1414.759212,1536.978806,0.468066957,0.531933043,106,101,Chicago,29,22,26,24,-155,20,26,28,32,135,203,3,H,1885,3,W ,108.625,102.5,90.375,0.452875,65.875,0.49475,24.5,0.319375,24.25,0.7725,87.125,0.43775,65.25,0.458375,21.875,0.368625,23.25,0.79925
579,579,2016112,2016,MIN,OKC,1329.724513,1624.323621,0.245973721,0.754026279,96,101,OklahomaCity,32,28,20,21,-800,21,27,18,30,550,209,11,A,1886,2,L ,88.25,97.75,77.5,0.430875,64.125,0.45025,13.375,0.337125,23.125,0.73825,80,0.454375,55.75,0.4895,24.25,0.388625,20.125,0.782375,579,2016112,2016,MIN,OKC,1329.724513,1624.323621,0.245973721,0.754026279,96,101,OklahomaCity,32,28,20,21,-800,21,27,18,30,550,209,11,A,1886,2,L ,99,106.375,86.375,0.425625,59.625,0.46025,26.75,0.34225,21.125,0.763375,82.625,0.481125,63.125,0.52075,19.5,0.340125,24.75,0.80675
576,576,2016112,2016,NYK,BOS,1446.941254,1527.622137,0.527773825,0.472226175,120,114,Boston,27,22,32,33,-125,36,23,26,35,105,200,1.5,H,1887,13,W ,106.125,99.875,82.375,0.495375,60.375,0.548125,22,0.356,19.75,0.8555,87.75,0.439625,64,0.48275,23.75,0.315125,19.375,0.79225,576,2016112,2016,NYK,BOS,1446.941254,1527.622137,0.527773825,0.472226175,120,114,Boston,27,22,32,33,-125,36,23,26,35,105,200,1.5,H,1887,13,W ,101.25,102.75,85.25,0.41625,60.875,0.455125,24.375,0.323375,28,0.828875,89.75,0.437375,64.875,0.497875,24.875,0.286125,21.625,0.80825
585,585,2016113,2016,BOS,IND,1520.430099,1570.379173,0.571534907,0.428465093,103,94,Indiana,24,25,27,18,142,28,29,21,25,-162,204.5,-3.5,H,1888,3,W ,103.125,100.375,87.125,0.442,61.375,0.481875,25.75,0.354125,24,0.703125,85.875,0.4335,66,0.49025,19.875,0.237125,27.25,0.789125,585,2016113,2016,BOS,IND,1520.430099,1570.379173,0.571534907,0.428465093,103,94,Indiana,24,25,27,18,142,28,29,21,25,-162,204.5,-3.5,H,1888,3,W ,97.625,97.125,85.125,0.4315,60.625,0.484625,24.5,0.301375,21.625,0.78675,87.375,0.430875,62.5,0.493625,24.875,0.28575,19.5,0.77375
584,584,2016113,2016,BRK,NYK,1353.689855,1454.133292,0.499361843,0.500638157,110,104,NewYork,20,31,24,29,-155,29,25,20,36,135,191.5,3.5,H,1889,14,W ,91.625,102.125,82.875,0.442875,63.875,0.47975,19,0.324875,17,0.65575,84.25,0.47425,61.875,0.513625,22.375,0.340375,18.25,0.776625,584,2016113,2016,BRK,NYK,1353.689855,1454.133292,0.499361843,0.500638157,110,104,NewYork,20,31,24,29,-155,29,25,20,36,135,191.5,3.5,H,1889,14,W ,102.125,95.25,86.125,0.455375,65,0.48675,21.125,0.364,20.25,0.79725,84,0.439125,65.625,0.473375,18.375,0.3165,19.5,0.835
582,582,2016113,2016,CHO,ATL,1464.22778,1551.700161,0.518020884,0.481979116,107,84,Atlanta,19,17,22,26,-145,20,25,35,27,125,206.5,3,H,1890,1,W ,101.375,100.5,83.25,0.413375,53.25,0.464,30,0.316125,27.875,0.828375,85.5,0.419875,58.125,0.46275,27.375,0.335125,25.875,0.784375,582,2016113,2016,CHO,ATL,1464.22778,1551.700161,0.518020884,0.481979116,107,84,Atlanta,19,17,22,26,-145,20,25,35,27,125,206.5,3,H,1890,1,W ,104,102.625,81.625,0.47125,59,0.50325,22.625,0.39375,25.375,0.73375,84.25,0.451375,56.875,0.508125,27.375,0.329,22.75,0.756375
588,588,2016113,2016,DEN,GSW,1412.9241,1807.238097,0.155223307,0.844776693,112,110,GoldenState,25,29,19,37,-570,32,23,28,29,440,215.5,9.5,H,1891,7,W ,107.125,108,85.875,0.445125,59.875,0.482875,26,0.3445,27.25,0.79475,83.875,0.467625,56.875,0.5125,27,0.36,26.125,0.75575,588,2016113,2016,DEN,GSW,1412.9241,1807.238097,0.155223307,0.844776693,112,110,GoldenState,25,29,19,37,-570,32,23,28,29,440,215.5,9.5,H,1891,7,W ,109.375,112.375,91.25,0.4375,65.875,0.465125,25.375,0.361125,25.875,0.7795,88.625,0.46875,60.375,0.49725,28.25,0.404875,24,0.750875
587,587,2016113,2016,HOU,MIN,1546.766697,1326.728856,0.863218833,0.136781167,107,104,Minnesota,24,26,27,27,300,23,34,24,26,-365,208,-7.5,H,1892,9,W ,104.875,101.5,76.25,0.474875,50.125,0.543625,26.125,0.3615,33.875,0.69825,85.75,0.44075,55.875,0.5025,29.875,0.33275,22.125,0.752375,587,2016113,2016,HOU,MIN,1546.766697,1326.728856,0.863218833,0.136781167,107,104,Minnesota,24,26,27,27,300,23,34,24,26,-365,208,-7.5,H,1892,9,W ,106.25,98.5,82.625,0.489375,58.375,0.553,24.25,0.33825,23.75,0.693875,82.25,0.46025,69,0.493375,13.25,0.281125,24.875,0.800125
591,591,2016113,2016,LAC,MIA,1644.118661,1512.163874,0.791705921,0.208294079,104,90,Miami,25,27,17,21,125,17,28,34,25,-145,197.5,-3,H,1893,2,W ,105.125,97.125,84.75,0.465625,57.75,0.511875,27,0.3755,23.375,0.73875,85.25,0.430125,63.625,0.4665,21.625,0.316875,22.75,0.741,591,2016113,2016,LAC,MIA,1644.118661,1512.163874,0.791705921,0.208294079,104,90,Miami,25,27,17,21,125,17,28,34,25,-145,197.5,-3,H,1893,2,W ,97.625,97.25,86.125,0.460125,64.625,0.506375,21.5,0.321,17.125,0.708375,79.125,0.465625,57.5,0.497375,21.625,0.381375,21.125,0.732125
586,586,2016113,2016,OKC,DAL,1627.319278,1550.888851,0.734117609,0.265882391,108,89,Dallas,20,22,22,25,799,30,35,18,25,-1299,207,-13,H,1894,2,W ,112.625,102.875,85.375,0.486875,62.875,0.516875,22.5,0.403125,27.25,0.76,89.375,0.439375,67.375,0.4705,22,0.374875,21.875,0.75475,586,2016113,2016,OKC,DAL,1627.319278,1550.888851,0.734117609,0.265882391,108,89,Dallas,20,22,22,25,799,30,35,18,25,-1299,207,-13,H,1894,2,W ,102,94.75,84.875,0.467,62.375,0.491875,22.5,0.399125,20.875,0.65525,85.25,0.426875,54,0.501375,31.25,0.2975,16.75,0.76325
589,589,2016113,2016,POR,UTA,1490.890798,1506.429972,0.619209804,0.380790196,99,85,Utah,19,18,25,23,145,18,25,34,22,-165,193.5,-3.5,H,1895,9,W ,102.25,100.375,87.375,0.43175,57,0.46125,30.375,0.375625,21.5,0.7155,82.375,0.442875,58.25,0.4525,24.125,0.407125,22.875,0.75625,589,2016113,2016,POR,UTA,1490.890798,1506.429972,0.619209804,0.380790196,99,85,Utah,19,18,25,23,145,18,25,34,22,-165,193.5,-3.5,H,1895,9,W ,102.25,88.375,81.5,0.479375,60.75,0.521,20.75,0.369,21.125,0.806375,79.375,0.424375,57.75,0.467,21.625,0.327,19.125,0.75175
590,590,2016113,2016,SAC,NOP,1465.556739,1447.145805,0.664101983,0.335898017,97,109,NewOrleans,28,31,31,19,210,19,25,21,32,-260,218,-6.5,A,1896,1,L ,109.75,109.125,83.25,0.494625,60.875,0.5525,22.375,0.328375,27.625,0.714875,87.125,0.4615,55.25,0.519625,31.875,0.361,23,0.765875,590,2016113,2016,SAC,NOP,1465.556739,1447.145805,0.664101983,0.335898017,97,109,NewOrleans,28,31,31,19,210,19,25,21,32,-260,218,-6.5,A,1896,1,L ,103.875,101.375,86.625,0.46275,60.625,0.514375,26,0.33625,22,0.688,87,0.437,63,0.481625,24,0.312875,22.625,0.782375
583,583,2016113,2016,WAS,MIL,1490.731265,1422.381529,0.724939868,0.275060132,106,101,Milwaukee,18,25,31,27,190,29,27,15,35,-230,207,-5.5,H,1897,6,W ,98.875,100.625,84.875,0.44425,59.25,0.468875,25.625,0.387875,18.625,0.780375,81,0.479375,61.5,0.533125,19.5,0.291875,22.25,0.77025,583,2016113,2016,WAS,MIL,1490.731265,1422.381529,0.724939868,0.275060132,106,101,Milwaukee,18,25,31,27,190,29,27,15,35,-230,207,-5.5,H,1897,6,W ,106.625,103.375,82.625,0.470125,60.625,0.50525,22,0.363625,25.25,0.814,83,0.485,68.875,0.5075,14.125,0.3605,25.25,0.702
597,597,2016114,2016,GSW,LAL,1796.560305,1322.768803,0.964531907,0.035468093,116,98,LALakers,23,26,23,26,2173,24,28,34,30,-5000,215.5,-18,H,1898,14,W ,110.5,99.125,85.25,0.48,56.875,0.527625,28.375,0.373375,22.875,0.8,91.625,0.417,67.625,0.465,24,0.275,22.125,0.75775,597,2016114,2016,GSW,LAL,1796.560305,1322.768803,0.964531907,0.035468093,116,98,LALakers,23,26,23,26,2173,24,28,34,30,-5000,215.5,-18,H,1898,14,W ,113.625,100.625,86.5,0.507125,61.625,0.5655,24.875,0.355375,23.5,0.7425,85.875,0.432,59.625,0.489875,26.25,0.304375,25,0.7435
595,595,2016114,2016,MEM,DET,1505.216223,1521.234891,0.618558766,0.381441234,103,101,Detroit,24,19,28,30,-130,21,27,31,24,110,192,2,H,1899,5,W ,100.625,94.375,80.25,0.46125,63.625,0.47625,16.625,0.40225,24.625,0.8265,81.25,0.421875,54,0.4565,27.25,0.340125,22.625,0.718625,595,2016114,2016,MEM,DET,1505.216223,1521.234891,0.618558766,0.381441234,103,101,Detroit,24,19,28,30,-130,21,27,31,24,110,192,2,H,1899,5,W ,104.625,103.125,87,0.45625,67.5,0.489875,19.5,0.3435,24.75,0.78325,89,0.440125,62.375,0.470375,26.625,0.35475,25.25,0.622125
592,592,2016114,2016,ORL,TOR,1453.213775,1577.28664,0.328666864,0.671333136,103,106,Toronto,31,30,16,19,-200,18,36,19,23,170,193.5,4.5,A,1900,3,L ,99.625,100,82.25,0.48725,62.5,0.5295,19.75,0.368125,16.375,0.746125,80.75,0.467625,58.25,0.513,22.5,0.3515,20.875,0.796875,592,2016114,2016,ORL,TOR,1453.213775,1577.28664,0.328666864,0.671333136,103,106,Toronto,31,30,16,19,-200,18,36,19,23,170,193.5,4.5,A,1900,3,L ,96.25,102.25,81.875,0.454875,60.125,0.472375,21.75,0.4195,16.75,0.75225,80.25,0.47575,59.5,0.522,20.75,0.3395,24.5,0.786125
593,593,2016114,2016,PHI,CHI,1236.931388,1529.356489,0.248302182,0.751697818,111,115,Chicago,22,24,31,27,-430,34,28,17,25,345,203.5,8.5,A,1901,15,L ,97.5,107.625,80.75,0.475125,60.125,0.521875,20.625,0.348625,22.25,0.603375,85.125,0.484125,64.625,0.525875,20.5,0.3515,24,0.7655,593,2016114,2016,PHI,CHI,1236.931388,1529.356489,0.248302182,0.751697818,111,115,Chicago,22,24,31,27,-430,34,28,17,25,345,203.5,8.5,A,1901,15,L ,109.5,105.375,91.125,0.45625,66.75,0.490125,24.375,0.339125,23.125,0.771375,86.625,0.4525,65.875,0.4785,20.75,0.36725,24.625,0.797875
594,594,2016114,2016,SAS,CLE,1768.477895,1673.214874,0.754734421,0.245265579,99,95,Cleveland,32,18,23,22,225,20,24,28,27,-275,195,-6,H,1902,7,W ,107.875,93.375,83.25,0.513125,66.25,0.543875,17,0.412,19.75,0.8225,83.125,0.448,64,0.47525,19.125,0.351125,17.75,0.7205,594,2016114,2016,SAS,CLE,1768.477895,1673.214874,0.754734421,0.245265579,99,95,Cleveland,32,18,23,22,225,20,24,28,27,-275,195,-6,H,1902,7,W ,99.25,102,81.375,0.468625,59.625,0.4965,21.75,0.38725,20.75,0.709125,84.125,0.450625,52.625,0.4965,31.5,0.362375,20,0.727375
596,596,2016114,2016,UTA,SAC,1497.254724,1448.484213,0.701906268,0.298093732,101,103,Sacramento,26,30,26,21,125,12,33,26,30,-145,200,-2.5,A,1903,4,L ,100,93.875,78.375,0.444875,50.75,0.4965,27.625,0.353375,27,0.758875,78.375,0.438375,55.75,0.45975,22.625,0.382125,23.125,0.717,596,2016114,2016,UTA,SAC,1497.254724,1448.484213,0.701906268,0.298093732,101,103,Sacramento,26,30,26,21,125,12,33,26,30,-145,200,-2.5,A,1903,4,L ,108.75,106,88.5,0.455875,58.125,0.4895,30.375,0.4035,21.875,0.756875,88,0.453625,65.625,0.485625,22.375,0.3625,25.875,0.71925
600,600,2016115,2016,BOS,PHO,1528.450181,1386.081942,0.801418508,0.198581492,117,103,Phoenix,29,18,31,25,400,36,32,28,21,-500,209.5,-9.5,H,1904,0,W ,105.125,99.625,89.5,0.4415,62.875,0.479375,26.625,0.358125,23.75,0.69225,86,0.424375,65.25,0.472625,20.75,0.258375,27.125,0.792625,600,2016115,2016,BOS,PHO,1528.450181,1386.081942,0.801418508,0.198581492,117,103,Phoenix,29,18,31,25,400,36,32,28,21,-500,209.5,-9.5,H,1904,0,W ,116.5,96.625,83.625,0.511,59.75,0.5505,23.875,0.40375,29,0.7435,85.375,0.429625,61.375,0.477875,24,0.30675,20.375,0.790875
601,601,2016115,2016,BRK,POR,1361.4352,1500.066046,0.444633718,0.555366282,104,116,Portland,22,34,27,33,-165,23,26,30,25,146,205,4,A,1905,8,L ,94,104.125,83.75,0.4475,65,0.477375,18.75,0.34775,18,0.645,85.875,0.478,60.625,0.51825,25.25,0.36275,16.625,0.74675,601,2016115,2016,BRK,POR,1361.4352,1500.066046,0.444633718,0.555366282,104,116,Portland,22,34,27,33,-165,23,26,30,25,146,205,4,A,1905,8,L ,106.5,101.375,81,0.470875,56.5,0.510875,24.5,0.369125,28.25,0.74825,83.75,0.45275,53.125,0.5085,30.625,0.349375,20.875,0.716375
604,604,2016115,2016,CHI,DAL,1532.078216,1543.522442,0.62475209,0.37524791,77,83,Dallas,18,18,23,24,-105,22,24,15,16,-115,201,0,A,1906,13,L ,101.375,97.25,87.125,0.443875,66.75,0.471125,20.375,0.358875,21,0.795375,92.375,0.41525,71.375,0.44225,21,0.32475,17.75,0.770625,604,2016115,2016,CHI,DAL,1532.078216,1543.522442,0.62475209,0.37524791,77,83,Dallas,18,18,23,24,-105,22,24,15,16,-115,201,0,A,1906,13,L ,98.25,95,84.5,0.451625,63.25,0.479375,21.25,0.364875,20.625,0.690125,83.625,0.42975,53.75,0.4965,29.875,0.31275,17.625,0.786
605,605,2016115,2016,DEN,MIA,1423.601892,1507.644483,0.522948423,0.477051577,95,98,Miami,20,26,30,22,-125,31,31,16,17,105,189,1.5,A,1907,6,L ,105.125,106.75,84.875,0.441125,60.125,0.47875,24.75,0.337,26.375,0.824125,83.125,0.47475,57,0.52075,26.125,0.355625,24.875,0.740125,605,2016115,2016,DEN,MIA,1423.601892,1507.644483,0.522948423,0.477051577,95,98,Miami,20,26,30,22,-125,31,31,16,17,105,189,1.5,A,1907,6,L ,97.25,96.5,84.75,0.452375,63,0.495375,21.75,0.331375,18.625,0.739375,79.875,0.46075,59.375,0.48625,20.5,0.381375,20.5,0.73575
606,606,2016115,2016,HOU,CLE,1547.984328,1670.531712,0.467597183,0.532402817,77,91,Cleveland,23,23,22,23,-135,21,14,16,26,115,204.5,2,A,1908,1,L ,101.125,100.75,76,0.462875,49.875,0.530875,26.125,0.3515,31.375,0.701,85.875,0.44025,56.375,0.505125,29.5,0.32525,21.375,0.75625,606,2016115,2016,HOU,CLE,1547.984328,1670.531712,0.467597183,0.532402817,77,91,Cleveland,23,23,22,23,-135,21,14,16,26,115,204.5,2,A,1908,1,L ,95.75,103.875,79.5,0.454875,57.375,0.48775,22.125,0.366125,22,0.698875,85.375,0.454,53.375,0.51275,32,0.346625,21,0.733875
599,599,2016115,2016,IND,WAS,1562.35909,1494.143155,0.72478626,0.27521374,104,118,Washington,24,35,29,30,270,27,19,26,32,-335,209.5,-7,A,1909,4,L ,105,98.75,83.5,0.467875,58,0.521625,25.5,0.336,24.875,0.7145,87,0.448125,64.375,0.500125,22.625,0.311875,20.375,0.698875,599,2016115,2016,IND,WAS,1562.35909,1494.143155,0.72478626,0.27521374,104,118,Washington,24,35,29,30,270,27,19,26,32,-335,209.5,-7,A,1909,4,L ,103.75,105.375,82,0.46925,61.5,0.4995,20.5,0.367625,25,0.7635,87.375,0.478125,63.75,0.501,23.625,0.40575,16.125,0.740875
603,603,2016115,2016,MIL,ATL,1418.969639,1534.455893,0.477728236,0.522271764,108,101,Atlanta,28,23,25,19,-200,22,24,27,22,170,206,4.5,H,1910,5,W ,101.75,104.375,86.5,0.474875,74.75,0.49575,11.75,0.3375,22.5,0.721375,86.375,0.4565,58,0.50225,28.375,0.366375,21.875,0.741875,603,2016115,2016,MIL,ATL,1418.969639,1534.455893,0.477728236,0.522271764,108,101,Atlanta,28,23,25,19,-200,22,24,27,22,170,206,4.5,H,1910,5,W ,104.125,103.5,83.625,0.462375,61.875,0.4975,21.75,0.365125,26.75,0.722125,87,0.449,59.375,0.506375,27.625,0.321875,20.625,0.80525
602,602,2016115,2016,NOP,CHO,1464.218331,1481.472048,0.616879914,0.383120086,109,107,Charlotte,34,15,32,26,140,32,25,27,25,-160,202,-3.5,H,1911,14,W ,100,100.75,84.125,0.44625,58.375,0.4685,25.75,0.391125,19.125,0.787,85.5,0.442375,56.25,0.489375,29.25,0.345,20.125,0.7585,602,2016115,2016,NOP,CHO,1464.218331,1481.472048,0.616879914,0.383120086,109,107,Charlotte,34,15,32,26,140,32,25,27,25,-160,202,-3.5,H,1911,14,W ,104.75,96.875,83.375,0.46525,54.25,0.492375,29.125,0.41475,18.375,0.85775,85.875,0.408125,54.75,0.450125,31.125,0.334,20.125,0.807125
598,598,2016115,2016,OKC,MIN,1634.685688,1325.511224,0.913362299,0.086637701,113,93,Minnesota,17,26,22,28,850,31,26,25,31,-1450,209.5,-13,H,1912,0,W ,112,104.75,86,0.484375,63,0.52525,23,0.371,26.875,0.7545,89.25,0.44575,69.25,0.47275,20,0.39125,22.625,0.79,598,2016115,2016,OKC,MIN,1634.685688,1325.511224,0.913362299,0.086637701,113,93,Minnesota,17,26,22,28,850,31,26,25,31,-1450,209.5,-13,H,1912,0,W ,107,97.375,83.125,0.501,58.625,0.575875,24.5,0.31775,22.75,0.66925,80.25,0.45825,68.125,0.483625,12.125,0.3095,26,0.783875
611,611,2016116,2016,ATL,BRK,1525.55816,1351.397698,0.828948661,0.171051339,114,86,Brooklyn,23,25,20,18,470,27,28,29,30,-620,206.5,-10,H,1913,1,W ,110,99.875,84.5,0.501125,57,0.57875,27.5,0.34075,20.375,0.79925,82.5,0.4615,61.625,0.50725,20.875,0.3375,23.125,0.741125,611,2016116,2016,ATL,BRK,1525.55816,1351.397698,0.828948661,0.171051339,114,86,Brooklyn,23,25,20,18,470,27,28,29,30,-620,206.5,-10,H,1913,1,W ,104.125,96.5,86.25,0.4535,58.875,0.51725,27.375,0.32425,22.125,0.766375,86.125,0.43425,69,0.456625,17.125,0.35225,19.375,0.82125
607,607,2016116,2016,CHO,MIL,1477.999548,1427.867372,0.703543722,0.296456278,92,105,Milwaukee,19,33,32,21,190,29,19,25,19,-230,196.5,-5.5,A,1914,3,L ,101.25,101.375,83.125,0.409625,53,0.463875,30.125,0.308125,29.375,0.8,82.5,0.4355,56.75,0.479,25.75,0.34225,27.875,0.777625,607,2016116,2016,CHO,MIL,1477.999548,1427.867372,0.703543722,0.296456278,92,105,Milwaukee,19,33,32,21,190,29,19,25,19,-230,196.5,-5.5,A,1914,3,L ,106.25,103.875,84.25,0.46175,60,0.508375,24.25,0.339375,25,0.80125,82.125,0.487875,68.5,0.507,13.625,0.3735,25.5,0.734875
