,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
943,943,2017306,2017,CHO,IND,1482.38127,1503.048557,0.61222529,0.38777471,100,88,Indiana,16,21,29,22,155,4,31,16,26,-175,205,-4,H,3562,2,W ,101.875,105.625,86.625,0.423375,56.25,0.48725,30.375,0.3145,22.5,0.86125,83.25,0.479875,51.625,0.542,31.625,0.37925,18.875,0.730375,943,2017306,2017,CHO,IND,1482.38127,1503.048557,0.61222529,0.38777471,100,88,Indiana,16,21,29,22,155,4,31,16,26,-175,205,-4,H,3562,2,W ,104.875,101.625,82.375,0.435875,50,0.491625,32.375,0.354875,27.625,0.812,85,0.44975,60.875,0.473625,24.125,0.376875,20,0.777625
938,938,2017306,2017,CLE,MIA,1605.558074,1550.626416,0.709273514,0.290726486,98,106,Miami,29,33,27,17,400,105,30,19,27,-500,214.5,-9.5,A,3563,1,L ,111,102.875,82.75,0.49375,49.625,0.56175,33.125,0.38825,21.25,0.7695,93.125,0.432375,64.5,0.45425,28.625,0.3775,15.625,0.75275,938,2017306,2017,CLE,MIA,1605.558074,1550.626416,0.709273514,0.290726486,98,106,Miami,29,33,27,17,400,105,30,19,27,-500,214.5,-9.5,A,3563,1,L ,100.875,105.25,81,0.440875,58.25,0.473125,22.75,0.364,29,0.7385,88.875,0.44625,58.75,0.489875,30.125,0.356,19.5,0.7695
947,947,2017306,2017,DEN,SAC,1504.571681,1411.811661,0.752057492,0.247942508,108,96,Sacramento,24,26,23,23,500,111,32,33,18,-700,215.5,-10.5,H,3564,0,W ,112.375,106,86.25,0.474125,54.25,0.51975,32,0.3915,23.5,0.768125,84.5,0.4715,58.75,0.524375,25.75,0.3625,21.875,0.789875,947,2017306,2017,DEN,SAC,1504.571681,1411.811661,0.752057492,0.247942508,108,96,Sacramento,24,26,23,23,500,111,32,33,18,-700,215.5,-10.5,H,3564,0,W ,109.125,102.125,80.5,0.48625,46.25,0.577875,34.25,0.36875,25.375,0.717,81.125,0.459125,55.5,0.50175,25.625,0.370625,25.25,0.7505
942,942,2017306,2017,DET,CHI,1491.496051,1495.465143,0.634784584,0.365215416,109,95,Chicago,26,29,24,16,200,105,37,28,30,-240,204,-6,H,3565,4,W ,108.125,101.5,94.25,0.452375,70.5,0.4955,23.75,0.30275,21.75,0.741625,86.125,0.435125,58,0.4985,28.125,0.30575,22.375,0.83425,942,2017306,2017,DET,CHI,1491.496051,1495.465143,0.634784584,0.365215416,109,95,Chicago,26,29,24,16,200,105,37,28,30,-240,204,-6,H,3565,4,W ,114,104.5,88.5,0.49775,58.125,0.55775,30.375,0.376,19.125,0.784,89.875,0.455625,65.5,0.501875,24.375,0.3215,19.75,0.73325
948,948,2017306,2017,LAC,BOS,1565.160921,1585.622305,0.612506642,0.387493358,116,102,Boston,25,21,25,31,260,114.5,21,32,41,-310,218,-7,H,3566,8,W ,110,108.625,83.875,0.486,56.25,0.549125,27.625,0.351125,26.875,0.7175,84.875,0.445875,52.5,0.499375,32.375,0.34925,25.375,0.82025,948,2017306,2017,LAC,BOS,1565.160921,1585.622305,0.612506642,0.387493358,116,102,Boston,25,21,25,31,260,114.5,21,32,41,-310,218,-7,H,3566,8,W ,103.875,106.25,83.625,0.452,59.25,0.5105,24.375,0.3035,29.25,0.75225,80.5,0.459375,45.625,0.5345,34.875,0.360125,25.875,0.789
944,944,2017306,2017,MEM,BRK,1566.721446,1265.1279,0.909846184,0.090153816,109,122,Brooklyn,36,20,32,34,600,110.5,23,34,18,-900,213,-11,A,3567,15,L ,104,104.25,82.375,0.4345,56.375,0.46675,26,0.36525,30.25,0.7755,81.125,0.460875,53.625,0.52025,27.5,0.35025,27.25,0.71675,944,2017306,2017,MEM,BRK,1566.721446,1265.1279,0.909846184,0.090153816,109,122,Brooklyn,36,20,32,34,600,110.5,23,34,18,-900,213,-11,A,3567,15,L ,113.375,106.375,87.375,0.468875,60.875,0.483125,26.5,0.437625,26.875,0.756625,84,0.462,54.25,0.531,29.75,0.33325,25.75,0.737625
939,939,2017306,2017,ORL,NYK,1384.005481,1405.294942,0.611374675,0.388625325,105,113,NewYork,20,31,34,28,125,100.5,26,38,13,-145,206.5,-2.5,A,3568,3,L ,100.625,103,83.125,0.447375,61.125,0.502125,22,0.3055,25.375,0.775625,86.875,0.4295,61.75,0.466875,25.125,0.352375,25.5,0.781875,939,2017306,2017,ORL,NYK,1384.005481,1405.294942,0.611374675,0.388625325,105,113,NewYork,20,31,34,28,125,100.5,26,38,13,-145,206.5,-2.5,A,3568,3,L ,110.5,107.5,90.125,0.4655,62.125,0.5345,28,0.32,24.25,0.739,94.75,0.411125,68.125,0.444,26.625,0.331625,26.5,0.806375
940,940,2017306,2017,PHI,MIL,1370.238757,1469.585486,0.500940132,0.499059868,98,112,Milwaukee,27,33,31,21,-220,104.5,24,25,30,190,212,5.5,A,3569,0,L ,109.875,115,85.25,0.46325,54.625,0.531375,30.625,0.342,25.875,0.7885,84.25,0.48325,58.625,0.5395,25.625,0.355875,29.375,0.84025,940,2017306,2017,PHI,MIL,1370.238757,1469.585486,0.500940132,0.499059868,98,112,Milwaukee,27,33,31,21,-220,104.5,24,25,30,190,212,5.5,A,3569,0,L ,110.375,113.875,83.375,0.46475,54.75,0.5225,28.625,0.36025,29.625,0.77525,81,0.517875,56.375,0.552625,24.625,0.419875,26.375,0.72575
945,945,2017306,2017,SAS,HOU,1714.918391,1632.993235,0.740245586,0.259754414,112,110,Houston,39,15,28,28,145,108.5,24,34,31,-165,222,-3.5,H,3570,14,W ,107.375,98.125,84.875,0.467625,61.375,0.513625,23.5,0.352625,26.25,0.770625,87.625,0.413875,59.875,0.457375,27.75,0.323,21.375,0.757625,945,2017306,2017,SAS,HOU,1714.918391,1632.993235,0.740245586,0.259754414,112,110,Houston,39,15,28,28,145,108.5,24,34,31,-165,222,-3.5,H,3570,14,W ,111.75,114.375,86.125,0.49225,58.625,0.56275,27.5,0.3385,22.125,0.812375,83.875,0.467125,44.125,0.56225,39.75,0.356625,26.625,0.825625
946,946,2017306,2017,UTA,NOP,1575.219357,1425.673027,0.807912715,0.192087285,88,83,NewOrleans,14,20,18,31,175,0.5,14,18,27,-200,197,-5,H,3571,0,W ,97,95.125,82.25,0.436125,56,0.478375,26.25,0.3435,22.75,0.71575,79.625,0.445875,53.125,0.48575,26.5,0.377875,20.625,0.718875,946,2017306,2017,UTA,NOP,1575.219357,1425.673027,0.807912715,0.192087285,88,83,NewOrleans,14,20,18,31,175,0.5,14,18,27,-200,197,-5,H,3571,0,W ,101.125,100.875,84,0.439625,57,0.49575,27,0.32275,23.875,0.784,80.125,0.44875,54.625,0.4905,25.5,0.362,27.5,0.731
950,950,2017307,2017,DAL,LAL,1486.401088,1329.617173,0.814295563,0.185704437,122,111,LALakers,29,23,22,37,375,1,32,33,19,-450,206.5,-9,H,3572,1,W ,105.5,96,82.5,0.48225,56.375,0.526,26.125,0.3805,19.625,0.7995,82.875,0.43975,55.875,0.50125,27,0.29775,20.625,0.69875,950,2017307,2017,DAL,LAL,1486.401088,1329.617173,0.814295563,0.185704437,122,111,LALakers,29,23,22,37,375,1,32,33,19,-450,206.5,-9,H,3572,1,W ,117.5,108.125,87.625,0.49875,61.125,0.551625,26.5,0.37325,25.875,0.7685,91,0.43425,59.75,0.49025,31.25,0.3275,25.5,0.735125
949,949,2017307,2017,OKC,POR,1533.9738,1484.165341,0.703154912,0.296845088,121,126,Portland,29,32,38,27,235,114.5,27,25,29,-275,222,-6.5,A,3573,9,L ,113.875,109.75,90.125,0.47375,67.125,0.50225,23,0.384375,26.875,0.741625,87.25,0.46875,62,0.499125,25.25,0.4055,23.875,0.763375,949,2017307,2017,OKC,POR,1533.9738,1484.165341,0.703154912,0.296845088,121,126,Portland,29,32,38,27,235,114.5,27,25,29,-275,222,-6.5,A,3573,9,L ,113.5,110.625,87.375,0.470125,63,0.511125,24.375,0.35875,30.125,0.76675,84.125,0.4735,60.375,0.496,23.75,0.42075,26.5,0.789625
951,951,2017307,2017,PHO,WAS,1400.993691,1595.239073,0.367601554,0.632398446,127,131,Washington,38,30,26,37,-210,0.5,36,31,35,180,229.5,5,A,3574,12,L ,118.25,112,89.375,0.4935,66.75,0.536125,22.625,0.35825,27,0.825875,86.25,0.4455,59.5,0.499875,26.75,0.32475,34.5,0.785625,951,2017307,2017,PHO,WAS,1400.993691,1595.239073,0.367601554,0.632398446,127,131,Washington,38,30,26,37,-210,0.5,36,31,35,180,229.5,5,A,3574,12,L ,103.75,112.625,86.625,0.435125,58.875,0.492125,27.75,0.3155,26,0.74975,87.75,0.476375,63,0.509875,24.75,0.391125,25.75,0.747875
953,953,2017308,2017,ATL,BRK,1479.383531,1297.978155,0.834781277,0.165218723,110,105,Brooklyn,27,23,30,25,450,114,23,35,29,-600,220,-9.5,H,3575,5,W ,106.125,110.625,81.875,0.471125,58.625,0.516625,23.25,0.350875,29.25,0.721875,85.875,0.47525,48.875,0.510875,37,0.418625,19.125,0.74025,953,2017308,2017,ATL,BRK,1479.383531,1297.978155,0.834781277,0.165218723,110,105,Brooklyn,27,23,30,25,450,114,23,35,29,-600,220,-9.5,H,3575,5,W ,114.125,107.5,89,0.463375,63.25,0.48225,25.75,0.40975,28,0.768875,83.125,0.46675,52.5,0.5325,30.625,0.355625,26.125,0.735375
961,961,2017308,2017,DEN,WAS,1509.570975,1599.562777,0.514398972,0.485601028,113,123,Washington,35,32,30,26,-125,107.5,22,35,28,105,223.5,1.5,A,3576,9,L ,111.375,106.75,86,0.484125,54,0.526125,32,0.409375,20.125,0.736125,85.125,0.47475,59.125,0.52675,26,0.3685,21.375,0.771,961,2017308,2017,DEN,WAS,1509.570975,1599.562777,0.514398972,0.485601028,113,123,Washington,35,32,30,26,-125,107.5,22,35,28,105,223.5,1.5,A,3576,9,L ,105.5,114.375,86.25,0.452625,59,0.50375,27.25,0.34225,25,0.703625,88.75,0.480125,63.875,0.5135,24.875,0.394,26,0.73125
962,962,2017308,2017,GSW,BOS,1763.366883,1576.250976,0.839265344,0.160734656,86,99,Boston,25,21,26,27,280,118.5,22,24,12,-340,225,-8,A,3577,9,L ,118,99.25,88.375,0.511875,56.75,0.5645,31.625,0.42325,18.5,0.782,89,0.41625,61.5,0.4625,27.5,0.311,22,0.75525,962,2017308,2017,GSW,BOS,1763.366883,1576.250976,0.839265344,0.160734656,86,99,Boston,25,21,26,27,280,118.5,22,24,12,-340,225,-8,A,3577,9,L ,101.625,104.625,83.375,0.456125,59.125,0.520875,24.25,0.29625,26.625,0.72725,82.125,0.440375,47.375,0.5075,34.75,0.349125,25.375,0.806125
958,958,2017308,2017,HOU,UTA,1630.801957,1577.473023,0.7073674,0.2926326,108,115,Utah,30,34,20,31,330,112,31,24,31,-400,215.5,-8.5,A,3578,4,L ,121.5,113.75,87.25,0.45325,45.5,0.539625,41.75,0.36225,36.375,0.7485,90.5,0.478625,62.75,0.54225,27.75,0.343375,23.25,0.762625,958,2017308,2017,HOU,UTA,1630.801957,1577.473023,0.7073674,0.2926326,108,115,Utah,30,34,20,31,330,112,31,24,31,-400,215.5,-8.5,A,3578,4,L ,101.75,111.75,79.625,0.46725,58.125,0.50775,21.5,0.370875,25.875,0.754,82.25,0.50575,54.75,0.5635,27.5,0.397,22.75,0.7885
959,959,2017308,2017,IND,DET,1494.562664,1500.220379,0.632528113,0.367471887,115,98,Detroit,23,27,23,25,145,0.5,28,32,25,-165,208.5,-3.5,H,3579,2,W ,104.5,104.125,82.125,0.48025,59.125,0.51125,23,0.3935,21.5,0.790125,82.875,0.457375,56.75,0.4845,26.125,0.397625,23.875,0.737,959,2017308,2017,IND,DET,1494.562664,1500.220379,0.632528113,0.367471887,115,98,Detroit,23,27,23,25,145,0.5,28,32,25,-165,208.5,-3.5,H,3579,2,W ,108.375,100.875,82.625,0.49375,57.25,0.531875,25.375,0.40425,20.125,0.82925,88.75,0.454,66.25,0.516375,22.5,0.27775,21.125,0.649125
954,954,2017308,2017,MIA,CHO,1565.328043,1490.867163,0.731898765,0.268101235,108,101,Charlotte,22,32,32,15,165,100,36,27,27,-185,204,-4,H,3580,11,W ,114.75,99.125,85.125,0.5005,55.375,0.536,29.75,0.4265,22.5,0.74525,83.75,0.437875,63,0.479625,20.75,0.335125,23.75,0.80875,954,2017308,2017,MIA,CHO,1565.328043,1490.867163,0.731898765,0.268101235,108,101,Charlotte,22,32,32,15,165,100,36,27,27,-185,204,-4,H,3580,11,W ,105.875,104.75,86.625,0.45225,55.25,0.49425,31.375,0.368,20.875,0.789625,84.625,0.4335,51.25,0.4705,33.375,0.377875,21.625,0.875
955,955,2017308,2017,MIL,NYK,1482.478092,1417.142698,0.721466385,0.278533615,104,93,NewYork,30,26,17,20,225,102.5,23,21,28,-265,208.5,-6.5,H,3581,4,W ,103.25,101.75,80.125,0.4815,57.25,0.546,22.875,0.336375,21.875,0.871,77.125,0.49,54.25,0.544,22.875,0.364,23.5,0.76925,955,2017308,2017,MIL,NYK,1482.478092,1417.142698,0.721466385,0.278533615,104,93,NewYork,30,26,17,20,225,102.5,23,21,28,-265,208.5,-6.5,H,3581,4,W ,105.75,101.75,86,0.464625,58.625,0.53525,27.375,0.318125,22.75,0.74975,89.25,0.419375,66.375,0.453875,22.875,0.329125,25.125,0.7865
956,956,2017308,2017,MIN,LAC,1514.91544,1574.53225,0.557855774,0.442144226,107,91,LAClippers,19,36,13,23,-155,4.5,27,24,25,135,211.5,3,H,3582,1,W ,107.375,104.125,82.125,0.493875,61.75,0.549375,20.375,0.33825,24.125,0.8145,81.625,0.4805,52.875,0.537375,28.75,0.3895,20.25,0.713625,956,2017308,2017,MIN,LAC,1514.91544,1574.53225,0.557855774,0.442144226,107,91,LAClippers,19,36,13,23,-155,4.5,27,24,25,135,211.5,3,H,3582,1,W ,105,103.625,84.75,0.467,60,0.516375,24.75,0.345125,20.75,0.831625,84.125,0.468375,57.25,0.51275,26.875,0.3715,23,0.67475
957,957,2017308,2017,NOP,TOR,1423.419361,1548.644728,0.463761432,0.536238568,87,94,Toronto,22,23,23,26,130,99.5,20,18,23,-150,204,-3.5,A,3583,11,L ,101.375,106.625,85.125,0.451125,57.375,0.52125,27.75,0.3105,20.25,0.774,90,0.455875,61.25,0.514625,28.75,0.331625,21.75,0.673625,957,2017308,2017,NOP,TOR,1423.419361,1548.644728,0.463761432,0.536238568,87,94,Toronto,22,23,23,26,130,99.5,20,18,23,-150,204,-3.5,A,3583,11,L ,99.875,99.25,80.125,0.441875,55.875,0.48275,24.25,0.344875,25.625,0.8235,80,0.4635,56.5,0.515,23.5,0.33575,22.25,0.777125
952,952,2017308,2017,ORL,CHI,1372.157725,1486.740816,0.479025561,0.520974439,98,91,Chicago,22,31,24,14,-110,107,24,34,21,-110,204.5,0,H,3584,8,W ,100.125,102.625,84.25,0.4415,60.875,0.500125,23.375,0.295875,24,0.787,86.125,0.436125,61,0.472625,25.125,0.361375,24.25,0.766125,952,2017308,2017,ORL,CHI,1372.157725,1486.740816,0.479025561,0.520974439,98,91,Chicago,22,31,24,14,-110,107,24,34,21,-110,204.5,0,H,3584,8,W ,111.125,101.25,87.375,0.493625,59.25,0.55275,28.125,0.3645,18.625,0.80025,87.5,0.451125,62.75,0.491875,24.75,0.335125,18.875,0.7225
960,960,2017308,2017,SAS,SAC,1717.109668,1406.812367,0.913872407,0.086127593,114,104,Sacramento,37,26,23,18,550,97,33,34,32,-800,195,-11.5,H,3585,1,W ,106.875,98.125,84.625,0.466125,60.25,0.508875,24.375,0.361875,25.75,0.760875,87,0.424,60.75,0.466375,26.25,0.328625,20.125,0.763125,960,2017308,2017,SAS,SAC,1717.109668,1406.812367,0.913872407,0.086127593,114,104,Sacramento,37,26,23,18,550,97,33,34,32,-800,195,-11.5,H,3585,1,W ,109.375,100.625,80.75,0.48775,47.625,0.5705,33.125,0.37975,23.75,0.74975,80,0.4635,55.875,0.5045,24.125,0.37225,24.5,0.744125
963,963,2017309,2017,DET,CLE,1490.210772,1590.856446,0.499070801,0.500929199,106,101,Cleveland,29,23,28,21,-180,4.5,33,18,33,160,215.5,4.5,H,3586,4,W ,107.25,102.125,92.875,0.4525,68.625,0.4935,24.25,0.317625,22,0.722625,86,0.440125,56.5,0.50825,29.5,0.318625,21.25,0.828375,963,2017309,2017,DET,CLE,1490.210772,1590.856446,0.499070801,0.500929199,106,101,Cleveland,29,23,28,21,-180,4.5,33,18,33,160,215.5,4.5,H,3586,4,W ,117.125,115.5,89.75,0.49425,62.125,0.52675,27.625,0.4125,21,0.803375,84.375,0.496375,49.5,0.5605,34.875,0.411,23.125,0.73975
965,965,2017309,2017,MEM,LAC,1533.871191,1562.489466,0.601305158,0.398694842,98,114,LAClippers,26,28,31,29,125,102,24,20,33,-145,206.5,-2.5,A,3587,6,L ,104.375,103.625,81.625,0.443875,57.375,0.47175,24.25,0.375875,29.5,0.782875,80.875,0.460875,54.875,0.5135,26,0.3485,27.625,0.714375,965,2017309,2017,MEM,LAC,1533.871191,1562.489466,0.601305158,0.398694842,98,114,LAClippers,26,28,31,29,125,102,24,20,33,-145,206.5,-2.5,A,3587,6,L ,102.5,104.25,84.625,0.46175,60.375,0.51125,24.25,0.33675,19.875,0.816125,82.625,0.474125,56.375,0.522375,26.25,0.371,24.25,0.694
964,964,2017309,2017,OKC,SAS,1522.729474,1718.455497,0.365622392,0.634377608,102,92,SanAntonio,28,21,22,21,-150,3.5,27,26,20,130,209.5,3,H,3588,2,W ,113.5,108.875,89,0.480375,65.75,0.509375,23.25,0.394125,26,0.73125,86.875,0.470625,62.75,0.501875,24.125,0.400375,23.75,0.75025,964,2017309,2017,OKC,SAS,1522.729474,1718.455497,0.365622392,0.634377608,102,92,SanAntonio,28,21,22,21,-150,3.5,27,26,20,130,209.5,3,H,3588,2,W ,95.75,103.375,82.5,0.444375,62.625,0.4735,19.875,0.356375,21.25,0.741875,88,0.447625,64.625,0.491375,23.375,0.34575,21.375,0.7965
967,967,2017309,2017,PHO,LAL,1396.669987,1326.224418,0.727339032,0.272660968,110,122,LALakers,32,29,29,32,230,115,30,18,29,-270,232.5,-6.5,A,3589,7,L ,118,110.125,89.375,0.499,67.875,0.545,21.5,0.348625,26.375,0.82175,88.25,0.42625,60.25,0.475,28,0.32875,33.125,0.776125,967,2017309,2017,PHO,LAL,1396.669987,1326.224418,0.727339032,0.272660968,110,122,LALakers,32,29,29,32,230,115,30,18,29,-270,232.5,-6.5,A,3589,7,L ,116.75,109.875,87,0.49925,62.25,0.550625,24.75,0.36725,26.375,0.77325,92.375,0.43675,62.625,0.479,29.75,0.3445,25.75,0.727625
966,966,2017309,2017,POR,PHI,1495.409668,1357.346151,0.797445379,0.202554621,114,108,Philadelphia,17,35,26,19,425,108,30,19,21,-550,221,-9.5,H,3590,10,W ,112.875,110.125,88.375,0.47325,60,0.512,28.375,0.38475,25.125,0.75275,84.75,0.444,55.5,0.47325,29.25,0.381875,28.875,0.8115,966,2017309,2017,POR,PHI,1495.409668,1357.346151,0.797445379,0.202554621,114,108,Philadelphia,17,35,26,19,425,108,30,19,21,-550,221,-9.5,H,3590,10,W ,114.125,104.75,86.5,0.490125,62,0.52875,24.5,0.384,25.375,0.786125,89.625,0.438,62.125,0.50175,27.5,0.301625,23.75,0.749125
970,970,2017310,2017,ATL,TOR,1481.281634,1556.293407,0.535899072,0.464100928,105,99,Toronto,19,29,27,24,125,100,31,25,31,-145,203.5,-3,H,3591,15,W ,107.375,108,82,0.480375,58.125,0.5305,23.875,0.35225,28.875,0.713875,87.375,0.448875,50.5,0.48225,36.875,0.3905,20.25,0.754125,970,2017310,2017,ATL,TOR,1481.281634,1556.293407,0.535899072,0.464100928,105,99,Toronto,19,29,27,24,125,100,31,25,31,-145,203.5,-3,H,3591,15,W ,100.25,99.875,79.5,0.449,54.25,0.49525,25.25,0.34575,25.25,0.8155,80.625,0.464875,57.5,0.52575,23.125,0.311125,23,0.779125
972,972,2017310,2017,CHI,HOU,1477.871674,1617.236095,0.443591209,0.556408791,94,115,Houston,23,33,36,23,-250,1,16,14,31,210,223.5,6,A,3592,5,L ,105.5,106.75,88.625,0.447875,65.75,0.48325,22.875,0.364625,22.375,0.825625,86,0.467625,55.875,0.547375,30.125,0.31375,21.125,0.8035,972,2017310,2017,CHI,HOU,1477.871674,1617.236095,0.443591209,0.556408791,94,115,Houston,23,33,36,23,-250,1,16,14,31,210,223.5,6,A,3592,5,L ,107.625,114.5,88.375,0.46725,58.875,0.54525,29.5,0.307625,20.25,0.80425,85.375,0.455875,44.125,0.553375,41.25,0.3465,27.125,0.829
968,968,2017310,2017,CHO,ORL,1486.908696,1381.026867,0.765872717,0.234127283,121,81,Orlando,24,16,22,19,390,0.5,21,30,33,-480,204,-9.5,H,3593,0,W ,104.625,102.125,85.25,0.449125,56.25,0.50875,29,0.34275,21.875,0.8625,82.75,0.463625,50.875,0.533375,31.875,0.352375,19.5,0.71425,968,2017310,2017,CHO,ORL,1486.908696,1381.026867,0.765872717,0.234127283,121,81,Orlando,24,16,22,19,390,0.5,21,30,33,-480,204,-9.5,H,3593,0,W ,115,100,83.875,0.494625,55.5,0.52825,28.375,0.42425,25.375,0.804625,84.75,0.445375,58.625,0.511875,26.125,0.31325,22.625,0.71575
974,974,2017310,2017,DAL,BRK,1489.793843,1296.080052,0.844323094,0.155676906,105,96,Brooklyn,26,23,24,23,475,109,23,28,31,-650,211.5,-10,H,3594,5,W ,104.625,94.875,81.375,0.471875,53.625,0.506,27.75,0.40225,20,0.816125,82,0.436875,54.75,0.50975,27.25,0.278,21.375,0.699,974,2017310,2017,DAL,BRK,1489.793843,1296.080052,0.844323094,0.155676906,105,96,Brooklyn,26,23,24,23,475,109,23,28,31,-650,211.5,-10,H,3594,5,W ,113.375,106.125,86,0.46725,59.375,0.48075,26.625,0.429125,27.875,0.777,82.125,0.464625,52.125,0.5315,30,0.35025,26.375,0.737375
973,973,2017310,2017,DEN,BOS,1498.808437,1602.950284,0.494039685,0.505960315,119,99,Boston,25,29,26,19,-140,5,30,29,25,120,223,2.5,H,3595,0,W ,112.5,108.25,86.125,0.48775,53.75,0.53325,32.375,0.408625,20.875,0.7155,85.375,0.4735,58.5,0.522625,26.875,0.3755,22.125,0.793375,973,2017310,2017,DEN,BOS,1498.808437,1602.950284,0.494039685,0.505960315,119,99,Boston,25,29,26,19,-140,5,30,29,25,120,223,2.5,H,3595,0,W ,104.25,103.125,84.375,0.465375,59.625,0.53225,24.75,0.303,26.25,0.728875,82.125,0.431125,47.5,0.500875,34.625,0.33575,26,0.80525
969,969,2017310,2017,MIL,IND,1487.895598,1504.57227,0.617664665,0.382335335,99,85,Indiana,27,23,18,17,110,98.5,22,29,25,-130,204,-2,H,3596,1,W ,101.375,97.125,78.625,0.48025,57.125,0.53175,21.5,0.352125,21.75,0.8745,77.125,0.48,55.875,0.543875,21.25,0.317375,21.875,0.76225,969,2017310,2017,MIL,IND,1487.895598,1504.57227,0.617664665,0.382335335,99,85,Indiana,27,23,18,17,110,98.5,22,29,25,-130,204,-2,H,3596,1,W ,105.125,99,79.625,0.453875,48.625,0.5155,31,0.35725,28.5,0.80075,83.625,0.451,59.75,0.48675,23.875,0.34075,18.875,0.7775
971,971,2017310,2017,MIN,GSW,1526.958224,1736.667574,0.347161931,0.652838069,103,102,GoldenState,24,29,23,26,-210,6.5,28,26,15,180,212.5,5.5,H,3597,7,W ,107.875,103.5,82.625,0.497125,63.75,0.554625,18.875,0.325875,24.5,0.81275,83,0.48675,54.75,0.547625,28.25,0.381375,17.5,0.7035,971,2017310,2017,MIN,GSW,1526.958224,1736.667574,0.347161931,0.652838069,103,102,GoldenState,24,29,23,26,-210,6.5,28,26,15,180,212.5,5.5,H,3597,7,W ,109.875,110.875,84.875,0.468,58.625,0.507875,26.25,0.361125,25.375,0.801875,87.875,0.463625,56.125,0.5435,31.75,0.30875,23.75,0.823875
975,975,2017310,2017,SAC,WAS,1405.466538,1610.325316,0.353516927,0.646483073,122,130,Washington,28,28,26,34,-380,9,36,29,19,320,215,8.5,A,3598,10,L ,104.125,107,82.875,0.46325,59.375,0.4685,23.5,0.44925,20.875,0.78975,86.125,0.450125,55.625,0.4995,30.5,0.360875,23.25,0.798,975,2017310,2017,SAC,WAS,1405.466538,1610.325316,0.353516927,0.646483073,122,130,Washington,28,28,26,34,-380,9,36,29,19,320,215,8.5,A,3598,10,L ,110,116.625,87.375,0.46725,61.125,0.51125,26.25,0.37125,25.375,0.716875,90.625,0.48225,66.375,0.51775,24.25,0.384875,26,0.757625
980,980,2017311,2017,CHO,NOP,1497.772437,1415.770682,0.740330362,0.259669638,122,125,NewOrleans,32,27,24,29,145,100,31,20,34,-165,204,-3.5,A,3599,24,L ,107,103.625,86.5,0.453875,54.625,0.52625,31.875,0.340125,21.75,0.84975,84.875,0.46725,52.25,0.53775,32.625,0.35475,18.125,0.689125,980,2017311,2017,CHO,NOP,1497.772437,1415.770682,0.740330362,0.259669638,122,125,NewOrleans,32,27,24,29,145,100,31,20,34,-165,204,-3.5,A,3599,24,L ,103.125,101.25,86.5,0.438125,57.125,0.496625,29.375,0.330375,22.375,0.7965,83.125,0.436875,56.5,0.47725,26.625,0.3535,26.125,0.724375
985,985,2017311,2017,DAL,PHO,1492.24788,1377.070527,0.775330754,0.224669246,98,100,Phoenix,25,20,27,28,200,112.5,23,22,29,-240,217.5,-5.5,A,3600,16,L ,102.875,97.375,79.25,0.45725,52.625,0.493,26.625,0.38475,23.75,0.826625,82.125,0.445375,55.125,0.51275,27,0.2975,21.625,0.72125,985,2017311,2017,DAL,PHO,1492.24788,1377.070527,0.775330754,0.224669246,98,100,Phoenix,25,20,27,28,200,112.5,23,22,29,-240,217.5,-5.5,A,3600,16,L ,114.125,104.125,83.5,0.47525,57.25,0.49475,26.25,0.423375,28.875,0.81125,86.625,0.44475,64,0.490375,22.625,0.311125,25.625,0.78025
978,978,2017311,2017,DET,NYK,1497.26487,1411.725192,0.74422633,0.25577367,112,92,NewYork,23,30,28,11,210,1,31,23,23,-250,212.5,-6,H,3601,2,W ,106.125,100.875,92.75,0.446625,67.125,0.488,25.625,0.328,21.375,0.716875,85.5,0.44125,55.125,0.502,30.375,0.340125,19.375,0.802125,978,2017311,2017,DET,NYK,1497.26487,1411.725192,0.74422633,0.25577367,112,92,NewYork,23,30,28,11,210,1,31,23,23,-250,212.5,-6,H,3601,2,W ,105.125,100.625,87,0.454875,59,0.52275,28,0.32,23.25,0.722125,87.875,0.4285,64.25,0.456625,23.625,0.35725,22.125,0.766
