,lead_changes,h_Avg_pts,h_Avg_pts_alwd,h_fga,h_fg_pct,h_fg2a,h_fg2_pct,h_fg3a,h_fg3_pct,h_fta,h_ft_pct,h_opp_fga,h_opp_fg_pct,h_opp_fg2a,h_opp_fg2_pct,h_opp_fg3a,h_opp_fg3_pct,h_opp_fta,result,home_id1,opp_id_x,Date1,lead_changes,Avg_pts_alwd,Avg_pts,fg,fga,fg_pct,fg2a,fg2_pct,fg3a,fg3_pct,fta,opp_fga,opp_fg_pct,opp_fg2a,opp_fg2_pct,opp_fg3a,opp_fg3_pct,opp_fta,opp_ft_pct,home_id,opp_id_x,Date,season,neutral,opp_id_y,elo1_pre,elo2_pre,elo_prob1,elo_prob2,score1,score2
35,,,,,,,,,,,,,,,,,,,W,HOU,DAL,10/30/16,,,,,,,,,,,,,,,,,,,,HOU,DAL,10/30/16,2017,0,DAL,1529.186125,1485.717127,0.69548179,0.30451821,93,92
36,,,,,,,,,,,,,,,,,,,W,LAC,UTA,10/30/16,,,,,,,,,,,,,,,,,,,,LAC,UTA,10/30/16,2017,0,UTA,1596.610981,1527.532598,0.725775458,0.274224542,88,75
37,,,,,,,,,,,,,,,,,,,W,MEM,WAS,10/30/16,,,,,,,,,,,,,,,,,,,,MEM,WAS,10/30/16,2017,0,WAS,1452.012488,1516.500545,0.550928564,0.449071436,112,103
38,,,,,,,,,,,,,,,,,,,L,MIA,SAS,10/30/16,,,,,,,,,,,,,,,,,,,,MIA,SAS,10/30/16,2017,0,SAS,1573.304861,1731.096371,0.417589975,0.582410025,99,106
39,,,,,,,,,,,,,,,,,,,W,OKC,LAL,10/30/16,,,,,,,,,,,,,,,,,,,,OKC,LAL,10/30/16,2017,0,LAL,1687.144938,1341.024471,0.92877852,0.07122148,113,96
40,,,,,,,,,,,,,,,,,,,L,PHO,GSW,10/30/16,,,,,,,,,,,,,,,,,,,,PHO,GSW,10/30/16,2017,0,GSW,1374.037795,1667.965539,0.24669121,0.75330879,100,106
41,,,,,,,,,,,,,,,,,,,W,ATL,SAC,10/31/16,,,,,,,,,,,,,,,,,,,,ATL,SAC,10/31/16,2017,0,SAC,1587.68998,1462.279632,0.785425104,0.214574896,106,95
42,,,,,,,,,,,,,,,,,,,L,BRK,CHI,10/31/16,,,,,,,,,,,,,,,,,,,,BRK,CHI,10/31/16,2017,0,CHI,1352.197224,1485.768611,0.451836691,0.548163309,88,118
43,,,,,,,,,,,,,,,,,,,W,LAC,PHO,10/31/16,,,,,,,,,,,,,,,,,,,,LAC,PHO,10/31/16,2017,0,PHO,1602.53034,1370.735005,0.871015495,0.128984505,116,98
44,,,,,,,,,,,,,,,,,,,W,TOR,DEN,10/31/16,,,,,,,,,,,,,,,,,,,,TOR,DEN,10/31/16,2017,0,DEN,1571.02305,1450.439659,0.780705097,0.219294903,105,102
45,,,,,,,,,,,,,,,,,,,W,CLE,HOU,11/1/16,,,,,,,,,,,,,,,,,,,,CLE,HOU,11/1/16,2017,0,HOU,1705.196173,1531.394347,0.828655734,0.171344266,128,120
46,,,,,,,,,,,,,,,,,,,W,DET,NYK,11/1/16,,,,,,,,,,,,,,,,,,,,DET,NYK,11/1/16,2017,0,NYK,1506.320145,1418.12969,0.747120112,0.252879888,102,89
47,,,,,,,,,,,,,,,,,,,W,IND,LAL,11/1/16,,,,,,,,,,,,,,,,,,,,IND,LAL,11/1/16,2017,0,LAL,1513.176527,1339.486823,0.828564074,0.171435926,115,108
48,,,,,,,,,,,,,,,,,,,W,MIA,SAC,11/1/16,,,,,,,,,,,,,,,,,,,,MIA,SAC,11/1/16,2017,0,SAC,1566.589176,1458.276064,0.768372946,0.231627054,108,96
49,,,,,,,,,,,,,,,,,,,W,MIN,MEM,11/1/16,,,,,,,,,,,,,,,,,,,,MIN,MEM,11/1/16,2017,0,MEM,1427.116863,1460.513352,0.594693031,0.405306969,116,80
50,,,,,,,,,,,,,,,,,,,L,NOP,MIL,11/1/16,,,,,,,,,,,,,,,,,,,,NOP,MIL,11/1/16,2017,0,MIL,1392.013153,1406.615322,0.62048079,0.37951921,113,117
51,,,,,,,,,,,,,,,,,,,L,PHI,ORL,11/1/16,,,,,,,,,,,,,,,,,,,,PHI,ORL,11/1/16,2017,0,ORL,1267.202409,1431.411997,0.408632822,0.591367178,101,103
52,,,,,,,,,,,,,,,,,,,L,POR,GSW,11/1/16,,,,,,,,,,,,,,,,,,,,POR,GSW,11/1/16,2017,0,GSW,1581.274944,1671.268329,0.514396695,0.485603305,104,127
53,,,,,,,,,,,,,,,,,,,L,SAS,UTA,11/1/16,,,,,,,,,,,,,,,,,,,,SAS,UTA,11/1/16,2017,0,UTA,1737.812056,1521.613239,0.860588529,0.139411471,91,106
54,,,,,,,,,,,,,,,,,,,L,ATL,LAL,11/2/16,,,,,,,,,,,,,,,,,,,,ATL,LAL,11/2/16,2017,0,LAL,1591.693548,1337.120445,0.885043892,0.114956108,116,123
55,,,,,,,,,,,,,,,,,,,W,BOS,CHI,11/2/16,,,,,,,,,,,,,,,,,,,,BOS,CHI,11/2/16,2017,0,CHI,1546.7977,1505.010662,0.693427368,0.306572632,107,100
56,,,,,,,,,,,,,,,,,,,W,BRK,DET,11/2/16,,,,,,,,,,,,,,,,,,,,BRK,DET,11/2/16,2017,0,DET,1332.955172,1511.706223,0.388569918,0.611430082,109,101
57,,,,,,,,,,,,,,,,,,,W,CHO,PHI,11/2/16,,,,,,,,,,,,,,,,,,,,CHO,PHI,11/2/16,2017,0,PHI,1555.433933,1263.446428,0.905206432,0.094793568,109,93
58,,,,,,,,,,,,,,,,,,,L,LAC,OKC,11/2/16,,,,,,,,,,,,,,,,,,,,LAC,OKC,11/2/16,2017,0,OKC,1605.635196,1688.682586,0.524377424,0.475622576,83,85
59,,,,,,,,,,,,,,,,,,,W,MEM,NOP,11/2/16,,,,,,,,,,,,,,,,,,,,MEM,NOP,11/2/16,2017,0,NOP,1441.2798,1383.589355,0.712537304,0.287462696,89,83
60,,,,,,,,,,,,,,,,,,,L,NYK,HOU,11/2/16,,,,,,,,,,,,,,,,,,,,NYK,HOU,11/2/16,2017,0,HOU,1412.743612,1528.842034,0.476849074,0.523150926,99,118
61,,,,,,,,,,,,,,,,,,,W,PHO,POR,11/2/16,,,,,,,,,,,,,,,,,,,,PHO,POR,11/2/16,2017,0,POR,1367.630149,1562.536383,0.366717643,0.633282357,118,115
62,,,,,,,,,,,,,,,,,,,W,UTA,DAL,11/2/16,,,,,,,,,,,,,,,,,,,,UTA,DAL,11/2/16,2017,0,DAL,1552.632959,1483.508906,0.725827779,0.274172221,97,81
63,,,,,,,,,,,,,,,,,,,L,WAS,TOR,11/2/16,,,,,,,,,,,,,,,,,,,,WAS,TOR,11/2/16,2017,0,TOR,1507.999681,1573.107246,0.55004611,0.44995389,103,113
64,,,,,,,,,,,,,,,,,,,W,CLE,BOS,11/3/16,,,,,,,,,,,,,,,,,,,,CLE,BOS,11/3/16,2017,0,BOS,1707.748486,1551.430455,0.813889677,0.186110323,128,122
65,,,,,,,,,,,,,,,,,,,W,GSW,OKC,11/3/16,,,,,,,,,,,,,,,,,,,,GSW,OKC,11/3/16,2017,0,OKC,1690.00689,1693.819697,0.634993126,0.365006874,122,96
66,,,,,,,,,,,,,,,,,,,W,MIL,IND,11/3/16,,,,,,,,,,,,,,,,,,,,MIL,IND,11/3/16,2017,0,IND,1415.03912,1515.542905,0.499274996,0.500725004,125,107
67,,,,,,,,,,,,,,,,,,,L,MIN,DEN,11/3/16,,,,,,,,,,,,,,,,,,,,MIN,DEN,11/3/16,2017,0,DEN,1446.350415,1448.355463,0.637401661,0.362598339,99,102
68,,,,,,,,,,,,,,,,,,,W,ORL,SAC,11/3/16,,,,,,,,,,,,,,,,,,,,ORL,SAC,11/3/16,2017,0,SAC,1435.167978,1453.65555,0.615199895,0.384800105,102,94
69,,,,,,,,,,,,,,,,,,,L,BRK,CHO,11/4/16,,,,,,,,,,,,,,,,,,,,BRK,CHO,11/4/16,2017,0,CHO,1344.804412,1557.462973,0.3433243,0.6566757,95,99
70,,,,,,,,,,,,,,,,,,,L,CHI,NYK,11/4/16,,,,,,,,,,,,,,,,,,,,CHI,NYK,11/4/16,2017,0,NYK,1500.377907,1397.859245,0.7623834,0.2376166,104,117
71,,,,,,,,,,,,,,,,,,,L,DAL,POR,11/4/16,,,,,,,,,,,,,,,,,,,,DAL,POR,11/4/16,2017,0,POR,1476.718672,1554.873717,0.531396056,0.468603944,95,105
72,,,,,,,,,,,,,,,,,,,W,LAL,GSW,11/4/16,,,,,,,,,,,,,,,,,,,,LAL,GSW,11/4/16,2017,0,GSW,1357.908479,1703.372621,0.195760493,0.804239507,117,97
73,,,,,,,,,,,,,,,,,,,L,MEM,LAC,11/4/16,,,,,,,,,,,,,,,,,,,,MEM,LAC,11/4/16,2017,0,LAC,1445.227527,1600.498085,0.421123527,0.578876473,88,99
74,,,,,,,,,,,,,,,,,,,L,NOP,PHO,11/4/16,,,,,,,,,,,,,,,,,,,,NOP,PHO,11/4/16,2017,0,PHO,1379.641628,1375.292815,0.645811876,0.354188124,111,112
75,,,,,,,,,,,,,,,,,,,W,TOR,MIA,11/4/16,,,,,,,,,,,,,,,,,,,,TOR,MIA,11/4/16,2017,0,MIA,1584.851294,1571.20969,0.65795037,0.34204963,96,87
76,,,,,,,,,,,,,,,,,,,L,UTA,SAS,11/4/16,,,,,,,,,,,,,,,,,,,,UTA,SAS,11/4/16,2017,0,SAS,1559.423193,1706.792335,0.432249596,0.567750404,86,100
77,,,,,,,,,,,,,,,,,,,W,WAS,ATL,11/4/16,,,,,,,,,,,,,,,,,,,,WAS,ATL,11/4/16,2017,0,ATL,1496.255633,1570.905514,0.536417153,0.463582847,95,92
78,,,,,,,,,,,,,,,,,,,W,ATL,HOU,11/5/16,,,,,,,,,,,,,,,,,,,,ATL,HOU,11/5/16,2017,0,HOU,1565.825117,1543.726401,0.668820837,0.331179163,112,97
79,,,,,,,,,,,,,,,,,,,W,DET,DEN,11/5/16,,,,,,,,,,,,,,,,,,,,DET,DEN,11/5/16,2017,0,DEN,1499.856983,1456.088651,0.695846599,0.304153401,103,86
80,,,,,,,,,,,,,,,,,,,W,IND,CHI,11/5/16,,,,,,,,,,,,,,,,,,,,IND,CHI,11/5/16,2017,0,CHI,1500.28417,1478.083195,0.66895121,0.33104879,111,94
81,,,,,,,,,,,,,,,,,,,W,MIL,SAC,11/5/16,,,,,,,,,,,,,,,,,,,,MIL,SAC,11/5/16,2017,0,SAC,1430.297854,1447.095867,0.617499698,0.382500302,117,91
82,,,,,,,,,,,,,,,,,,,W,OKC,MIN,11/5/16,,,,,,,,,,,,,,,,,,,,OKC,MIN,11/5/16,2017,0,MIN,1680.453966,1438.617227,0.877371435,0.122628565,112,92
83,,,,,,,,,,,,,,,,,,,W,ORL,WAS,11/5/16,,,,,,,,,,,,,,,,,,,,ORL,WAS,11/5/16,2017,0,WAS,1441.727661,1501.336031,0.557867758,0.442132242,88,86
84,,,,,,,,,,,,,,,,,,,L,PHI,CLE,11/5/16,,,,,,,,,,,,,,,,,,,,PHI,CLE,11/5/16,2017,0,CLE,1261.417388,1710.136993,0.118429053,0.881570947,101,102
85,,,,,,,,,,,,,,,,,,,L,SAS,LAC,11/5/16,,,,,,,,,,,,,,,,,,,,SAS,LAC,11/5/16,2017,0,LAC,1717.505281,1609.379663,0.7681808,0.2318192,92,116
86,,,,,,,,,,,,,,,,,,,L,BOS,DEN,11/6/16,,,,,,,,,,,,,,,,,,,,BOS,DEN,11/6/16,2017,0,DEN,1549.041948,1448.097583,0.760737804,0.239262196,107,123
87,,,,,,,,,,,,,,,,,,,W,DAL,MIL,11/6/16,,,,,,,,,,,,,,,,,,,,DAL,MIL,11/6/16,2017,0,MIL,1465.493356,1444.440575,0.667485861,0.332514139,86,75
88,,,,,,,,,,,,,,,,,,,W,LAL,PHO,11/6/16,,,,,,,,,,,,,,,,,,,,LAL,PHO,11/6/16,2017,0,PHO,1390.693916,1380.988951,0.652832347,0.347167653,119,108
89,,,,,,,,,,,,,,,,,,,L,MEM,POR,11/6/16,,,,,,,,,,,,,,,,,,,,MEM,POR,11/6/16,2017,0,POR,1436.345949,1566.099033,0.457286234,0.542713766,94,100
90,,,,,,,,,,,,,,,,,,,L,NYK,UTA,11/6/16,,,,,,,,,,,,,,,,,,,,NYK,UTA,11/6/16,2017,0,UTA,1420.153957,1548.710247,0.458996487,0.541003513,109,114
91,,,,,,,,,,,,,,,,,,,L,TOR,SAC,11/6/16,,,,,,,,,,,,,,,,,,,,TOR,SAC,11/6/16,2017,0,SAC,1590.955267,1432.953146,0.815353653,0.184646347,91,96
92,,,,,,,,,,,,,,,,,,,W,CHI,ORL,11/7/16,,,,,,,,,,,,,,,,,,,,CHI,ORL,11/7/16,2017,0,ORL,1469.248796,1445.866566,0.67045534,0.32954466,112,80
93,,,,,,,,,,,,,,,,,,,W,CHO,IND,11/7/16,,,,,,,,,,,,,,,,,,,,CHO,IND,11/7/16,2017,0,IND,1561.446564,1509.118569,0.706173276,0.293826724,122,100
94,,,,,,,,,,,,,,,,,,,W,GSW,NOP,11/7/16,,,,,,,,,,,,,,,,,,,,GSW,NOP,11/7/16,2017,0,NOP,1670.587184,1373.945492,0.90748054,0.09251946,116,106
95,,,,,,,,,,,,,,,,,,,W,LAC,DET,11/7/16,,,,,,,,,,,,,,,,,,,,LAC,DET,11/7/16,2017,0,DET,1643.70524,1507.848051,0.79538614,0.20461386,114,82
96,,,,,,,,,,,,,,,,,,,W,OKC,MIA,11/7/16,,,,,,,,,,,,,,,,,,,,OKC,MIA,11/7/16,2017,0,MIA,1683.608637,1565.105716,0.778647833,0.221352167,97,85
97,,,,,,,,,,,,,,,,,,,L,PHI,UTA,11/7/16,,,,,,,,,,,,,,,,,,,,PHI,UTA,11/7/16,2017,0,UTA,1260.668852,1555.02622,0.246231908,0.753768092,84,109
98,,,,,,,,,,,,,,,,,,,L,WAS,HOU,11/7/16,,,,,,,,,,,,,,,,,,,,WAS,HOU,11/7/16,2017,0,HOU,1497.197126,1535.602317,0.587724922,0.412275078,106,114
99,,,,,,,,,,,,,,,,,,,W,BRK,MIN,11/8/16,,,,,,,,,,,,,,,,,,,,BRK,MIN,11/8/16,2017,0,MIN,1340.820822,1435.462556,0.507710553,0.492289447,119,110
100,,,,,,,,,,,,,,,,,,,L,CLE,ATL,11/8/16,,,,,,,,,,,,,,,,,,,,CLE,ATL,11/8/16,2017,0,ATL,1710.885529,1573.949201,0.796395275,0.203604725,106,110
101,,,,,,,,,,,,,,,,,,,L,LAL,DAL,11/8/16,,,,,,,,,,,,,,,,,,,,LAL,DAL,11/8/16,2017,0,DAL,1397.722628,1472.169676,0.536707492,0.463292508,97,109
102,,,,,,,,,,,,,,,,,,,W,MEM,DEN,11/8/16,,,,,,,,,,,,,,,,,,,,MEM,DEN,11/8/16,2017,0,DEN,1429.438229,1473.584546,0.579694556,0.420305444,108,107
103,,,,,,,,,,,,,,,,,,,W,POR,PHO,11/8/16,,,,,,,,,,,,,,,,,,,,POR,PHO,11/8/16,2017,0,PHO,1573.006752,1373.960239,0.848315525,0.151684475,124,121
104,,,,,,,,,,,,,,,,,,,W,SAC,NOP,11/8/16,,,,,,,,,,,,,,,,,,,,SAC,NOP,11/8/16,2017,0,NOP,1447.413736,1372.487795,0.732423749,0.267576251,102,94
105,,,,,,,,,,,,,,,,,,,W,ATL,CHI,11/9/16,,,,,,,,,,,,,,,,,,,,ATL,CHI,11/9/16,2017,0,CHI,1586.37857,1482.997318,0.763281747,0.236718253,115,107
106,,,,,,,,,,,,,,,,,,,W,CHO,UTA,11/9/16,,,,,,,,,,,,,,,,,,,,CHO,UTA,11/9/16,2017,0,UTA,1570.618741,1563.197213,0.64984729,0.35015271,104,98
107,,,,,,,,,,,,,,,,,,,W,GSW,DAL,11/9/16,,,,,,,,,,,,,,,,,,,,GSW,DAL,11/9/16,2017,0,DAL,1672.044882,1484.920827,0.839271671,0.160728329,116,95
108,,,,,,,,,,,,,,,,,,,W,IND,PHI,11/9/16,,,,,,,,,,,,,,,,,,,,IND,PHI,11/9/16,2017,0,PHI,1499.946392,1252.497859,0.880804903,0.119195097,122,115
109,,,,,,,,,,,,,,,,,,,W,LAC,POR,11/9/16,,,,,,,,,,,,,,,,,,,,LAC,POR,11/9/16,2017,0,POR,1651.595497,1574.375352,0.73500399,0.26499601,111,80
110,,,,,,,,,,,,,,,,,,,W,NYK,BRK,11/9/16,,,,,,,,,,,,,,,,,,,,NYK,BRK,11/9/16,2017,0,BRK,1413.837985,1350.363638,0.71930847,0.28069153,110,96
111,,,,,,,,,,,,,,,,,,,L,OKC,TOR,11/9/16,,,,,,,,,,,,,,,,,,,,OKC,TOR,11/9/16,2017,0,TOR,1687.993547,1576.494677,0.771620718,0.228379282,102,112
112,,,,,,,,,,,,,,,,,,,L,ORL,MIN,11/9/16,,,,,,,,,,,,,,,,,,,,ORL,MIN,11/9/16,2017,0,MIN,1432.118043,1425.919739,0.648243353,0.351756647,107,123
113,,,,,,,,,,,,,,,,,,,W,PHO,DET,11/9/16,,,,,,,,,,,,,,,,,,,,PHO,DET,11/9/16,2017,0,DET,1372.59164,1499.957794,0.460698182,0.539301818,107,100
114,,,,,,,,,,,,,,,,,,,L,SAS,HOU,11/9/16,,,,,,,,,,,,,,,,,,,,SAS,HOU,11/9/16,2017,0,HOU,1683.179704,1546.827733,0.795849286,0.204150714,99,101
115,,,,,,,,,,,,,,,,,,,W,WAS,BOS,11/9/16,,,,,,,,,,,,,,,,,,,,WAS,BOS,11/9/16,2017,0,BOS,1485.97171,1523.554984,0.588870865,0.411129135,118,93
116,,,,,,,,,,,,,,,,,,,L,DEN,GSW,11/10/16,,,,,,,,,,,,,,,,,,,,DEN,GSW,11/10/16,2017,0,GSW,1470.332197,1676.475162,0.351829288,0.648170712,101,125
117,,,,,,,,,,,,,,,,,,,L,MIA,CHI,11/10/16,,,,,,,,,,,,,,,,,,,,MIA,CHI,11/10/16,2017,0,CHI,1560.720806,1479.300356,0.739686555,0.260313445,95,98
118,,,,,,,,,,,,,,,,,,,L,MIL,NOP,11/10/16,,,,,,,,,,,,,,,,,,,,MIL,NOP,11/10/16,2017,0,NOP,1437.764255,1368.225454,0.726302635,0.273697365,106,112
119,,,,,,,,,,,,,,,,,,,L,SAC,LAL,11/10/16,,,,,,,,,,,,,,,,,,,,SAC,LAL,11/10/16,2017,0,LAL,1451.676077,1384.971477,0.723047482,0.276952518,91,101
120,,,,,,,,,,,,,,,,,,,W,BOS,NYK,11/11/16,,,,,,,,,,,,,,,,,,,,BOS,NYK,11/11/16,2017,0,NYK,1508.540457,1420.223255,0.747257935,0.252742065,115,87
121,,,,,,,,,,,,,,,,,,,L,CHO,TOR,11/11/16,,,,,,,,,,,,,,,,,,,,CHO,TOR,11/11/16,2017,0,TOR,1575.605467,1595.771272,0.612910399,0.387089601,111,113
122,,,,,,,,,,,,,,,,,,,L,OKC,LAC,11/11/16,,,,,,,,,,,,,,,,,,,,OKC,LAC,11/11/16,2017,0,LAC,1668.716952,1661.990156,0.648936745,0.351063255,108,110
123,,,,,,,,,,,,,,,,,,,L,ORL,UTA,11/11/16,,,,,,,,,,,,,,,,,,,,ORL,UTA,11/11/16,2017,0,UTA,1412.198977,1558.210487,0.434168521,0.565831479,74,87
124,,,,,,,,,,,,,,,,,,,W,PHI,IND,11/11/16,,,,,,,,,,,,,,,,,,,,PHI,IND,11/11/16,2017,0,IND,1250.928544,1501.515708,0.295910299,0.704089701,109,105
