,Unnamed: 0,Unnamed: 0.1,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
1269,1269,1269,2018423,2018,MIN,HOU,1564.681883,1718.953472,0.422526014,0.577473986,100,119,Houston,21,29,50,19,-260,21,28,20,31,210,217.5,6,A,5197,5,L ,110.625,108.625,86.875,0.476875,62.25,0.510125,24.625,0.391,22.375,0.803875,84.75,0.475375,54.25,0.5245,30.5,0.389125,21.625,0.75775,1269,2018423,2018,MIN,HOU,1564.681883,1718.953472,0.422526014,0.577473986,100,119,Houston,21,29,50,19,-260,21,28,20,31,210,217.5,6,A,5197,5,L ,106,105.75,84.375,0.48325,59.375,0.5295,25,0.38075,20.75,0.743375,83.75,0.434875,43.75,0.499625,40,0.36725,23.875,0.772
1270,1270,1270,2018423,2018,UTA,OKC,1694.199088,1611.699462,0.74088094,0.25911906,113,96,oklahomaCity,30,22,21,23,170,24,34,32,23,-200,208,-4.5,H,5198,5,W ,109.5,96.875,84.75,0.481125,52.125,0.569,32.625,0.342,24.25,0.7145,81.875,0.434125,57.5,0.462375,24.375,0.35825,22.875,0.7565,1270,2018423,2018,UTA,OKC,1694.199088,1611.699462,0.74088094,0.25911906,113,96,oklahomaCity,30,22,21,23,170,24,34,32,23,-200,208,-4.5,H,5198,5,W ,106.875,107.5,83.25,0.47125,51.25,0.531125,32,0.3705,22.875,0.728875,85.875,0.441375,57,0.47925,28.875,0.36225,28.625,0.74025
1271,1271,1271,2018424,2018,BOS,MIL,1564.255577,1525.274591,0.689982795,0.310017205,92,87,Milwaukee,15,22,24,26,165,23,25,24,20,-195,202.5,-4.5,H,5199,2,W ,107.75,101.375,86.625,0.4695,58.875,0.519125,27.75,0.373875,21.5,0.73775,84.375,0.46175,54.625,0.52375,29.75,0.3545,19.875,0.682,1271,2018424,2018,BOS,MIL,1564.255577,1525.274591,0.689982795,0.310017205,92,87,Milwaukee,15,22,24,26,165,23,25,24,20,-195,202.5,-4.5,H,5199,2,W ,114.25,109.375,89,0.474625,60.5,0.521375,28.5,0.389125,23.625,0.813375,88.875,0.477875,63.5,0.517125,25.375,0.379875,19.875,0.77925
1272,1273,1273,2018424,2018,GSW,SAS,1601.946231,1556.190016,0.698263037,0.301736963,99,91,SanAntonio,20,18,27,26,650,22,27,30,20,-1000,205,-11,H,5200,4,W ,105.5,104.375,84.125,0.49625,60,0.53625,24.125,0.404625,15.125,0.8155,85.375,0.464875,59.5,0.51725,25.875,0.3515,19.25,0.82425,1273,2018424,2018,GSW,SAS,1601.946231,1556.190016,0.698263037,0.301736963,99,91,SanAntonio,20,18,27,26,650,22,27,30,20,-1000,205,-11,H,5200,4,W ,113.375,101.625,83.625,0.516625,59.875,0.570375,23.75,0.374,22.875,0.78,88.375,0.4195,64.25,0.463,24.125,0.309625,25.5,0.794875
1273,1272,1272,2018424,2018,PHI,MIA,1665.094145,1501.05302,0.820530071,0.179469929,104,91,Miami,21,25,20,25,500,23,23,34,24,-700,215.5,-10,H,5201,8,W ,118.375,103.125,94.75,0.47675,64,0.537,30.75,0.35975,22.75,0.737,86.625,0.43575,54.375,0.482375,32.25,0.353625,24.25,0.667,1272,2018424,2018,PHI,MIA,1665.094145,1501.05302,0.820530071,0.179469929,104,91,Miami,21,25,20,25,500,23,23,34,24,-700,215.5,-10,H,5201,8,W ,106.75,102.25,87.625,0.440375,59.25,0.475625,28.375,0.375375,25.125,0.749,87,0.428125,55.5,0.46225,31.5,0.365625,21.25,0.780875
1274,1274,1274,2018425,2018,CLE,IND,1543.074501,1565.900059,0.609271681,0.390728319,98,95,Indiana,25,31,17,22,260,23,26,32,17,-330,206,-6.5,H,5202,6,W ,101.5,101.25,81.125,0.4535,53,0.5035,28.125,0.368125,23.625,0.753875,83.625,0.47525,56.75,0.5245,26.875,0.367125,15.25,0.8045,1274,2018425,2018,CLE,IND,1543.074501,1565.900059,0.609271681,0.390728319,98,95,Indiana,25,31,17,22,260,23,26,32,17,-330,206,-6.5,H,5202,6,W ,100.125,100.875,79.875,0.468125,49.625,0.54825,30.25,0.3375,19.75,0.750375,82.25,0.47175,58.625,0.52175,23.625,0.35425,19.875,0.760125
1275,1276,1276,2018425,2018,HOU,MIN,1731.756194,1551.879161,0.833564288,0.166435712,122,104,Minnesota,26,33,15,30,800,25,30,30,37,-1400,217.5,-12,H,5203,15,W ,108.5,97.75,84.25,0.458875,40.75,0.582625,43.5,0.3435,23.375,0.71625,82.5,0.448125,56.375,0.497125,26.125,0.349,21.125,0.7115,1276,2018425,2018,HOU,MIN,1731.756194,1551.879161,0.833564288,0.166435712,122,104,Minnesota,26,33,15,30,800,25,30,30,37,-1400,217.5,-12,H,5203,15,W ,105,100.625,87.625,0.435625,51.875,0.5025,35.75,0.349875,22.125,0.741375,85.5,0.433125,62.5,0.472125,23,0.328,24.75,0.7825
1276,1277,1277,2018425,2018,OKC,UTA,1605.075657,1700.822893,0.506119913,0.493880087,107,99,Utah,34,22,22,21,125,29,12,37,29,-145,207.5,-2.5,H,5204,12,W ,112.125,109.5,89.75,0.441875,56.875,0.484625,32.875,0.373375,27.75,0.747625,87.125,0.4565,56,0.5175,31.125,0.346375,23.375,0.81925,1277,2018425,2018,OKC,UTA,1605.075657,1700.822893,0.506119913,0.493880087,107,99,Utah,34,22,22,21,125,29,12,37,29,-145,207.5,-2.5,H,5204,12,W ,103.625,108.125,89.875,0.44125,66.125,0.46875,23.75,0.36825,19.25,0.819625,84.375,0.468625,54.625,0.5265,29.75,0.371125,24.625,0.747625
1277,1275,1275,2018425,2018,TOR,WAS,1647.326658,1510.960732,0.795862337,0.204137663,108,98,Washington,24,23,31,20,260,23,25,31,29,-330,216,-7,H,5205,17,W ,109,100.25,85.5,0.479125,52.625,0.53,32.875,0.39975,19,0.732875,87.125,0.426875,64.25,0.462625,22.875,0.33475,21.75,0.81675,1275,2018425,2018,TOR,WAS,1647.326658,1510.960732,0.795862337,0.204137663,108,98,Washington,24,23,31,20,260,23,25,31,29,-330,216,-7,H,5205,17,W ,113.5,102.5,81.25,0.50125,50,0.554125,31.25,0.42425,24.5,0.75975,86.625,0.453,60.25,0.509,26.375,0.33575,19.875,0.824
1278,1278,1278,2018426,2018,MIL,BOS,1521.347778,1568.18239,0.575919494,0.424080506,97,86,Boston,24,15,26,21,170,22,26,26,23,-200,201.5,-4.5,H,5206,5,W ,107.75,102.125,83.375,0.506125,58.25,0.57575,25.125,0.339375,20.5,0.726375,83,0.448,55.25,0.499375,27.75,0.33625,23.375,0.778,1278,2018426,2018,MIL,BOS,1521.347778,1568.18239,0.575919494,0.424080506,97,86,Boston,24,15,26,21,170,22,26,26,23,-200,201.5,-4.5,H,5206,5,W ,102.5,95,80.5,0.49125,51.375,0.559625,29.125,0.362125,18.625,0.7045,82.125,0.404125,55,0.42925,27.125,0.3555,23.125,0.82575
1279,1280,1280,2018427,2018,IND,CLE,1561.785279,1547.189281,0.659185714,0.340814286,121,87,Cleveland,26,21,20,20,110,29,28,35,29,-130,202,-1.5,H,5207,5,W ,108,102.125,89.375,0.48075,61.375,0.531,28,0.367,15.5,0.74475,83,0.4615,49.375,0.539125,33.625,0.3435,18.125,0.757875,1280,2018427,2018,IND,CLE,1561.785279,1547.189281,0.659185714,0.340814286,121,87,Cleveland,26,21,20,20,110,29,28,35,29,-130,202,-1.5,H,5207,5,W ,108.875,106.5,84.75,0.491,54.125,0.557125,30.625,0.363125,18.75,0.72725,83.875,0.4565,50.75,0.520375,33.125,0.356375,23,0.760625
1280,1281,1281,2018427,2018,UTA,OKC,1691.88512,1614.01343,0.735733861,0.264266139,96,91,oklahomaCity,22,19,29,21,230,18,23,37,18,-280,207,-7,H,5208,8,W ,109.75,95.875,83.875,0.491125,52.25,0.567875,31.625,0.368125,24,0.66975,81.75,0.433375,57.25,0.46025,24.5,0.360875,22.125,0.731625,1281,2018427,2018,UTA,OKC,1691.88512,1614.01343,0.735733861,0.264266139,96,91,oklahomaCity,22,19,29,21,230,18,23,37,18,-280,207,-7,H,5208,8,W ,103.25,102.375,83.375,0.456625,51.875,0.515375,31.5,0.356125,22.875,0.69625,86.5,0.4215,56,0.46375,30.5,0.3395,26,0.71925
1281,1279,1279,2018427,2018,WAS,TOR,1507.397609,1650.889781,0.43773463,0.56226537,92,102,Toronto,20,30,23,29,-140,30,23,25,14,120,214.5,2,A,5209,5,L ,106.25,100.875,84.875,0.46675,60,0.48675,24.875,0.40825,21,0.797375,83.625,0.44425,57.75,0.48825,25.875,0.344875,24.125,0.7505,1279,2018427,2018,WAS,TOR,1507.397609,1650.889781,0.43773463,0.56226537,92,102,Toronto,20,30,23,29,-140,30,23,25,14,120,214.5,2,A,5209,5,L ,111,106.75,84.5,0.4815,60.875,0.507375,23.625,0.4255,24.75,0.812125,86.5,0.469375,56.125,0.551,30.375,0.3375,19,0.83025
1282,1282,1282,2018428,2018,BOS,MIL,1559.224001,1530.306168,0.677457236,0.322542764,112,96,Milwaukee,17,25,25,29,180,30,20,31,31,-220,195.5,-5,H,5210,2,W ,109.25,101,86.25,0.48475,59.75,0.540375,26.5,0.372,22.125,0.697875,83,0.469375,53.25,0.539,29.75,0.349875,18.5,0.718125,1282,2018428,2018,BOS,MIL,1559.224001,1530.306168,0.677457236,0.322542764,112,96,Milwaukee,17,25,25,29,180,30,20,31,31,-220,195.5,-5,H,5210,2,W ,114.875,106.875,90.125,0.47325,60.875,0.5285,29.25,0.369875,24.375,0.76575,87.25,0.468,61,0.51725,26.25,0.35275,20.875,0.78475
1283,1283,1283,2018428,2018,GSW,NOP,1606.853183,1623.770725,0.617337169,0.382662831,123,101,Neworleans,34,21,19,27,255,35,41,27,20,-320,223.5,-7,H,5211,7,W ,109.5,103.25,84.125,0.5045,58.5,0.548125,25.625,0.4055,17.875,0.79675,86.5,0.45925,61,0.513625,25.5,0.337875,18.375,0.82925,1283,2018428,2018,GSW,NOP,1606.853183,1623.770725,0.617337169,0.382662831,123,101,Neworleans,34,21,19,27,255,35,41,27,20,-320,223.5,-7,H,5211,7,W ,108,107.875,93.125,0.459,61.625,0.513125,31.5,0.342,16.625,0.701125,91.5,0.473375,64.625,0.509875,26.875,0.382125,15,0.75725
1284,1284,1284,2018429,2018,CLE,IND,1532.228515,1576.746045,0.579173822,0.420826178,105,101,Indiana,19,24,31,27,211,31,23,22,29,-255,200.5,-5,H,5212,2,W ,101.25,101.125,79.125,0.44775,50.375,0.502125,28.75,0.359125,26.75,0.759125,82.5,0.471125,55,0.527375,27.5,0.354625,17.5,0.799375,1284,2018429,2018,CLE,IND,1532.228515,1576.746045,0.579173822,0.420826178,105,101,Indiana,19,24,31,27,211,31,23,22,29,-255,200.5,-5,H,5212,2,W ,100.375,100.25,79.375,0.454875,49.375,0.53225,30,0.32825,23.625,0.763875,82.25,0.4655,58,0.514,24.25,0.356125,20.375,0.746625
1285,1285,1285,2018429,2018,HOU,UTA,1735.898519,1695.14126,0.69216574,0.30783426,110,96,Utah,21,18,29,28,711,34,30,22,24,-1100,206,-11.5,H,5213,1,W ,107.5,99,82.875,0.460125,42.5,0.55275,40.375,0.370375,23.75,0.708125,80.875,0.462875,56.625,0.506375,24.25,0.36175,21.75,0.711875,1285,2018429,2018,HOU,UTA,1735.898519,1695.14126,0.69216574,0.30783426,110,96,Utah,21,18,29,28,711,34,30,22,24,-1100,206,-11.5,H,5213,1,W ,101.875,105.125,88.625,0.43375,63,0.452125,25.625,0.383125,18.875,0.812125,82.875,0.47,53.875,0.531625,29,0.36175,23.75,0.722375
1286,1286,1286,2018430,2018,BOS,PHI,1567.445112,1668.725166,0.498157864,0.501842136,117,101,Philadelphia,22,23,30,26,-220,25,31,31,30,180,205.5,5,H,5214,7,W ,110.125,101.25,85.875,0.488125,57.125,0.54225,28.75,0.38125,21.125,0.70975,83.375,0.46425,54.75,0.52425,28.625,0.34525,20.125,0.714375,1286,2018430,2018,BOS,PHI,1567.445112,1668.725166,0.498157864,0.501842136,117,101,Philadelphia,22,23,30,26,-220,25,31,31,30,180,205.5,5,H,5214,7,W ,104.875,113.625,89,0.4245,56.25,0.45275,32.75,0.371,24.875,0.701,87.75,0.47125,54.625,0.53375,33.125,0.361625,25.375,0.749
1287,1288,1288,2018501,2018,GSW,NOP,1619.41898,1611.204929,0.650884672,0.349115328,121,116,Neworleans,29,26,31,30,600,27,31,30,33,-900,229.5,-11,H,5215,13,W ,114.5,106.25,84.75,0.51275,56.25,0.56725,28.5,0.409375,20.125,0.81525,89.5,0.45625,62,0.50925,27.5,0.346,18,0.843125,1288,2018501,2018,GSW,NOP,1619.41898,1611.204929,0.650884672,0.349115328,121,116,Neworleans,29,26,31,30,600,27,31,30,33,-900,229.5,-11,H,5215,13,W ,108.875,111,92.875,0.457625,62.25,0.51325,30.625,0.33475,19,0.70925,92.625,0.481,63.75,0.520875,28.875,0.39025,14.625,0.76075
1288,1287,1287,2018501,2018,TOR,CLE,1659.669498,1537.325213,0.782435578,0.217564422,112,113,Cleveland,19,38,25,23,225,33,27,27,18,-275,213.5,-7,A,5216,1,L ,109.75,99.75,85.375,0.477,53.5,0.53375,31.875,0.384375,21.125,0.76225,88,0.4205,63,0.456375,25,0.32925,21,0.80875,1287,2018501,2018,TOR,CLE,1659.669498,1537.325213,0.782435578,0.217564422,112,113,Cleveland,19,38,25,23,225,33,27,27,18,-275,213.5,-7,A,5216,1,L ,108.625,105.5,85.75,0.487375,56.25,0.5595,29.5,0.345875,19.375,0.727,85.75,0.44475,51.75,0.504875,34,0.35275,22.375,0.748875
1289,1289,1289,2018502,2018,HOU,UTA,1743.015626,1688.024153,0.709344511,0.290655489,108,116,Utah,36,28,22,30,700,28,27,30,23,-1100,205,-11,A,5217,8,L ,108,100.625,84.625,0.456125,44.375,0.552125,40.25,0.358125,23.5,0.72375,80.75,0.466625,56.5,0.50525,24.25,0.3735,23.25,0.700375,1289,2018502,2018,HOU,UTA,1743.015626,1688.024153,0.709344511,0.290655489,108,116,Utah,36,28,22,30,700,28,27,30,23,-1100,205,-11,A,5217,8,L ,104,105.875,89.125,0.4315,60.75,0.459875,28.375,0.366875,21,0.8015,82.375,0.474375,52.875,0.53675,29.5,0.36675,24.625,0.700125
1290,1291,1291,2018503,2018,BOS,PHI,1581.569958,1654.60032,0.538734659,0.461265341,108,103,Philadelphia,31,25,19,28,-180,22,29,28,29,150,206.5,3.5,H,5218,7,W ,109.75,101.125,86,0.475,57,0.5195,29,0.381875,22,0.75725,84.125,0.4605,55.125,0.5235,29,0.336125,19.75,0.730125,1291,2018503,2018,BOS,PHI,1581.569958,1654.60032,0.538734659,0.461265341,108,103,Philadelphia,31,25,19,28,-180,22,29,28,29,150,206.5,3.5,H,5218,7,W ,106.125,111.75,87.875,0.43,54.75,0.45425,33.125,0.38525,25.125,0.7205,88.125,0.466625,55.5,0.526125,32.625,0.36025,24.125,0.73925
1291,1290,1290,2018503,2018,TOR,CLE,1651.975932,1545.018779,0.76698084,0.23301916,110,128,Cleveland,26,35,37,30,240,29,34,24,23,-300,213,-6.5,A,5219,7,L ,109.25,102,84,0.481,52.625,0.538875,31.375,0.386625,21.375,0.778625,87.375,0.435875,62.875,0.478875,24.5,0.328,22.125,0.785,1290,2018503,2018,TOR,CLE,1651.975932,1545.018779,0.76698084,0.23301916,110,128,Cleveland,26,35,37,30,240,29,34,24,23,-300,213,-6.5,A,5219,7,L ,110.125,111.625,86.125,0.496,56.5,0.5665,29.625,0.357125,18.25,0.746875,85.625,0.4735,51.625,0.531625,34,0.386375,22.875,0.75575
1292,1292,1292,2018504,2018,NOP,GSW,1606.682711,1623.941197,0.616873426,0.383126574,119,100,GoldenState,21,35,19,25,-220,30,32,30,27,180,233,4.5,H,5220,6,W ,118.625,107.375,88.375,0.52275,61.125,0.5975,27.25,0.335875,20.875,0.80975,92.375,0.43925,61.5,0.49525,30.875,0.329375,20.5,0.79525,1292,2018504,2018,NOP,GSW,1606.682711,1623.941197,0.616873426,0.383126574,119,100,GoldenState,21,35,19,25,-220,30,32,30,27,180,233,4.5,H,5220,6,W ,108.375,103.125,89.875,0.458375,57.75,0.51675,32.125,0.362125,18.875,0.76725,86.125,0.446875,57.875,0.518875,28.25,0.30675,21,0.838
1293,1293,1293,2018504,2018,UTA,HOU,1702.728055,1728.311724,0.605485528,0.394514472,92,113,Houston,39,31,23,20,-200,22,18,25,27,170,209.5,4.5,A,5221,1,L ,109.5,97.875,84.125,0.491375,53,0.558625,31.125,0.381375,23.25,0.660125,82.625,0.439,56.25,0.488125,26.375,0.32775,22.125,0.750375,1293,2018504,2018,UTA,HOU,1702.728055,1728.311724,0.605485528,0.394514472,92,113,Houston,39,31,23,20,-200,22,18,25,27,170,209.5,4.5,A,5221,1,L ,104.875,106.5,84.5,0.473625,58.875,0.514125,25.625,0.3865,21.125,0.720375,82.875,0.4435,43.5,0.519375,39.375,0.35975,24.125,0.78725
1294,1295,1295,2018505,2018,CLE,TOR,1573.017394,1623.977317,0.570109366,0.429890634,105,103,Toronto,19,21,25,38,170,24,31,24,26,-200,214.5,-4.5,H,5222,0,W ,102.125,103.125,78.375,0.456375,49.75,0.518375,28.625,0.35125,27,0.76675,82,0.478875,55,0.536375,27,0.36,19.25,0.78575,1295,2018505,2018,CLE,TOR,1573.017394,1623.977317,0.570109366,0.429890634,105,103,Toronto,19,21,25,38,170,24,31,24,26,-200,214.5,-4.5,H,5222,0,W ,107.625,103.5,84.625,0.46625,60.875,0.500375,23.75,0.392375,24.375,0.8095,84.875,0.461,54.625,0.542375,30.25,0.331625,19.25,0.8215
1295,1294,1294,2018505,2018,PHI,BOS,1648.245241,1587.925037,0.715628008,0.284371992,98,101,Boston,19,29,21,20,400,20,31,17,21,-550,206,-9.5,A,5223,15,L ,115.875,103.125,94.625,0.468375,64,0.524,30.625,0.361,21.625,0.73925,86.25,0.44425,53.125,0.501875,33.125,0.35025,22.75,0.65125,1294,2018505,2018,PHI,BOS,1648.245241,1587.925037,0.715628008,0.284371992,98,101,Boston,19,29,21,20,400,20,31,17,21,-550,206,-9.5,A,5223,15,L ,103,94.875,82.5,0.48475,54,0.5485,28.5,0.35675,18.5,0.729,82.625,0.407375,54.375,0.45275,28.25,0.328,23.125,0.781125
1296,1296,1296,2018506,2018,NOP,GSW,1618.043624,1612.580284,0.647278028,0.352721972,92,118,GoldenState,37,24,33,24,-250,22,32,19,19,200,231.5,5.5,A,5224,0,L ,114.125,106.5,87.5,0.499875,60,0.573,27.5,0.323875,21.875,0.8075,93.375,0.438,63.25,0.498125,30.125,0.3165,19.25,0.801125,1296,2018506,2018,NOP,GSW,1618.043624,1612.580284,0.647278028,0.352721972,92,118,GoldenState,37,24,33,24,-250,22,32,19,19,200,231.5,5.5,A,5224,0,L ,107.875,103.875,90,0.452125,58.125,0.513875,31.875,0.345625,20.25,0.762,87.625,0.445625,58.5,0.519375,29.125,0.305125,19.75,0.848375
1297,1297,1297,2018506,2018,UTA,HOU,1680.905884,1750.133895,0.544169018,0.455830982,87,100,Houston,30,28,21,21,-290,23,25,17,22,235,211,6,A,5225,0,L ,107,98.25,85.25,0.472,54.375,0.535125,30.875,0.363125,22.5,0.688,83.5,0.431375,55.25,0.491,28.25,0.31175,22.375,0.784625,1297,2018506,2018,UTA,HOU,1680.905884,1750.133895,0.544169018,0.455830982,87,100,Houston,30,28,21,21,-290,23,25,17,22,235,211,6,A,5225,0,L ,100.75,102.875,84.125,0.4565,57.375,0.50575,26.75,0.354125,20.375,0.72425,84.125,0.427125,44.375,0.508375,39.75,0.3355,21.75,0.811125
1298,1299,1299,2018507,2018,CLE,TOR,1577.01491,1619.979801,0.581350666,0.418649334,128,93,Toronto,26,21,25,21,180,30,33,37,28,-220,213,-5,H,5226,5,W ,104.125,101.5,79.25,0.469,51.125,0.53375,28.125,0.354875,26.25,0.756125,80.125,0.48,55.5,0.53425,24.625,0.352875,20.375,0.779875,1299,2018507,2018,CLE,TOR,1577.01491,1619.979801,0.581350666,0.418649334,128,93,Toronto,26,21,25,21,180,30,33,37,28,-220,213,-5,H,5226,5,W ,109.875,102.75,84.125,0.48375,59.25,0.524125,24.875,0.398625,23.5,0.803,84.75,0.460125,57,0.524375,27.75,0.336375,19.375,0.81725
1299,1298,1298,2018507,2018,PHI,BOS,1639.066393,1597.103885,0.693642055,0.306357945,103,92,Boston,22,21,22,27,260,21,26,29,27,-330,206.5,-7,H,5227,8,W ,113.625,102.75,95,0.45025,63.75,0.50775,31.25,0.341,22.625,0.752,85.5,0.443375,53.625,0.5055,31.875,0.342625,23.125,0.68825,1298,2018507,2018,PHI,BOS,1639.066393,1597.103885,0.693642055,0.306357945,103,92,Boston,22,21,22,27,260,21,26,29,27,-330,206.5,-7,H,5227,8,W ,104.125,94.25,84,0.483375,56.375,0.54175,27.625,0.35625,19.125,0.723875,82.125,0.403625,52.5,0.46125,29.625,0.299625,23.875,0.77875
1300,1301,1301,2018508,2018,GSW,NOP,1640.458071,1590.165837,0.703735856,0.296264144,113,104,Neworleans,26,30,19,29,650,32,27,36,18,-1000,230.5,-12,H,5228,10,W ,115.25,104.75,87.75,0.505,58.375,0.567875,29.375,0.37925,19.75,0.794375,89.625,0.4455,61.625,0.50075,28,0.329375,18.75,0.824375,1301,2018508,2018,GSW,NOP,1640.458071,1590.165837,0.703735856,0.296264144,113,104,Neworleans,26,30,19,29,650,32,27,36,18,-1000,230.5,-12,H,5228,10,W ,109.625,111.25,94,0.4585,63,0.521875,31,0.315,18.625,0.72175,92.5,0.478875,63.875,0.517875,28.625,0.3895,15.875,0.750375
1301,1300,1300,2018508,2018,HOU,UTA,1763.80563,1667.234149,0.756126013,0.243873987,112,102,Utah,16,30,32,24,700,21,33,21,37,-1100,208,-11.5,H,5229,6,W ,107,100.375,84.5,0.452375,45.125,0.52575,39.375,0.372375,22.25,0.743375,81.875,0.45925,57.25,0.502125,24.625,0.358125,23,0.708625,1300,2018508,2018,HOU,UTA,1763.80563,1667.234149,0.756126013,0.243873987,112,102,Utah,16,30,32,24,700,21,33,21,37,-1100,208,-11.5,H,5229,6,W ,105.875,103.5,88.25,0.439,58,0.4655,30.25,0.383,21.375,0.788375,83,0.457375,53.5,0.511625,29.5,0.36225,24.125,0.705375
1302,1302,1302,2018509,2018,BOS,PHI,1591.045139,1645.125139,0.565702064,0.434297936,114,112,Philadelphia,24,28,30,30,105,25,36,22,31,-125,204.5,-1.5,H,5230,21,W ,110.75,101.125,86.375,0.466875,57.75,0.50925,28.625,0.37675,24.625,0.7705,83.625,0.459,56.375,0.5205,27.25,0.330125,21.875,0.728625,1302,2018509,2018,BOS,PHI,1591.045139,1645.125139,0.565702064,0.434297936,114,112,Philadelphia,24,28,30,30,105,25,36,22,31,-125,204.5,-1.5,H,5230,21,W ,109,113.125,85.875,0.441375,55.125,0.4595,30.75,0.400125,28.375,0.731625,86.5,0.472375,56,0.51725,30.5,0.3815,26.375,0.7495
1303,1303,1303,2018513,2018,BOS,CLE,1595.093361,1596.615483,0.638043918,0.361956082,108,83,Cleveland,18,17,29,19,-120,36,25,17,30,100,204.5,1,H,5231,2,W ,110.5,99.375,84.125,0.4745,54.75,0.51925,29.375,0.391375,24.375,0.77625,83,0.453125,57.5,0.513,25.5,0.315,22.375,0.741125,1303,2018513,2018,BOS,CLE,1595.093361,1596.615483,0.638043918,0.361956082,108,83,Cleveland,18,17,29,19,-120,36,25,17,30,100,204.5,1,H,5231,2,W ,110.5,107.25,87.125,0.495875,56.375,0.563375,30.75,0.37325,16.875,0.738,84.75,0.458,51,0.5225,33.75,0.3565,22.875,0.75575
1304,1304,1304,2018514,2018,HOU,GSW,1768.17943,1645.606612,0.78265944,0.21734056,106,119,GoldenState,29,27,31,32,110,30,26,24,26,-130,225.5,-1.5,A,5232,5,L ,108.25,103.5,86,0.4515,46.625,0.520625,39.375,0.372375,21.875,0.7545,81.25,0.4675,55.25,0.51575,26,0.367625,24.375,0.73825,1304,2018514,2018,HOU,GSW,1768.17943,1645.606612,0.78265944,0.21734056,106,119,GoldenState,29,27,31,32,110,30,26,24,26,-130,225.5,-1.5,A,5232,5,L ,107.75,104.875,89,0.4625,57.25,0.5225,31.75,0.359875,18.25,0.756625,87.25,0.4495,57.625,0.520125,29.625,0.319875,19.875,0.849
1305,1305,1305,2018515,2018,BOS,CLE,1607.958581,1583.750263,0.671505157,0.328494843,107,94,Cleveland,27,28,22,17,-110,23,25,36,23,-110,205,0,H,5233,2,W ,109.75,97.75,83.875,0.477,53.875,0.52925,30,0.378875,23.5,0.771375,82.625,0.45075,55.875,0.517375,26.75,0.30775,21.5,0.715625,1305,2018515,2018,BOS,CLE,1607.958581,1583.750263,0.671505157,0.328494843,107,94,Cleveland,27,28,22,17,-110,23,25,36,23,-110,205,0,H,5233,2,W ,107.375,102.75,86,0.488375,56.25,0.55225,29.75,0.36875,16.75,0.737125,83.875,0.45125,50.5,0.523,33.375,0.338,20.875,0.738375
1306,1306,1306,2018516,2018,HOU,GSW,1744.845037,1668.941005,0.733525735,0.266474265,127,105,GoldenState,21,29,29,26,110,26,38,31,32,-130,225.5,-2,H,5234,5,W ,111.375,103.125,87.5,0.456125,47.5,0.528875,40,0.37275,22.375,0.76475,80.5,0.475375,54.875,0.527875,25.625,0.36725,23,0.742,1306,2018516,2018,HOU,GSW,1744.845037,1668.941005,0.733525735,0.266474265,127,105,GoldenState,21,29,29,26,110,26,38,31,32,-130,225.5,-2,H,5234,5,W ,107.875,104.75,88.375,0.459125,55,0.532875,33.375,0.342875,19.75,0.76225,87.5,0.451125,57.75,0.523375,29.75,0.318625,19.625,0.8315
1307,1307,1307,2018519,2018,CLE,BOS,1576.427909,1615.280935,0.587100133,0.412899867,116,86,Boston,17,24,22,23,260,32,29,26,29,-330,207,-7,H,5235,0,W ,103.75,97.875,79.125,0.46175,50.125,0.52075,29,0.35725,26.5,0.762,77.625,0.4665,52.875,0.524375,24.75,0.333375,22.125,0.771,1307,2018519,2018,CLE,BOS,1576.427909,1615.280935,0.587100133,0.412899867,116,86,Boston,17,24,22,23,260,32,29,26,29,-330,207,-7,H,5235,0,W ,105.375,92.25,83.625,0.47625,54.25,0.52075,29.375,0.3875,20.25,0.73875,81.25,0.394,51.75,0.44975,29.5,0.29575,24.375,0.778
