,Unnamed: 0,Unnamed: 0.1,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
1265,1266,1266,2017424,2017,ATL,WAS,1488.487468,1577.621167,0.515632767,0.484367233,111,101,Washington,35,15,27,24,120,2.5,31,18,34,-140,213,-2.5,H,3888,2,W ,107.875,103.375,89,0.44125,61.875,0.50325,27.125,0.30625,29.875,0.719125,89.875,0.419125,59.375,0.474125,30.5,0.3025,23.625,0.790875,1266,2017424,2017,ATL,WAS,1488.487468,1577.621167,0.515632767,0.484367233,111,101,Washington,35,15,27,24,120,2.5,31,18,34,-140,213,-2.5,H,3888,2,W ,113.5,104.875,87.375,0.491375,60.25,0.543,27.125,0.382375,23.625,0.772125,86.25,0.459875,59,0.517375,27.25,0.335,21.375,0.7795
1266,1267,1267,2017424,2017,POR,GSW,1551.004143,1781.897006,0.320063523,0.679936477,103,128,GoldenState,45,27,34,22,-420,106.5,26,32,23,350,222,9,A,3889,0,L ,108.5,107,87.875,0.437875,55.125,0.458625,32.75,0.4075,22.375,0.791375,86.25,0.459375,62.375,0.502375,23.875,0.33825,25.25,0.77225,1267,2017424,2017,POR,GSW,1551.004143,1781.897006,0.320063523,0.679936477,103,128,GoldenState,45,27,34,22,-420,106.5,26,32,23,350,222,9,A,3889,0,L ,102.5,112.25,87.75,0.417375,58.25,0.468375,29.5,0.31,26,0.78175,86.5,0.48625,56.25,0.536125,30.25,0.41275,21.625,0.764625
1267,1265,1265,2017424,2017,TOR,MIL,1578.062151,1524.568721,0.707563371,0.292436629,118,93,Milwaukee,20,28,25,20,200,95.5,26,33,28,-240,193,-6,H,3890,4,W ,108,101.375,80.125,0.48375,56.25,0.50975,23.875,0.431375,27.625,0.746625,82.875,0.4465,57.25,0.473375,25.625,0.387625,23,0.775,1265,2017424,2017,TOR,MIL,1578.062151,1524.568721,0.707563371,0.292436629,118,93,Milwaukee,20,28,25,20,200,95.5,26,33,28,-240,193,-6,H,3890,4,W ,101.875,93.125,80.375,0.446125,50.75,0.507625,29.625,0.336375,25.875,0.7905,79,0.45,56.25,0.491,22.75,0.3495,19.25,0.76375
1268,1268,1268,2017425,2017,HOU,OKC,1618.105583,1526.262271,0.751072196,0.248927804,105,99,OklahomaCity,22,22,33,22,303,109.5,35,21,33,-380,223.5,-7.5,H,3891,5,W ,115.375,108.875,85.75,0.4635,47,0.59025,38.75,0.308125,31.25,0.759,94.25,0.440625,62.375,0.520625,31.875,0.306125,21.625,0.76725,1268,2017425,2017,HOU,OKC,1618.105583,1526.262271,0.751072196,0.248927804,105,99,OklahomaCity,22,22,33,22,303,109.5,35,21,33,-380,223.5,-7.5,H,3891,5,W ,108.375,102.375,84.875,0.462,56.5,0.54475,28.375,0.3135,27.625,0.782625,91.25,0.405125,61.5,0.457,29.75,0.294,26.5,0.744875
1269,1270,1270,2017425,2017,LAC,UTA,1637.268604,1615.490055,0.668412479,0.331587521,92,96,Utah,19,27,18,32,135,101.5,22,15,34,-155,195.5,-3,A,3892,9,L ,110.75,100.5,79.375,0.504375,53.5,0.564625,25.875,0.379625,26.125,0.7805,83,0.453375,55.625,0.50825,27.375,0.3575,21.875,0.73275,1270,2017425,2017,LAC,UTA,1637.268604,1615.490055,0.668412479,0.331587521,92,96,Utah,19,27,18,32,135,101.5,22,15,34,-155,195.5,-3,A,3892,9,L ,98.125,98.125,80.125,0.463375,57.25,0.50375,22.875,0.347375,19.375,0.7925,81.75,0.45725,54.875,0.500375,26.875,0.371375,18.25,0.726625
1270,1269,1269,2017425,2017,SAS,MEM,1648.961641,1494.408429,0.812345934,0.187654066,116,103,Memphis,23,26,27,27,562,93,32,32,29,-800,188,-10.5,H,3893,1,W ,100.875,96.125,78.25,0.469125,54.375,0.482375,23.875,0.447125,20.625,0.80625,83.25,0.45675,60.75,0.490375,22.5,0.37325,15.5,0.7655,1269,2017425,2017,SAS,MEM,1648.961641,1494.408429,0.812345934,0.187654066,116,103,Memphis,23,26,27,27,562,93,32,32,29,-800,188,-10.5,H,3893,1,W ,102.5,91.625,74.625,0.490625,50.625,0.525375,24,0.425625,24,0.781875,81.875,0.4255,55.875,0.474625,26,0.323,18.125,0.76575
1271,1272,1272,2017426,2017,BOS,CHI,1587.353001,1517.89421,0.726211069,0.273788931,108,97,Chicago,20,30,31,16,299,103,29,27,29,-375,205,-7.5,H,3894,18,W ,105.125,105.75,86.375,0.4355,50.25,0.525375,36.125,0.311,24.25,0.76525,86.5,0.4545,59.125,0.513125,27.375,0.330375,21.25,0.85875,1272,2017426,2017,BOS,CHI,1587.353001,1517.89421,0.726211069,0.273788931,108,97,Chicago,20,30,31,16,299,103,29,27,29,-375,205,-7.5,H,3894,18,W ,101,104.875,86.625,0.428875,55.25,0.508125,31.375,0.291125,21.875,0.78025,87.125,0.46425,62.125,0.5015,25,0.37875,17.375,0.83675
1272,1271,1271,2017426,2017,WAS,ATL,1567.654748,1498.453887,0.725915756,0.274084244,103,99,Atlanta,25,24,30,20,230,110.5,27,33,20,-280,210.5,-6.5,H,3895,7,W ,111.5,104.875,90.875,0.462625,63.875,0.50475,27,0.35675,21.75,0.827,83.125,0.45475,58.75,0.5235,24.375,0.286375,28.625,0.7675,1271,2017426,2017,WAS,ATL,1567.654748,1498.453887,0.725915756,0.274084244,103,99,Atlanta,25,24,30,20,230,110.5,27,33,20,-280,210.5,-6.5,H,3895,7,W ,102.375,99,85.625,0.44825,56.125,0.522125,29.5,0.3185,19.75,0.84475,82.625,0.427125,56.125,0.46675,26.5,0.34575,23.875,0.801
1273,1274,1274,2017427,2017,MEM,SAS,1490.587885,1652.782185,0.411439154,0.588560846,96,103,SanAntonio,24,21,30,28,-215,6,28,24,22,180,191,5,A,3896,9,L ,99.25,98.625,77.125,0.467625,51.875,0.48925,25.25,0.419375,19.5,0.843625,81.5,0.442625,52.875,0.4895,28.625,0.356375,22.375,0.729,1274,2017427,2017,MEM,SAS,1490.587885,1652.782185,0.411439154,0.588560846,96,103,SanAntonio,24,21,30,28,-215,6,28,24,22,180,191,5,A,3896,9,L ,98.5,100.25,79.625,0.453125,55.75,0.47725,23.875,0.398375,20.375,0.8155,84.125,0.4525,59.75,0.493875,24.375,0.352,21.75,0.7545
1274,1273,1273,2017427,2017,MIL,TOR,1514.581917,1588.048955,0.538109943,0.461890057,89,92,Toronto,28,23,23,18,105,97,14,23,28,-125,196.5,-1.5,A,3897,5,L ,95.625,94.375,80.125,0.447375,54,0.478,26.125,0.3855,19.375,0.72125,80,0.442625,55.875,0.495375,24.125,0.331125,19.125,0.787375,1273,2017427,2017,MIL,TOR,1514.581917,1588.048955,0.538109943,0.461890057,89,92,Toronto,28,23,23,18,105,97,14,23,28,-125,196.5,-1.5,A,3897,5,L ,93.125,94.125,80,0.43475,54.875,0.476875,25.125,0.350375,20,0.761625,78.5,0.448875,53.875,0.513125,24.625,0.314875,19,0.821125
1275,1275,1275,2017428,2017,ATL,WAS,1495.400391,1570.708245,0.535475148,0.464524852,99,115,Washington,30,35,24,26,135,102,23,36,17,-155,208.5,-3,A,3898,0,L ,108.125,103.625,87.75,0.455,59.875,0.529,27.875,0.30775,28.25,0.72275,88.75,0.423125,57.5,0.483,31.25,0.299125,24.375,0.784,1275,2017428,2017,ATL,WAS,1495.400391,1570.708245,0.535475148,0.464524852,99,115,Washington,30,35,24,26,135,102,23,36,17,-155,208.5,-3,A,3898,0,L ,109.25,103.75,86.75,0.479875,59.375,0.536625,27.375,0.3675,21.375,0.786125,84.375,0.46525,58.375,0.521625,26,0.339375,20.875,0.802625
1276,1276,1276,2017428,2017,CHI,BOS,1512.584458,1592.662753,0.528638258,0.471361742,83,105,Boston,30,24,34,17,-155,104.5,18,18,24,135,203.5,3,A,3899,0,L ,101.375,96.875,86.375,0.435,61.5,0.46225,24.875,0.366375,20.625,0.8325,84.25,0.442875,52.625,0.521375,31.625,0.31225,17.125,0.71725,1276,2017428,2017,CHI,BOS,1512.584458,1592.662753,0.528638258,0.471361742,83,105,Boston,30,24,34,17,-155,104.5,18,18,24,135,203.5,3,A,3899,0,L ,99.5,107.125,83.75,0.42125,57.75,0.47175,26,0.30775,25.125,0.831875,83.25,0.464625,47,0.564375,36.25,0.337,22.75,0.7635
1277,1277,1277,2017428,2017,UTA,LAC,1624.857203,1627.901456,0.63601793,0.36398207,93,98,LAClippers,20,27,31,20,211,98.5,23,25,23,-255,195.5,-5.5,A,3900,10,L ,104.25,99,75.5,0.50575,49.5,0.540375,26,0.45025,24.125,0.682625,80,0.46125,57.875,0.502125,22.125,0.360625,23.25,0.772,1277,2017428,2017,UTA,LAC,1624.857203,1627.901456,0.63601793,0.36398207,93,98,LAClippers,20,27,31,20,211,98.5,23,25,23,-255,195.5,-5.5,A,3900,10,L ,105.5,108.875,81.625,0.487,56.5,0.53875,25.125,0.37325,24,0.69275,79.625,0.505,53.625,0.55075,26,0.405875,25.5,0.68175
1278,1278,1278,2017430,2017,BOS,WAS,1611.47569,1586.067697,0.673026689,0.326973311,123,111,Washington,38,26,16,31,155,107.5,35,36,28,-175,216,-4.5,H,3901,1,W ,108,106.75,86.625,0.449625,50.25,0.535125,36.375,0.331375,23.25,0.767375,87.625,0.452,60.125,0.505875,27.5,0.33925,21.875,0.837,1278,2017430,2017,BOS,WAS,1611.47569,1586.067697,0.673026689,0.326973311,123,111,Washington,38,26,16,31,155,107.5,35,36,28,-175,216,-4.5,H,3901,1,W ,112.75,106.625,89,0.4865,59.875,0.541625,29.125,0.378375,19.375,0.8095,84.375,0.47825,57.625,0.534375,26.75,0.357,21.625,0.774875
1279,1279,1279,2017430,2017,LAC,UTA,1637.605977,1615.152682,0.669272789,0.330727211,91,104,Utah,24,22,33,25,144,98.5,15,24,28,-165,190.5,-3.5,A,3902,6,L ,105.5,98,79,0.488375,53.75,0.548,25.25,0.359625,24.75,0.761375,81.25,0.45475,56.5,0.50275,24.75,0.3675,21.125,0.74875,1279,2017430,2017,LAC,UTA,1637.605977,1615.152682,0.669272789,0.330727211,91,104,Utah,24,22,33,25,144,98.5,15,24,28,-165,190.5,-3.5,A,3902,6,L ,96,99.25,79.625,0.461625,57,0.501625,22.625,0.345,19.125,0.753,80.875,0.46675,55.625,0.504375,25.25,0.390625,18.875,0.73425
1280,1280,1280,2017501,2017,CLE,TOR,1568.394625,1594.196171,0.605185893,0.394814107,116,105,Toronto,18,30,26,31,263,1.5,32,34,20,-325,211,-6.5,H,3903,1,W ,113,109.125,83.5,0.494625,49.25,0.570875,34.25,0.388875,23.75,0.714,87.75,0.468,57.75,0.51425,30,0.379875,19,0.832875,1280,2017501,2017,CLE,TOR,1568.394625,1594.196171,0.605185893,0.394814107,116,105,Toronto,18,30,26,31,263,1.5,32,34,20,-325,211,-6.5,H,3903,1,W ,96.875,95.5,80.375,0.444875,54.5,0.482625,25.875,0.370625,21.125,0.758875,79.5,0.4435,54.25,0.508125,25.25,0.309375,20.375,0.830125
1281,1281,1281,2017501,2017,SAS,HOU,1659.376751,1621.443135,0.688691646,0.311308354,99,126,Houston,34,35,27,30,234,104,16,28,32,-285,215.5,-6,A,3904,1,L ,101,98.125,78.375,0.464,53.875,0.479375,24.5,0.439,21.875,0.8025,83.5,0.451,58,0.487625,25.5,0.36575,17.5,0.751625,1281,2017501,2017,SAS,HOU,1659.376751,1621.443135,0.688691646,0.311308354,99,126,Houston,34,35,27,30,234,104,16,28,32,-285,215.5,-6,A,3904,1,L ,114.5,113.875,90.25,0.471625,62.375,0.52675,27.875,0.35,26.75,0.7455,87.625,0.449125,48.625,0.5455,39,0.326375,27.5,0.808125
1282,1282,1282,2017502,2017,BOS,WAS,1618.391332,1579.152055,0.690300751,0.309699249,129,119,Washington,42,25,22,25,180,108,35,20,30,-215,217.5,-5,H,3905,11,W ,109.5,107.125,87.125,0.457,50.375,0.54825,36.75,0.331,23.25,0.756375,87.75,0.459125,59.75,0.523625,28,0.326,21.5,0.813625,1282,2017502,2017,BOS,WAS,1618.391332,1579.152055,0.690300751,0.309699249,129,119,Washington,42,25,22,25,180,108,35,20,30,-215,217.5,-5,H,3905,11,W ,111.5,107.125,89,0.479375,59.875,0.53675,29.125,0.368,20.375,0.7945,85.25,0.478,57.625,0.540125,27.625,0.3475,21.25,0.7765
1283,1283,1283,2017502,2017,GSW,UTA,1793.00617,1633.334753,0.816795963,0.183204037,106,94,Utah,21,25,27,21,876,105.5,31,26,22,-1500,205.5,-13.5,H,3906,0,W ,116,100.75,86.5,0.500625,55.25,0.582,31.25,0.354875,22.25,0.82475,90.5,0.436875,64,0.49425,26.5,0.2885,19,0.717875,1283,2017502,2017,GSW,UTA,1793.00617,1633.334753,0.816795963,0.183204037,106,94,Utah,21,25,27,21,876,105.5,31,26,22,-1500,205.5,-13.5,H,3906,0,W ,99,97,80.5,0.466,56.125,0.512875,24.375,0.3585,19.5,0.78275,81.25,0.458125,56.25,0.49725,25,0.377,18,0.729375
1284,1284,1284,2017503,2017,CLE,TOR,1576.602311,1585.988485,0.627525357,0.372474643,125,103,Toronto,22,26,25,30,283,1,28,37,26,-353,214.5,-7,H,3907,4,W ,113.375,108.875,81,0.49725,46.25,0.56925,34.75,0.401,26,0.7355,88.75,0.465375,60.75,0.503625,28,0.375,19,0.832875,1284,2017503,2017,CLE,TOR,1576.602311,1585.988485,0.627525357,0.372474643,125,103,Toronto,22,26,25,30,283,1,28,37,26,-353,214.5,-7,H,3907,4,W ,99,97.125,78.625,0.4585,51.75,0.498375,26.875,0.37875,23.125,0.72575,81.25,0.446,56.75,0.503125,24.5,0.319,20.375,0.810375
1285,1285,1285,2017503,2017,SAS,HOU,1628.009977,1652.809909,0.606562701,0.393437299,121,96,Houston,30,25,28,13,211,1,32,23,33,-255,214.5,-6,H,3908,2,W ,102.5,97.25,79.875,0.4665,54.75,0.48975,25.125,0.420125,21.375,0.805625,82.75,0.446375,56,0.488625,26.75,0.359375,17.75,0.766375,1285,2017503,2017,SAS,HOU,1628.009977,1652.809909,0.606562701,0.393437299,121,96,Houston,30,25,28,13,211,1,32,23,33,-255,214.5,-6,H,3908,2,W ,115,112.5,90.125,0.47925,63.375,0.536,26.75,0.347625,26.25,0.754375,86.625,0.449875,47.625,0.54175,39,0.3375,26.5,0.7965
1286,1287,1287,2017504,2017,GSW,UTA,1796.536411,1629.804512,0.822799725,0.177200275,115,104,Utah,15,32,35,22,980,106.5,27,32,23,-1800,206,-14,H,3909,0,W ,113,99.375,86.125,0.491375,55.5,0.565125,30.625,0.355875,21.5,0.820375,89.5,0.435,62.375,0.49325,27.125,0.289125,18.375,0.722875,1287,2017504,2017,GSW,UTA,1796.536411,1629.804512,0.822799725,0.177200275,115,104,Utah,15,32,35,22,980,106.5,27,32,23,-1800,206,-14,H,3909,0,W ,99.75,97.125,81.5,0.462875,55.625,0.513125,25.875,0.34925,19.25,0.781,80.625,0.45425,54.625,0.494375,26,0.377,18.875,0.7525
1287,1286,1286,2017504,2017,WAS,BOS,1573.368478,1624.174909,0.570325902,0.429674098,116,89,Boston,17,23,29,20,207,5,24,32,21,-250,217,-5.5,H,3910,0,W ,112,102.625,89.75,0.464125,62.875,0.51,26.875,0.348625,23.375,0.832875,81.75,0.436125,56.75,0.494875,25,0.293125,30.5,0.778875,1286,2017504,2017,WAS,BOS,1573.368478,1624.174909,0.570325902,0.429674098,116,89,Boston,17,23,29,20,207,5,24,32,21,-250,217,-5.5,H,3910,0,W ,102.125,106,84.875,0.4345,60.125,0.4875,24.75,0.3085,24.5,0.841875,82.25,0.4585,45.625,0.551375,36.625,0.346,23.25,0.759125
1288,1289,1289,2017505,2017,HOU,SAS,1638.580094,1642.239792,0.635197383,0.364802617,92,103,SanAntonio,19,24,29,31,218,112,18,27,26,-265,214.5,-5.5,A,3911,6,L ,109.75,106.125,86.875,0.429875,48.125,0.5475,38.75,0.2825,30.875,0.768875,93.25,0.43475,62,0.51175,31.25,0.30525,20.625,0.778,1289,2017505,2017,HOU,SAS,1638.580094,1642.239792,0.635197383,0.364802617,92,103,SanAntonio,19,24,29,31,218,112,18,27,26,-265,214.5,-5.5,A,3911,6,L ,98.375,100.625,81.625,0.443125,54.75,0.473375,26.875,0.3785,19.5,0.816625,85.25,0.449,60.75,0.487,24.5,0.355375,21.5,0.75225
1289,1288,1288,2017505,2017,TOR,CLE,1573.825959,1588.764837,0.620024256,0.379975744,94,115,Cleveland,28,21,30,36,-155,5,28,25,17,135,215,3,A,3912,7,L ,103.375,101.75,80.625,0.464625,56.375,0.50325,24.25,0.361875,25.375,0.782125,81.375,0.4495,55.375,0.463,26,0.43325,23,0.783875,1288,2017505,2017,TOR,CLE,1573.825959,1588.764837,0.620024256,0.379975744,94,115,Cleveland,28,21,30,36,-155,5,28,25,17,135,215,3,A,3912,7,L ,106.625,108.375,89.5,0.4425,59.875,0.5055,29.625,0.306125,24.375,0.740125,87.25,0.451375,53.75,0.496,33.5,0.371875,21.75,0.77025
1290,1290,1290,2017508,2017,UTA,GSW,1618.344642,1807.99628,0.37377018,0.62622982,95,121,GoldenState,39,21,33,28,-465,3,35,27,16,361,207.5,8.5,A,3917,0,L ,102.625,101.625,76,0.491875,50,0.53475,26,0.41775,25.375,0.7,80.5,0.467375,58.25,0.50975,22.25,0.3635,23.625,0.79975,1290,2017508,2017,UTA,GSW,1618.344642,1807.99628,0.37377018,0.62622982,95,121,GoldenState,39,21,33,28,-465,3,35,27,16,361,207.5,8.5,A,3917,0,L ,101,116.75,89.25,0.398875,59.75,0.44875,29.5,0.2915,27.25,0.771375,85.5,0.505375,54.125,0.5585,31.375,0.428875,22.125,0.799625
1291,1291,1291,2017509,2017,SAS,HOU,1644.322266,1636.49762,0.650375134,0.349624866,110,107,Houston,29,31,25,16,188,108,26,28,15,-225,216,-5.5,H,3918,14,W ,104.375,99.5,82.75,0.46275,56.125,0.49425,26.625,0.39625,22,0.789875,82.375,0.4525,52.75,0.50825,29.625,0.361,18.125,0.77925,1291,2017509,2017,SAS,HOU,1644.322266,1636.49762,0.650375134,0.349624866,110,107,Houston,29,31,25,16,188,108,26,28,15,-225,216,-5.5,H,3918,14,W ,115.375,113.625,91.125,0.473625,64.25,0.527875,26.875,0.34625,27.375,0.746625,86,0.458375,45.625,0.56325,40.375,0.338625,26.25,0.787875
1292,1292,1292,2017510,2017,BOS,WAS,1596.060739,1601.482647,0.632843568,0.367156432,123,101,Washington,21,30,25,25,144,4,34,26,30,-165,218,-4,H,3919,1,W ,113.5,105.5,87.875,0.47225,51.125,0.55,36.75,0.365125,22.25,0.768,87.625,0.448875,60.5,0.50875,27.125,0.317875,22.875,0.799125,1292,2017510,2017,BOS,WAS,1596.060739,1601.482647,0.632843568,0.367156432,123,101,Washington,21,30,25,25,144,4,34,26,30,-165,218,-4,H,3919,1,W ,114,106.5,88,0.492875,57.25,0.55125,30.75,0.384875,20.375,0.7885,87.375,0.465375,60.375,0.527875,27,0.326125,21.375,0.79075
1293,1293,1293,2017511,2017,HOU,SAS,1632.898814,1647.921071,0.619911171,0.380088829,75,114,SanAntonio,31,30,26,27,416,109,18,22,11,-550,211.5,-8.5,A,3920,2,L ,105.875,106.25,85.875,0.417125,46,0.513,39.875,0.303,29.125,0.74675,94.25,0.43725,65.375,0.499125,28.875,0.300125,20.25,0.7515,1293,2017511,2017,HOU,SAS,1632.898814,1647.921071,0.619911171,0.380088829,75,114,SanAntonio,31,30,26,27,416,109,18,22,11,-550,211.5,-8.5,A,3920,2,L ,95.875,102.375,81.125,0.428,51.875,0.4475,29.25,0.383375,19.25,0.800125,86.625,0.461,62.75,0.504375,23.875,0.342125,19.75,0.74075
1294,1294,1294,2017512,2017,WAS,BOS,1589.529126,1608.014261,0.615203216,0.384796784,92,91,Boston,17,25,27,22,180,110.5,19,25,26,-215,214.5,-5,H,3921,11,W ,110.5,101.5,88.625,0.467875,63,0.519125,25.625,0.334125,23.125,0.817875,80.875,0.437375,54.625,0.50125,26.25,0.292375,29.125,0.7865,1294,2017512,2017,WAS,BOS,1589.529126,1608.014261,0.615203216,0.384796784,92,91,Boston,17,25,27,22,180,110.5,19,25,26,-215,214.5,-5,H,3921,11,W ,100.5,105,84.625,0.43,61,0.486125,23.625,0.289,25.25,0.827625,81.625,0.4585,44.25,0.547375,37.375,0.359375,21.875,0.7625
1295,1295,1295,2017514,2017,GSW,SAS,1821.749675,1683.196591,0.797900208,0.202099792,113,111,SanAntonio,30,32,28,21,462,108,26,39,32,-625,209.5,-10,H,3922,5,W ,112,99.875,85.75,0.486,55.375,0.561625,30.375,0.347,22.625,0.81225,88,0.441125,60.5,0.499625,27.5,0.3025,18.625,0.729,1295,2017514,2017,GSW,SAS,1821.749675,1683.196591,0.797900208,0.202099792,113,111,SanAntonio,30,32,28,21,462,108,26,39,32,-625,209.5,-10,H,3922,5,W ,98.875,103.5,80.25,0.434125,50.5,0.455625,29.75,0.39075,22.375,0.812875,85.125,0.468375,62,0.513875,23.125,0.34175,20.5,0.774
1296,1296,1296,2017515,2017,BOS,WAS,1605.094064,1592.449323,0.656657764,0.343342236,115,105,Washington,23,32,24,26,172,106.5,26,32,30,-205,210.5,-5,H,3923,6,W ,113.625,105.5,86.375,0.482375,51.375,0.556875,35,0.376375,22.75,0.760875,86.875,0.460125,60,0.52025,26.875,0.32875,21.625,0.786125,1296,2017515,2017,BOS,WAS,1605.094064,1592.449323,0.656657764,0.343342236,115,105,Washington,23,32,24,26,172,106.5,26,32,30,-205,210.5,-5,H,3923,6,W ,115.75,106.5,86.125,0.50225,55.625,0.561125,30.5,0.394,22.875,0.7635,87,0.458375,58.75,0.52325,28.25,0.32325,23,0.7805
1297,1297,1297,2017516,2017,GSW,SAS,1823.389722,1681.556544,0.800927871,0.199072129,136,100,SanAntonio,16,28,31,25,818,106,39,34,30,-1350,209.5,-13.5,H,3924,0,W ,113.625,99.75,84.875,0.4925,54,0.561125,30.875,0.369875,23,0.813375,89.75,0.426375,62,0.475625,27.75,0.31625,18.875,0.757125,1297,2017516,2017,GSW,SAS,1823.389722,1681.556544,0.800927871,0.199072129,136,100,SanAntonio,16,28,31,25,818,106,39,34,30,-1350,209.5,-13.5,H,3924,0,W ,103.5,103.75,80.25,0.452375,49.25,0.482125,31,0.396,22.875,0.822875,87.25,0.457375,63.875,0.5005,23.375,0.337625,20.625,0.793625
1298,1298,1298,2017517,2017,BOS,CLE,1611.631057,1621.000942,0.627547273,0.372452727,104,117,Cleveland,30,31,31,25,-185,108,20,36,29,160,218.5,3.5,A,3925,0,L ,112.625,108.375,86,0.48425,50.875,0.56225,35.125,0.375375,21.75,0.743875,86.5,0.46525,58.625,0.52675,27.875,0.3405,23.875,0.783125,1298,2017517,2017,BOS,CLE,1611.631057,1621.000942,0.627547273,0.372452727,104,117,Cleveland,30,31,31,25,-185,108,20,36,29,160,218.5,3.5,A,3925,0,L ,106.75,113.75,89.75,0.441125,58.625,0.507125,31.125,0.312,24.5,0.706625,87,0.464875,52.875,0.50675,34.125,0.397,24.5,0.793375
1299,1299,1299,2017519,2017,BOS,CLE,1595.050498,1637.5815,0.58195843,0.41804157,86,130,Cleveland,32,40,31,27,-220,108,13,26,29,184,219,5,A,3926,0,L ,110.625,111.375,86,0.477,52.25,0.55325,33.75,0.366375,21.25,0.768375,85.75,0.48225,56.25,0.545875,29.5,0.362875,23.875,0.755875,1299,2017519,2017,BOS,CLE,1595.050498,1637.5815,0.58195843,0.41804157,86,130,Cleveland,32,40,31,27,-220,108,13,26,29,184,219,5,A,3926,0,L ,105.125,118.375,89.25,0.434875,57.875,0.508,31.375,0.289,24.125,0.746875,87.25,0.47975,51.625,0.52525,35.625,0.411625,25.375,0.8045
1300,1300,1300,2017520,2017,SAS,GSW,1673.219336,1831.72693,0.416587785,0.583412215,108,120,GoldenState,29,35,36,20,-495,4,22,33,20,381,215,9,A,3927,3,L ,106,101.75,83.25,0.467125,58.375,0.501875,24.875,0.379625,24.375,0.7815,82.125,0.46,50.875,0.52425,31.25,0.349375,19.125,0.777625,1300,2017520,2017,SAS,GSW,1673.219336,1831.72693,0.416587785,0.583412215,108,120,GoldenState,29,35,36,20,-495,4,22,33,20,381,215,9,A,3927,3,L ,102.625,117.875,90,0.404875,60.5,0.454,29.5,0.2975,26.5,0.777875,85.625,0.513625,55,0.57275,30.625,0.422875,22.25,0.801
1301,1301,1301,2017521,2017,CLE,BOS,1672.979549,1559.65245,0.77347,0.22653,108,111,Boston,24,26,32,29,1453,110.5,31,21,21,-4000,214,-15.5,A,3928,8,L ,110,106.5,77.875,0.4925,43.625,0.564,34.25,0.399875,26.375,0.745625,87,0.466,59.125,0.5,27.875,0.3825,18,0.814125,1301,2017521,2017,CLE,BOS,1672.979549,1559.65245,0.77347,0.22653,108,111,Boston,24,26,32,29,1453,110.5,31,21,21,-4000,214,-15.5,A,3928,8,L ,102.25,105.125,82.75,0.438625,57.375,0.4965,25.375,0.30525,26.625,0.819875,84,0.44675,46.25,0.50625,37.75,0.375125,20.125,0.76975
1302,1302,1302,2017522,2017,SAS,GSW,1663.957821,1840.988445,0.390925421,0.609074579,115,129,GoldenState,31,34,31,33,-750,2.5,32,27,37,534,218,11,A,3929,1,L ,109.5,105.625,85.5,0.46625,60.25,0.502375,25.25,0.374125,26.625,0.780875,82.375,0.46725,49,0.542,33.375,0.360125,20.5,0.80125,1302,2017522,2017,SAS,GSW,1663.957821,1840.988445,0.390925421,0.609074579,115,129,GoldenState,31,34,31,33,-750,2.5,32,27,37,534,218,11,A,3929,1,L ,106.125,120,90.75,0.41225,62.375,0.463125,28.375,0.297,29,0.771375,86.625,0.5145,54.875,0.585,31.75,0.413625,23.375,0.794375
1303,1303,1303,2017523,2017,CLE,BOS,1662.551538,1570.08046,0.751747213,0.248252787,112,99,Boston,29,28,23,19,1175,112.5,28,40,25,-2500,214.5,-15.5,H,3930,2,W ,108.75,106.125,76.875,0.49975,44.375,0.575125,32.5,0.39425,25.875,0.753375,86.125,0.473375,58.5,0.51325,27.625,0.38125,17.25,0.812625,1303,2017523,2017,CLE,BOS,1662.551538,1570.08046,0.751747213,0.248252787,112,99,Boston,29,28,23,19,1175,112.5,28,40,25,-2500,214.5,-15.5,H,3930,2,W ,100.875,103,80.875,0.45125,55.625,0.51575,25.25,0.302375,24.5,0.834625,82.625,0.45075,46.375,0.512875,36.25,0.371875,18.375,0.78925
