,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
573,573,2019104,2019,LAL,NYK,1544.148485,1313.993189,0.869951121,0.130048879,112,119,NewYork,39,24,23,33,200,25,34,33,20,-250,222.5,-5.5,A,5817,10,L ,110,110.875,89.625,0.45525,55.75,0.532625,33.875,0.3305,25.875,0.666125,96.5,0.434,67.125,0.479375,29.375,0.32975,22.625,0.759625,573,2019104,2019,LAL,NYK,1544.148485,1313.993189,0.869951121,0.130048879,112,119,NewYork,39,24,23,33,200,25,34,33,20,-250,222.5,-5.5,A,5817,10,L ,118.25,107.5,93.375,0.48,57.75,0.54375,35.625,0.37525,19.625,0.783875,92.75,0.416375,61.375,0.439,31.375,0.3735,24.375,0.764875
570,570,2019104,2019,MEM,BRK,1442.689447,1457.120098,0.620713265,0.379286735,100,109,Brooklyn,26,22,33,28,150,26,21,30,23,-180,204,-4,A,5818,7,L ,95.75,101,80.375,0.457875,55.875,0.551125,24.5,0.244,21.625,0.759875,84.25,0.43425,49.625,0.483625,34.625,0.368125,19,0.796,570,2019104,2019,MEM,BRK,1442.689447,1457.120098,0.620713265,0.379286735,100,109,Brooklyn,26,22,33,28,150,26,21,30,23,-180,204,-4,A,5818,7,L ,108.875,105.875,88.875,0.477125,59.625,0.541625,29.25,0.340125,19.5,0.725625,81.5,0.45175,50.75,0.51075,30.75,0.35675,27.5,0.779125
566,566,2019104,2019,MIA,WAS,1522.341681,1429.301531,0.752358057,0.247641943,115,109,Washington,24,34,28,23,235,31,30,34,20,-290,211.5,-6.5,H,5819,10,W ,103.5,101.625,89.875,0.440375,58.625,0.497375,31.25,0.33575,20.875,0.6435,86.625,0.410875,51,0.461,35.625,0.34625,23.375,0.78275,566,2019104,2019,MIA,WAS,1522.341681,1429.301531,0.752358057,0.247641943,115,109,Washington,24,34,28,23,235,31,30,34,20,-290,211.5,-6.5,H,5819,10,W ,116.25,105.125,85.125,0.50025,52,0.571,33.125,0.396875,22.375,0.799375,86,0.453875,52.125,0.541375,33.875,0.31825,21.625,0.739625
571,571,2019104,2019,MIL,ATL,1651.889598,1347.593929,0.911113966,0.088886034,144,112,Atlanta,14,29,36,33,900,43,33,42,26,-1600,230,-14,H,5820,0,W ,118.375,103.125,90.375,0.485625,53,0.58,37.375,0.350875,23.125,0.775,90.625,0.41575,53.625,0.45025,37,0.3735,20.375,0.712125,571,2019104,2019,MIL,ATL,1651.889598,1347.593929,0.911113966,0.088886034,144,112,Atlanta,14,29,36,33,900,43,33,42,26,-1600,230,-14,H,5820,0,W ,121.125,111,90.5,0.488125,58,0.550125,32.5,0.382375,27.75,0.734625,91,0.449875,58.75,0.4865,32.25,0.379625,24.125,0.69625
569,569,2019104,2019,MIN,ORL,1509.782609,1426.885484,0.741319977,0.258680023,120,103,Orlando,40,28,17,18,150,31,33,31,25,-180,214,-4,H,5821,3,W ,119.5,107.75,92.5,0.4795,63.375,0.524,29.125,0.386625,26.875,0.728875,89.5,0.445,53.125,0.50875,36.375,0.362875,19.75,0.759625,569,2019104,2019,MIN,ORL,1509.782609,1426.885484,0.741319977,0.258680023,120,103,Orlando,40,28,17,18,150,31,33,31,25,-180,214,-4,H,5821,3,W ,101.25,98.375,84.875,0.44425,56.875,0.4855,28,0.35175,20.75,0.70575,85,0.449,55.75,0.498625,29.25,0.354125,17.25,0.732125
572,572,2019104,2019,PHO,LAC,1316.709672,1518.248904,0.357896239,0.642103761,111,121,LAClippers,38,30,23,30,-210,19,25,34,33,175,235,4.5,A,5822,6,L ,111.5,117,89.25,0.468625,62.125,0.517375,27.125,0.3605,22.625,0.806875,84,0.502875,56.5,0.57125,27.5,0.3655,30.25,0.75075,572,2019104,2019,PHO,LAC,1316.709672,1518.248904,0.357896239,0.642103761,111,121,LAClippers,38,30,23,30,-210,19,25,34,33,175,235,4.5,A,5822,6,L ,115.375,111.875,87.625,0.488875,60.125,0.540625,27.5,0.380875,26.5,0.736875,82,0.476375,58.75,0.4895,23.25,0.43,29.875,0.7825
574,574,2019104,2019,POR,OKC,1549.402999,1640.512542,0.512791604,0.487208396,109,111,OklahomaCity,28,29,36,18,-110,28,34,25,22,-110,224,0,A,5823,16,L ,111.75,109.75,89,0.4715,59,0.52875,30,0.36675,21.75,0.791875,88.125,0.458,59.125,0.49125,29,0.400875,23.5,0.78525,574,2019104,2019,POR,OKC,1549.402999,1640.512542,0.512791604,0.487208396,109,111,OklahomaCity,28,29,36,18,-110,28,34,25,22,-110,224,0,A,5823,16,L ,107.125,110.625,90.125,0.446125,56.125,0.523625,34,0.32075,21.75,0.7525,95.75,0.4495,68.25,0.505375,27.5,0.320875,23.75,0.676
578,578,2019105,2019,CLE,NOP,1324.999319,1519.132699,0.367751448,0.632248552,98,133,NewOrleans,28,33,37,35,-550,26,26,20,26,400,222,10,A,5824,5,L ,101.125,116,85.5,0.446625,55.625,0.478375,29.875,0.39375,16.375,0.78375,86.5,0.502375,55.5,0.5485,31,0.42625,20.375,0.81575,578,2019105,2019,CLE,NOP,1324.999319,1519.132699,0.367751448,0.632248552,98,133,NewOrleans,28,33,37,35,-550,26,26,20,26,400,222,10,A,5824,5,L ,115.5,115.625,90.875,0.4645,58,0.526125,32.875,0.367125,26,0.731875,89,0.49025,60.5,0.536125,28.5,0.385625,23.375,0.741
575,575,2019105,2019,DEN,CHO,1609.518633,1456.780202,0.810748236,0.189251764,123,110,Charlotte,26,30,28,26,375,31,27,31,34,-500,218.5,-9,H,5825,12,W ,111.5,100.375,89.25,0.4825,58.25,0.5545,31,0.351125,18.375,0.80825,86.125,0.44275,56.625,0.516125,29.5,0.316375,21.5,0.7105,575,2019105,2019,DEN,CHO,1609.518633,1456.780202,0.810748236,0.189251764,123,110,Charlotte,26,30,28,26,375,31,27,31,34,-500,218.5,-9,H,5825,12,W ,120.875,115.125,94.25,0.494,58.75,0.560375,35.5,0.39875,18.625,0.756,92.125,0.458375,58.875,0.5175,33.25,0.355375,23.75,0.8035
576,576,2019105,2019,DET,UTA,1468.101169,1577.120828,0.487022583,0.512977417,105,110,Utah,13,35,28,34,-180,31,22,25,27,150,209,3.5,A,5826,1,L ,103.125,107.125,86.75,0.433125,56.125,0.48875,30.625,0.3305,24.5,0.754125,86.5,0.4715,58.75,0.551125,27.75,0.307625,21.5,0.8035,576,2019105,2019,DET,UTA,1468.101169,1577.120828,0.487022583,0.512977417,105,110,Utah,13,35,28,34,-180,31,22,25,27,150,209,3.5,A,5826,1,L ,104.75,107.375,83.125,0.461875,58.875,0.487125,24.25,0.393375,24,0.791875,85.75,0.45325,55.625,0.519625,30.125,0.330375,26,0.758375
580,580,2019105,2019,MIL,TOR,1654.968201,1608.02243,0.699703815,0.300296185,116,123,Toronto,27,29,35,32,190,34,23,25,34,-240,226.5,-5.5,A,5827,7,L ,118.5,107,90.25,0.4895,53.375,0.58075,36.875,0.3555,22.75,0.77275,89,0.43375,52.875,0.461875,36.125,0.400375,21.875,0.727375,580,2019105,2019,MIL,TOR,1654.968201,1608.02243,0.699703815,0.300296185,116,123,Toronto,27,29,35,32,190,34,23,25,34,-240,226.5,-5.5,A,5827,7,L ,112.875,105.625,86,0.49875,57.75,0.56,28.25,0.374625,20.75,0.779,86.875,0.443125,54.5,0.498375,32.375,0.34875,22.5,0.80675
577,577,2019105,2019,PHI,DAL,1590.932632,1502.253585,0.747651125,0.252348875,106,100,Dallas,26,25,19,30,225,31,28,28,19,-275,227,-6.5,H,5828,6,W ,116.25,105.625,86.875,0.483875,56.75,0.55025,30.125,0.3535,29.25,0.745375,86.625,0.439375,58.25,0.48225,28.375,0.358875,25.375,0.779625,577,2019105,2019,PHI,DAL,1590.932632,1502.253585,0.747651125,0.252348875,106,100,Dallas,26,25,19,30,225,31,28,28,19,-275,227,-6.5,H,5828,6,W ,113.25,110.5,94.125,0.458125,62.75,0.533125,31.375,0.281,23.625,0.771625,88.75,0.439375,52.375,0.499375,36.375,0.35575,27,0.731875
581,581,2019105,2019,POR,HOU,1544.412022,1616.019888,0.540768854,0.459231146,110,101,Houston,30,16,31,24,115,30,29,27,24,-135,220,-2,H,5829,12,W ,111.375,109.25,90.375,0.469875,61,0.520625,29.375,0.369,20.5,0.7815,87.25,0.461,55.5,0.506875,31.75,0.388875,22.25,0.787125,581,2019105,2019,POR,HOU,1544.412022,1616.019888,0.540768854,0.459231146,110,101,Houston,30,16,31,24,115,30,29,27,24,-135,220,-2,H,5829,12,W ,109.25,104.25,88.75,0.47275,58.875,0.550125,29.875,0.32725,21.75,0.75125,83.375,0.431875,39.5,0.545,43.875,0.32325,21.5,0.836625
582,582,2019105,2019,SAC,GSW,1460.894134,1606.582646,0.434625349,0.565374651,123,127,GoldenState,43,27,26,31,-380,29,40,34,20,290,238.5,8,A,5830,18,L ,115.375,118.875,97.5,0.43575,62.625,0.457875,34.875,0.39925,22.75,0.741375,91.5,0.474875,57.375,0.5295,34.125,0.374875,24.75,0.777625,582,2019105,2019,SAC,GSW,1460.894134,1606.582646,0.434625349,0.565374651,123,127,GoldenState,43,27,26,31,-380,29,40,34,20,290,238.5,8,A,5830,18,L ,110.125,121.125,91.625,0.440375,57.125,0.504625,34.5,0.328625,22.875,0.778875,88,0.49675,53.625,0.527625,34.375,0.451125,22.625,0.847625
579,579,2019105,2019,SAS,MEM,1589.217432,1429.71762,0.816648096,0.183351904,108,88,Memphis,25,19,22,22,320,27,37,24,20,-420,203.5,-8.5,H,5831,1,W ,116.125,98.5,83.625,0.5145,57.875,0.551625,25.75,0.425625,22.5,0.8365,87.25,0.412125,56,0.464125,31.25,0.31,21.75,0.7565,579,2019105,2019,SAS,MEM,1589.217432,1429.71762,0.816648096,0.183351904,108,88,Memphis,25,19,22,22,320,27,37,24,20,-420,203.5,-8.5,H,5831,1,W ,104.875,98.25,78.375,0.458,47.375,0.516125,31,0.3535,28.125,0.796625,81,0.4525,54.875,0.486875,26.125,0.37975,19.375,0.791125
586,586,2019106,2019,ATL,MIA,1344.515327,1525.659239,0.385302412,0.614697588,106,82,Miami,16,21,21,24,-300,23,15,41,27,240,218.5,6.5,H,5832,4,W ,114.25,113.625,90.75,0.472875,56.5,0.5435,34.25,0.351125,22.125,0.734375,88,0.462625,54.625,0.538875,33.375,0.33475,28.5,0.763625,586,2019106,2019,ATL,MIA,1344.515327,1525.659239,0.385302412,0.614697588,106,82,Miami,16,21,21,24,-300,23,15,41,27,240,218.5,6.5,H,5832,4,W ,99.875,103.25,82.5,0.44025,52.375,0.47575,30.125,0.376125,21.5,0.747375,86.75,0.43625,52.25,0.4875,34.5,0.358875,22.5,0.686625
584,584,2019106,2019,CHI,BRK,1313.872428,1470.091924,0.419792456,0.580207544,100,117,Brooklyn,28,27,33,29,-130,21,34,27,18,110,207.5,2,A,5833,5,L ,92.875,110.5,85.375,0.44025,63.25,0.484375,22.125,0.321875,14.375,0.72825,85.75,0.485625,52,0.561375,33.75,0.36775,19.375,0.755375,584,2019106,2019,CHI,BRK,1313.872428,1470.091924,0.419792456,0.580207544,100,117,Brooklyn,28,27,33,29,-130,21,34,27,18,110,207.5,2,A,5833,5,L ,106.5,106.375,90.125,0.4745,62,0.53625,28.125,0.337875,16.25,0.71975,80.125,0.459125,48.875,0.531375,31.25,0.358625,27.625,0.7865
583,583,2019106,2019,LAC,ORL,1525.118986,1420.274736,0.764800026,0.235199974,106,96,Orlando,28,19,20,29,240,18,27,25,36,-300,220.5,-6.5,H,5834,1,W ,117.5,117.625,88.25,0.490125,64.875,0.537875,23.375,0.361625,28,0.817375,92.25,0.473625,65,0.51575,27.25,0.372,26.125,0.77125,583,2019106,2019,LAC,ORL,1525.118986,1420.274736,0.764800026,0.235199974,106,96,Orlando,28,19,20,29,240,18,27,25,36,-300,220.5,-6.5,H,5834,1,W ,100.125,96.375,85.875,0.443625,60,0.493,25.875,0.336375,19.625,0.717625,86,0.4305,56.625,0.48175,29.375,0.332,19,0.706
585,585,2019106,2019,MIN,LAL,1516.393357,1524.257372,0.629571123,0.370428877,108,86,LALakers,19,26,23,18,300,35,29,19,25,-400,224.5,-8,H,5835,1,W ,117,107.375,91.25,0.474,63.25,0.52075,28,0.37475,27.625,0.73475,89.5,0.442125,53.75,0.5065,35.75,0.35425,21.625,0.7105,585,2019106,2019,MIN,LAL,1516.393357,1524.257372,0.629571123,0.370428877,108,86,LALakers,19,26,23,18,300,35,29,19,25,-400,224.5,-8,H,5835,1,W ,110.375,112.375,92.625,0.454,60.75,0.51875,31.875,0.3315,20,0.765625,88.75,0.487125,56,0.57125,32.75,0.347125,22.75,0.649125
587,587,2019106,2019,OKC,WAS,1645.503519,1425.983973,0.862866178,0.137133822,98,116,Washington,28,26,36,26,500,25,25,29,19,-700,227.5,-10,A,5836,5,L ,113.625,104.625,89.875,0.476625,64.125,0.526125,25.75,0.35525,25.25,0.7585,85.875,0.457,56.25,0.503,29.625,0.37675,22.5,0.669875,587,2019106,2019,OKC,WAS,1645.503519,1425.983973,0.862866178,0.137133822,98,116,Washington,28,26,36,26,500,25,25,29,19,-700,227.5,-10,A,5836,5,L ,114,107,85,0.48825,52.625,0.5575,32.375,0.386375,23.5,0.790875,87.875,0.453125,54.125,0.54525,33.75,0.306,22.375,0.755875
589,589,2019106,2019,PHO,CHO,1309.83959,1452.922477,0.438314589,0.561685411,113,119,Charlotte,29,28,28,34,100,30,30,21,32,-120,224.5,-1.5,A,5837,13,L ,110.75,116.5,87.875,0.470875,60.75,0.519625,27.125,0.3655,22.5,0.81875,84.75,0.49725,56.75,0.567125,28,0.358875,30.375,0.7405,589,2019106,2019,PHO,CHO,1309.83959,1452.922477,0.438314589,0.561685411,113,119,Charlotte,29,28,28,34,100,30,30,21,32,-120,224.5,-1.5,A,5837,13,L ,121.375,117,93,0.503625,58.5,0.569,34.5,0.407125,18,0.7845,91.75,0.46175,59.25,0.51425,32.5,0.366125,26.25,0.784625
588,588,2019106,2019,TOR,IND,1621.363668,1639.120654,0.616194996,0.383805004,121,105,Indiana,35,28,21,21,-110,37,33,26,25,-110,213,0,H,5838,9,W ,109.75,103.5,90.5,0.45975,57.875,0.537625,32.625,0.31825,20,0.85575,87.125,0.4465,60.25,0.488375,26.875,0.347875,21.375,0.7685,588,2019106,2019,TOR,IND,1621.363668,1639.120654,0.616194996,0.383805004,121,105,Indiana,35,28,21,21,-110,37,33,26,25,-110,213,0,H,5838,9,W ,108.125,112.25,87.25,0.458875,55.25,0.497625,32,0.388125,20.875,0.766625,87.75,0.498625,64.25,0.54075,23.5,0.384125,20.5,0.77375
591,591,2019107,2019,BOS,BRK,1592.43538,1481.860427,0.770682127,0.229317873,116,95,Brooklyn,22,23,29,21,500,34,22,30,30,-700,219.5,-10.5,H,5839,3,W ,115.5,105.75,91.25,0.471,53.875,0.528125,37.375,0.38525,19.125,0.834375,86.625,0.433875,50.875,0.510875,35.75,0.333625,24.875,0.764125,591,2019107,2019,BOS,BRK,1592.43538,1481.860427,0.770682127,0.229317873,116,95,Brooklyn,22,23,29,21,500,34,22,30,30,-700,219.5,-10.5,H,5839,3,W ,108.25,107.25,91.875,0.47275,63,0.530125,28.875,0.34625,15.5,0.7405,79.875,0.4635,47.5,0.545125,32.375,0.361125,27.25,0.800125
595,595,2019107,2019,DAL,LAL,1498.862722,1512.175365,0.622227246,0.377772754,97,107,LALakers,25,29,32,21,250,33,34,13,17,-310,223,-7.5,A,5840,1,L ,108.75,104.75,84,0.44925,50.5,0.531125,33.5,0.329,29.25,0.7725,90.875,0.441125,58.75,0.51975,32.125,0.309625,19.25,0.769375,595,2019107,2019,DAL,LAL,1498.862722,1512.175365,0.622227246,0.377772754,97,107,LALakers,25,29,32,21,250,33,34,13,17,-310,223,-7.5,A,5840,1,L ,111.5,111.875,92.875,0.45575,61,0.516375,31.875,0.339875,20.75,0.756875,88.375,0.48625,57,0.5755,31.375,0.331625,24.625,0.634125
590,590,2019107,2019,DET,SAS,1461.295555,1594.191519,0.452799864,0.547200136,107,119,SanAntonio,25,34,25,35,-150,31,20,22,34,130,214.5,2.5,A,5841,1,L ,106.125,108.25,85.625,0.453625,55,0.51625,30.625,0.342125,24.25,0.7585,85.75,0.47625,58.625,0.552375,27.125,0.316375,23,0.798875,590,2019107,2019,DET,SAS,1461.295555,1594.191519,0.452799864,0.547200136,107,119,SanAntonio,25,34,25,35,-150,31,20,22,34,130,214.5,2.5,A,5841,1,L ,113.25,109.625,88.375,0.469,53.5,0.515625,34.875,0.402375,22.25,0.744125,86.625,0.494125,63,0.54675,23.625,0.353625,19.875,0.827625
593,593,2019107,2019,HOU,DEN,1607.278287,1613.376358,0.631938714,0.368061286,125,113,Denver,35,25,29,24,100,33,37,26,29,-120,215.5,-1,H,5842,9,W ,118.75,107.875,85,0.46025,40.375,0.525375,44.625,0.401875,29.5,0.763,86,0.473125,56.5,0.557875,29.5,0.314625,24.375,0.71,593,2019107,2019,HOU,DEN,1607.278287,1613.376358,0.631938714,0.368061286,125,113,Denver,35,25,29,24,100,33,37,26,29,-120,215.5,-1,H,5842,9,W ,117,111.875,89.125,0.483625,53.5,0.535125,35.625,0.401875,20.5,0.800125,90.625,0.450625,57.625,0.497625,33,0.364,26.125,0.75225
594,594,2019107,2019,MIL,UTA,1641.626963,1583.926443,0.712549184,0.287450816,114,102,Utah,34,28,24,16,185,32,26,25,31,-230,222.5,-5,H,5843,24,W ,120.875,106.625,91,0.49925,55.875,0.57575,35.125,0.378125,21.875,0.787375,88.625,0.43,53.625,0.457,35,0.396,23.875,0.70725,594,2019107,2019,MIL,UTA,1641.626963,1583.926443,0.712549184,0.287450816,114,102,Utah,34,28,24,16,185,32,26,25,31,-230,222.5,-5,H,5843,24,W ,105.25,108,84.25,0.4545,58.625,0.4805,25.625,0.39375,24.5,0.778875,85.875,0.45125,54.75,0.51325,31.125,0.338875,26.5,0.75325
592,592,2019107,2019,NOP,MEM,1535.875097,1424.743533,0.771247902,0.228752098,114,95,Memphis,27,24,22,22,170,31,22,33,28,-200,214.5,-4.5,H,5844,11,W ,113,107.25,89.125,0.481875,63.5,0.528,25.625,0.35225,23.125,0.777875,85.25,0.452125,50.375,0.533,34.875,0.348,25.125,0.735625,592,2019107,2019,NOP,MEM,1535.875097,1424.743533,0.771247902,0.228752098,114,95,Memphis,27,24,22,22,170,31,22,33,28,-200,214.5,-4.5,H,5844,11,W ,106.25,96.75,77.75,0.471125,48.25,0.52225,29.5,0.3675,28.75,0.77875,80.375,0.449875,52.875,0.4915,27.5,0.36875,18.125,0.8015
597,597,2019107,2019,POR,NYK,1553.153624,1333.884302,0.862695648,0.137304352,111,101,NewYork,30,23,23,25,550,30,24,32,25,-800,222,-11,H,5845,4,W ,109.25,106.625,89.25,0.464875,59.375,0.5225,29.875,0.35325,21.5,0.754625,88.625,0.442625,57.875,0.49525,30.75,0.35425,23,0.781875,597,2019107,2019,POR,NYK,1553.153624,1333.884302,0.862695648,0.137304352,111,101,NewYork,30,23,23,25,550,30,24,32,25,-800,222,-11,H,5845,4,W ,118,106.875,92.625,0.47975,57.375,0.5385,35.25,0.382875,20.625,0.768875,92.125,0.412375,61.25,0.437875,30.875,0.360625,26,0.750625
596,596,2019107,2019,SAC,ORL,1455.590524,1416.080487,0.690633862,0.309366138,111,95,Orlando,25,17,20,33,160,29,29,32,21,-190,222.5,-4.5,H,5846,6,W ,113.625,114.5,97.75,0.4345,64.125,0.454125,33.625,0.393375,22.125,0.710125,90.375,0.463625,56.625,0.51225,33.75,0.371875,23.25,0.777625,596,2019107,2019,SAC,ORL,1455.590524,1416.080487,0.690633862,0.309366138,111,95,Orlando,25,17,20,33,160,29,29,32,21,-190,222.5,-4.5,H,5846,6,W ,103.375,95.875,87.625,0.450375,61,0.501125,26.625,0.341875,20.375,0.697125,86.625,0.417,56,0.45875,30.625,0.338875,19.75,0.7095
598,598,2019108,2019,CLE,IND,1308.256921,1628.995333,0.219142163,0.780857837,115,123,Indiana,38,25,29,31,-600,16,27,36,36,425,208,10,A,5847,1,L ,101,118.75,83.875,0.448,54.25,0.483875,29.625,0.38925,18,0.805,87.125,0.514375,57.625,0.561,29.5,0.428375,20.75,0.828375,598,2019108,2019,CLE,IND,1308.256921,1628.995333,0.219142163,0.780857837,115,123,Indiana,38,25,29,31,-600,16,27,36,36,425,208,10,A,5847,1,L ,108.625,113.875,85.375,0.469875,53.375,0.515625,32,0.388125,20.75,0.792,88.875,0.500375,65.125,0.544625,23.75,0.380125,20.625,0.775125
605,605,2019108,2019,GSW,NYK,1611.886257,1331.614332,0.899259267,0.100740733,122,95,NewYork,25,24,19,27,1600,31,30,33,28,-6000,232.5,-17,H,5848,11,W ,114.75,114.5,94.375,0.46075,56.625,0.5545,37.75,0.318875,19.375,0.7885,89.875,0.462875,56.625,0.510625,33.25,0.387625,24.125,0.809,605,2019108,2019,GSW,NYK,1611.886257,1331.614332,0.899259267,0.100740733,122,95,NewYork,25,24,19,27,1600,31,30,33,28,-6000,232.5,-17,H,5848,11,W ,117.75,103,91.875,0.484625,57,0.559375,34.875,0.369625,20.875,0.773,90.875,0.402125,61.25,0.426125,29.625,0.34775,24.75,0.783125
604,604,2019108,2019,LAC,CHO,1529.313234,1459.475359,0.726644735,0.273355265,128,109,Charlotte,24,33,20,32,225,33,29,24,42,-275,231,-6.5,H,5849,4,W ,121.125,115.875,89.125,0.499375,65.125,0.541875,24,0.385,28.25,0.81925,91.5,0.4585,63.75,0.50125,27.75,0.357125,28.25,0.78525,604,2019108,2019,LAC,CHO,1529.313234,1459.475359,0.726644735,0.273355265,128,109,Charlotte,24,33,20,32,225,33,29,24,42,-275,231,-6.5,H,5849,4,W ,121.875,115.25,92.875,0.501625,59.5,0.55925,33.375,0.41425,19.25,0.80075,91.5,0.456,60.5,0.50575,31,0.361625,26.375,0.78975
600,600,2019108,2019,MIA,DEN,1501.175924,1605.409184,0.493908151,0.506091849,99,103,Denver,24,25,27,27,110,18,34,24,23,-130,209.5,-2,A,5850,20,L ,103.125,102,88.875,0.448125,57.625,0.521625,31.25,0.315625,21,0.63,86.375,0.415,51.5,0.465125,34.875,0.34625,23.625,0.779375,600,2019108,2019,MIA,DEN,1501.175924,1605.409184,0.493908151,0.506091849,99,103,Denver,24,25,27,27,110,18,34,24,23,-130,209.5,-2,A,5850,20,L ,114.625,109.25,87.625,0.481625,54.25,0.539375,33.375,0.383125,22.625,0.750125,91.25,0.440875,57.25,0.49675,34,0.33325,23.625,0.76275
602,602,2019108,2019,OKC,MIN,1610.194116,1528.475364,0.74001706,0.25998294,117,119,Minnesota,29,35,32,23,300,23,41,29,24,-400,228.5,-8,A,5851,18,L ,115.75,109.125,89.75,0.48025,63.625,0.5225,26.125,0.3775,26.625,0.749875,86,0.460625,55.375,0.511,30.625,0.37225,26.375,0.714375,602,2019108,2019,OKC,MIN,1610.194116,1528.475364,0.74001706,0.25998294,117,119,Minnesota,29,35,32,23,300,23,41,29,24,-400,228.5,-8,A,5851,18,L ,112,109.75,87.5,0.4875,60.25,0.527125,27.25,0.401375,20.75,0.776125,89.5,0.444625,61.875,0.495875,27.625,0.33275,27,0.778875
599,599,2019108,2019,PHI,WAS,1594.323494,1461.293376,0.792724873,0.207275127,132,115,Washington,29,16,33,37,300,32,36,36,28,-400,227,-8.5,H,5852,1,W ,117.375,107.75,85.625,0.498625,56.125,0.558375,29.5,0.378375,28.25,0.735625,85.625,0.451625,56.75,0.492875,28.875,0.377875,25.625,0.775625,599,2019108,2019,PHI,WAS,1594.323494,1461.293376,0.792724873,0.207275127,132,115,Washington,29,16,33,37,300,32,36,36,28,-400,227,-8.5,H,5852,1,W ,116.875,108.75,86.5,0.4905,52.5,0.561,34,0.38825,23.875,0.77925,87.375,0.463125,53.375,0.55425,34,0.319125,22,0.768625
603,603,2019108,2019,PHO,SAC,1303.286709,1463.415674,0.414321163,0.585678837,115,111,Sacramento,32,40,14,25,-180,35,18,33,29,150,227.5,4,H,5853,18,W ,112.75,119.25,87.375,0.4845,60.5,0.53725,26.875,0.36925,22.625,0.81325,85,0.507,57.5,0.55125,27.5,0.4045,29.875,0.743375,603,2019108,2019,PHO,SAC,1303.286709,1463.415674,0.414321163,0.585678837,115,111,Sacramento,32,40,14,25,-180,35,18,33,29,150,227.5,4,H,5853,18,W ,114.25,112.75,90.375,0.477625,60,0.549375,30.375,0.341875,22.125,0.807125,92.875,0.471125,60.375,0.515875,32.5,0.381375,17.125,0.729375
601,601,2019108,2019,TOR,ATL,1631.488989,1368.998642,0.889600038,0.110399962,104,101,Atlanta,31,26,20,24,800,28,28,24,24,-1400,229,-13.5,H,5854,16,W ,109.875,102.875,89.625,0.460125,58.125,0.52925,31.5,0.323875,21.875,0.823375,86.875,0.447875,60.125,0.4915,26.75,0.345,20.375,0.776375,601,2019108,2019,TOR,ATL,1631.488989,1368.998642,0.889600038,0.110399962,104,101,Atlanta,31,26,20,24,800,28,28,24,24,-1400,229,-13.5,H,5854,16,W ,118,110.125,88.625,0.4855,57,0.56025,31.625,0.360625,28.625,0.71475,91.125,0.455,60.25,0.496875,30.875,0.37325,22.125,0.704125
607,607,2019109,2019,BOS,IND,1599.087527,1632.377409,0.594840938,0.405159062,135,108,Indiana,23,30,27,28,250,29,39,37,30,-310,216,-7,H,5855,0,W ,116.25,105.75,90.375,0.4815,53.875,0.54825,36.5,0.379125,19.625,0.83125,87.25,0.435125,52.75,0.51825,34.5,0.321125,25,0.7655,607,2019109,2019,BOS,IND,1599.087527,1632.377409,0.594840938,0.405159062,135,108,Indiana,23,30,27,28,250,29,39,37,30,-310,216,-7,H,5855,0,W ,114.25,113.375,85.25,0.490375,53.375,0.5335,31.875,0.412625,22.125,0.80525,88.625,0.494875,64.625,0.538875,24,0.377,22.5,0.7505
608,608,2019109,2019,BRK,ATL,1475.208281,1368.041731,0.767196199,0.232803801,116,100,Atlanta,38,19,23,20,300,23,28,35,30,-400,227,-8.5,H,5856,7,W ,122.125,115.625,89,0.49275,55.125,0.54225,33.875,0.41325,26.875,0.753375,91,0.49,62.25,0.5495,28.75,0.3595,22.5,0.743375,608,2019109,2019,BRK,ATL,1475.208281,1368.041731,0.767196199,0.232803801,116,100,Atlanta,38,19,23,20,300,23,28,35,30,-400,227,-8.5,H,5856,7,W ,114.5,106.75,89.5,0.4725,59.125,0.53775,30.375,0.35225,27.75,0.69725,92.875,0.431375,61.25,0.481875,31.625,0.33425,22.125,0.719125
