,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
272,272,20171124,2018,DEN,MEM,1535.453458,1474.092204,0.716845985,0.283154015,104,92,Memphis,18,27,29,18,207,27,34,15,28,-250,210,-6,H,4207,1,W ,115.125,105.375,85.625,0.5055,56.125,0.57975,29.5,0.3685,24.625,0.70875,85.375,0.481375,52.75,0.548,32.625,0.373125,16.875,0.63325,272,20171124,2018,DEN,MEM,1535.453458,1474.092204,0.716845985,0.283154015,104,92,Memphis,18,27,29,18,207,27,34,15,28,-250,210,-6,H,4207,1,W ,103.25,99.5,80.5,0.464375,51.125,0.550625,29.375,0.330625,25.625,0.747875,76.5,0.47,50.625,0.52525,25.875,0.360625,22.375,0.796
274,274,20171124,2018,GSW,CHI,1754.042649,1409.004043,0.928365463,0.071634537,143,94,Chicago,32,21,13,28,1098,29,45,36,33,-2200,211.5,-16,H,4208,12,W ,119.25,104.125,85.25,0.526625,54.625,0.6025,30.625,0.395875,19.875,0.88075,92.5,0.42225,62.5,0.45975,30,0.344125,19.375,0.805375,274,20171124,2018,GSW,CHI,1754.042649,1409.004043,0.928365463,0.071634537,143,94,Chicago,32,21,13,28,1098,29,45,36,33,-2200,211.5,-16,H,4208,12,W ,112,95.625,85,0.483,53.125,0.53725,31.875,0.396,21.125,0.789625,87.25,0.4135,57.375,0.44525,29.875,0.3425,17.25,0.758375
269,269,20171124,2018,IND,TOR,1547.445064,1595.293692,0.574493224,0.425506776,107,104,Toronto,25,35,20,24,-125,29,21,31,26,105,217,2,H,4209,5,W ,106.875,107.625,86.25,0.4595,60.875,0.489375,25.375,0.38175,24.25,0.728875,89.75,0.46,60.25,0.51475,29.5,0.353,18.875,0.74475,269,20171124,2018,IND,TOR,1547.445064,1595.293692,0.574493224,0.425506776,107,104,Toronto,25,35,20,24,-125,29,21,31,26,105,217,2,H,4209,5,W ,106.625,108.875,85.125,0.450625,57.25,0.491625,27.875,0.371875,23.75,0.821125,79.25,0.49725,49.125,0.568,30.125,0.38475,24.125,0.77675
271,271,20171124,2018,MIN,MIA,1507.638993,1514.720306,0.630621262,0.369378738,97,109,Miami,28,30,23,28,135,24,24,22,27,-155,207.5,-3,A,4210,1,L ,108.25,106.5,83.75,0.479875,62,0.51825,21.75,0.3825,26.5,0.7305,84.875,0.488875,56.125,0.5505,28.75,0.356875,17.75,0.744875,271,20171124,2018,MIN,MIA,1507.638993,1514.720306,0.630621262,0.369378738,97,109,Miami,28,30,23,28,135,24,24,22,27,-155,207.5,-3,A,4210,1,L ,97.375,98.875,83.875,0.41325,56.875,0.44075,27,0.359375,24.125,0.76225,81.875,0.4385,48.75,0.479625,33.125,0.37825,18.75,0.763625
268,268,20171124,2018,OKC,DET,1561.175519,1490.960694,0.727075534,0.272924466,98,99,Detroit,25,24,24,26,314,29,30,18,21,-396,201.5,-8.5,A,4211,3,L ,106.375,98.875,85.25,0.452875,55.5,0.5035,29.75,0.353125,25,0.736625,82.875,0.422375,52.125,0.454,30.75,0.37325,22.125,0.779875,268,20171124,2018,OKC,DET,1561.175519,1490.960694,0.727075534,0.272924466,98,99,Detroit,25,24,24,26,314,29,30,18,21,-396,201.5,-8.5,A,4211,3,L ,101.875,101,84.5,0.465375,56.375,0.513625,28.125,0.358875,18.25,0.737875,88.875,0.437125,57.625,0.47475,31.25,0.361875,14.75,0.760125
273,273,20171124,2018,PHO,NOP,1355.876316,1509.015307,0.424117619,0.575882381,91,115,Neworleans,33,39,22,21,-280,21,21,20,29,230,225.5,6.5,A,4212,4,L ,108.125,117.375,92.875,0.449625,67.375,0.5095,25.5,0.28575,24.125,0.714125,91.25,0.463375,60.375,0.5065,30.875,0.363375,28.875,0.732125,273,20171124,2018,PHO,NOP,1355.876316,1509.015307,0.424117619,0.575882381,91,115,Neworleans,33,39,22,21,-280,21,21,20,29,230,225.5,6.5,A,4212,4,L ,108,108.25,91.25,0.442375,60.5,0.498,30.75,0.324,21.5,0.798125,86.125,0.46925,55.125,0.53875,31,0.344125,22.75,0.715
278,278,20171125,2018,ATL,TOR,1418.56916,1590.726548,0.397624883,0.602375117,78,112,Toronto,28,39,32,13,-260,25,14,19,20,210,209,6.5,A,4213,4,L ,104.875,108.5,81.625,0.480125,52.75,0.53125,28.875,0.39275,18.75,0.794125,82.375,0.4955,49.5,0.560375,32.875,0.4025,18.5,0.765625,278,20171125,2018,ATL,TOR,1418.56916,1590.726548,0.397624883,0.602375117,78,112,Toronto,28,39,32,13,-260,25,14,19,20,210,209,6.5,A,4213,4,L ,105.75,110.5,84.5,0.4455,56.5,0.4905,28,0.361125,24.25,0.83125,78.875,0.50975,47.75,0.585875,31.125,0.393875,23.125,0.778375
276,276,20171125,2018,CHO,SAS,1484.613432,1580.341436,0.506147586,0.493852414,86,106,SanAntonio,14,26,32,34,105,15,14,29,28,-125,201,-1.5,A,4214,9,L ,110.125,109.625,87.75,0.457625,62.375,0.495,25.375,0.35825,28.25,0.7075,90.125,0.44775,55.375,0.515875,34.75,0.3325,20.75,0.81225,276,20171125,2018,CHO,SAS,1484.613432,1580.341436,0.506147586,0.493852414,86,106,SanAntonio,14,26,32,34,105,15,14,29,28,-125,201,-1.5,A,4214,9,L ,100.125,96.375,82.75,0.4605,57.375,0.51075,25.375,0.36,19,0.77675,83.625,0.4305,59.375,0.479,24.25,0.318875,22.125,0.787375
281,281,20171125,2018,DAL,OKC,1407.204019,1554.371447,0.432534579,0.567465421,97,81,oklahomaCity,24,13,18,26,-270,25,27,26,19,220,204,6.5,H,4215,3,W ,99.5,100,83.875,0.435375,48.125,0.504,35.75,0.335,18.375,0.80725,82.25,0.42875,51.375,0.477,30.875,0.340125,24.375,0.760625,281,20171125,2018,DAL,OKC,1407.204019,1554.371447,0.432534579,0.567465421,97,81,oklahomaCity,24,13,18,26,-270,25,27,26,19,220,204,6.5,H,4215,3,W ,96.75,97.375,77.75,0.447125,48.5,0.503625,29.25,0.340875,21.875,0.79225,86.5,0.421625,54.625,0.4595,31.875,0.357125,18.375,0.699
282,282,20171125,2018,GSW,NOP,1757.366368,1524.167146,0.871920703,0.128079297,110,95,Neworleans,31,22,22,20,500,17,36,31,26,-700,227.5,-10.5,H,4216,1,W ,118.375,102,87.375,0.50875,55.875,0.585875,31.5,0.376,20.5,0.874625,91.25,0.41575,61.625,0.441125,29.625,0.359125,19.875,0.774,282,20171125,2018,GSW,NOP,1757.366368,1524.167146,0.871920703,0.128079297,110,95,Neworleans,31,22,22,20,500,17,36,31,26,-700,227.5,-10.5,H,4216,1,W ,108.875,108.5,92,0.447375,60.75,0.508625,31.25,0.31875,20.75,0.79775,87.125,0.4705,56,0.535875,31.125,0.351,21.625,0.70825
280,280,20171125,2018,HOU,NYK,1642.868823,1460.639054,0.835434757,0.164565243,117,102,NewYork,39,22,13,28,750,29,29,37,22,-1400,213.5,-19,H,4217,8,W ,114.625,107.25,82,0.4655,39.25,0.5765,42.75,0.36725,29,0.781875,80.75,0.483375,55.25,0.534625,25.5,0.358,25.125,0.780125,280,20171125,2018,HOU,NYK,1642.868823,1460.639054,0.835434757,0.164565243,117,102,NewYork,39,22,13,28,750,29,29,37,22,-1400,213.5,-19,H,4217,8,W ,,,,,,,,,,,,,,,,,,
279,279,20171125,2018,IND,BOS,1552.012209,1627.541692,0.535157788,0.464842212,98,108,Boston,27,18,37,26,-160,32,22,16,28,140,204.5,3.5,A,4218,3,L ,101.625,104.75,83.25,0.455375,59.25,0.479,24,0.386625,22.125,0.75625,88,0.4705,59.125,0.52975,28.875,0.353,16,0.742625,279,20171125,2018,IND,BOS,1552.012209,1627.541692,0.535157788,0.464842212,98,108,Boston,27,18,37,26,-160,32,22,16,28,140,204.5,3.5,A,4218,3,L ,99.25,106.25,85,0.44375,55.875,0.495,29.125,0.34075,17.375,0.828125,83.75,0.463625,53.125,0.507375,30.625,0.387125,21.875,0.781375
275,275,20171125,2018,PHI,ORL,1485.556968,1413.615476,0.729043437,0.270956563,130,111,orlando,28,27,30,26,180,31,39,31,29,-220,221,-5.5,H,4219,3,W ,111.25,103.5,93.375,0.466125,62.25,0.508,31.125,0.368,17.5,0.71675,87.625,0.436125,59.25,0.497375,28.375,0.321,24.5,0.738,275,20171125,2018,PHI,ORL,1485.556968,1413.615476,0.729043437,0.270956563,130,111,orlando,28,27,30,26,180,31,39,31,29,-220,221,-5.5,H,4219,3,W ,114.625,107.75,88.875,0.479625,59.875,0.52375,29,0.38075,23.375,0.771625,85.375,0.4725,55.25,0.526125,30.125,0.380625,22,0.758125
284,284,20171125,2018,SAC,LAC,1362.203638,1510.523934,0.43090641,0.56909359,95,97,LAClippers,25,22,29,21,-190,31,30,10,24,160,202.5,4.5,A,4220,2,L ,98,101.625,84.25,0.458625,63.125,0.47975,21.125,0.391,16,0.793125,83.625,0.44425,51.875,0.471875,31.75,0.396,19.625,0.760875,284,20171125,2018,SAC,LAC,1362.203638,1510.523934,0.43090641,0.56909359,95,97,LAClippers,25,22,29,21,-190,31,30,10,24,160,202.5,4.5,A,4220,2,L ,109.5,102.375,83.25,0.477125,56.625,0.5065,26.625,0.417625,23.75,0.826,84.25,0.457125,54.25,0.51375,30,0.356,20,0.756125
283,283,20171125,2018,UTA,MIL,1516.65397,1483.059139,0.683311819,0.316688181,121,108,Milwaukee,30,27,28,23,-115,31,33,31,26,-105,197,1,H,4221,10,W ,103.25,100.375,84.875,0.4265,53.875,0.460625,31,0.369625,23.875,0.8265,78,0.453625,52.875,0.499125,25.125,0.362375,26.75,0.793,283,20171125,2018,UTA,MIL,1516.65397,1483.059139,0.683311819,0.316688181,121,108,Milwaukee,30,27,28,23,-115,31,33,31,26,-105,197,1,H,4221,10,W ,110.875,105.875,81.75,0.48125,54.375,0.501125,27.375,0.438375,25.375,0.79675,84.375,0.48475,58.125,0.528,26.25,0.3795,20,0.713625
277,277,20171125,2018,WAS,POR,1561.754964,1541.672167,0.666245415,0.333754585,105,108,Portland,27,14,32,35,145,30,22,31,22,-170,201.5,-4.5,A,4222,4,L ,108,105.625,83.875,0.477375,56.375,0.545,27.5,0.338625,23.125,0.83425,84,0.45325,56.625,0.495125,27.375,0.365375,25.25,0.768125,277,20171125,2018,WAS,POR,1561.754964,1541.672167,0.666245415,0.333754585,105,108,Portland,27,14,32,35,145,30,22,31,22,-170,201.5,-4.5,A,4222,4,L ,103.75,103.125,87.25,0.44425,63.625,0.479875,23.625,0.338,23.875,0.758625,87.25,0.4275,64,0.457375,23.25,0.357,26,0.784375
286,286,20171126,2018,CHI,MIA,1405.680324,1530.57495,0.46423494,0.53576506,93,100,Miami,7,38,19,36,-310,13,29,19,32,250,193.5,7.5,A,4223,16,L ,,,,,,,,,,,,,,,,,,,286,20171126,2018,CHI,MIA,1405.680324,1530.57495,0.46423494,0.53576506,93,100,Miami,7,38,19,36,-310,13,29,19,32,250,193.5,7.5,A,4223,16,L ,97.125,99.625,85,0.403375,56.75,0.423875,28.25,0.3635,23,0.793875,81.625,0.436625,49.125,0.475,32.5,0.378375,20.25,0.787375
287,287,20171126,2018,MEM,BRK,1468.255922,1391.497641,0.734485823,0.265514177,88,98,Brooklyn,19,28,32,19,190,22,25,18,23,-240,212,-5.5,A,4224,1,L ,96.375,101,84.875,0.4255,54.75,0.500625,30.125,0.290375,19.625,0.795875,81.5,0.441,53.625,0.457,27.875,0.4145,22,0.796375,287,20171126,2018,MEM,BRK,1468.255922,1391.497641,0.734485823,0.265514177,88,98,Brooklyn,19,28,32,19,190,22,25,18,23,-240,212,-5.5,A,4224,1,L ,106.625,101.75,89.125,0.451125,61.875,0.504125,27.25,0.34075,22.5,0.7545,83,0.436375,50.25,0.50725,32.75,0.32675,25.875,0.722125
285,285,20171126,2018,MIN,PHO,1491.784349,1340.724478,0.809261202,0.190738798,119,108,Phoenix,27,31,22,28,550,33,30,30,26,-800,220.5,-11,H,4225,6,W ,109.75,103.75,84.625,0.48475,63.25,0.52125,21.375,0.38925,25.875,0.73925,85,0.46875,55.75,0.52125,29.25,0.3625,17.875,0.74775,285,20171126,2018,MIN,PHO,1491.784349,1340.724478,0.809261202,0.190738798,119,108,Phoenix,27,31,22,28,550,33,30,30,26,-800,220.5,-11,H,4225,6,W ,117.25,108.875,91.5,0.48525,65.625,0.528875,25.875,0.378125,25.25,0.753625,87.875,0.4435,61.75,0.475875,26.125,0.370125,27.5,0.76325
290,290,20171127,2018,BOS,DET,1638.870691,1497.764766,0.800259539,0.199740461,108,118,Detroit,31,29,26,32,199,23,34,29,22,-240,199,-6,A,4226,20,L ,103.875,95.75,85.75,0.42775,52.625,0.477375,33.125,0.349375,24.25,0.772125,83,0.435625,58.375,0.47175,24.625,0.3485,21.5,0.701,290,20171127,2018,BOS,DET,1638.870691,1497.764766,0.800259539,0.199740461,108,118,Detroit,31,29,26,32,199,23,34,29,22,-240,199,-6,A,4226,20,L ,102,101.875,84,0.473125,55.5,0.510625,28.5,0.386125,17,0.7085,88.125,0.441375,57.5,0.47175,30.625,0.379375,15.75,0.74675
295,295,20171127,2018,GSW,SAC,1760.089321,1358.194455,0.947306924,0.052693076,106,110,Sacramento,27,26,30,27,711,27,28,27,24,-1100,204,-12.5,A,4227,16,L ,116.625,101.125,85.5,0.51075,54.125,0.576625,31.375,0.397125,19.75,0.851375,89,0.426875,61.375,0.452875,27.625,0.368375,19.75,0.784375,295,20171127,2018,GSW,SAC,1760.089321,1358.194455,0.947306924,0.052693076,106,110,Sacramento,27,26,30,27,711,27,28,27,24,-1100,204,-12.5,A,4227,16,L ,110.5,91.375,81.375,0.516,50.75,0.5655,30.625,0.443375,17.625,0.764375,83.125,0.428,62.875,0.445125,20.25,0.371625,18.25,0.71
292,292,20171127,2018,HOU,BRK,1646.483846,1409.252585,0.874490413,0.125509587,117,103,Brooklyn,26,29,25,23,1453,43,23,30,21,-4000,224,-18,H,4228,2,W ,118,107.875,83.125,0.4745,38.875,0.579125,44.25,0.387625,28.625,0.77075,83,0.48825,55,0.55575,28,0.3505,22.625,0.760875,292,20171127,2018,HOU,BRK,1646.483846,1409.252585,0.874490413,0.125509587,117,103,Brooklyn,26,29,25,23,1453,43,23,30,21,-4000,224,-18,H,4228,2,W ,107.875,103.875,87.625,0.456,57.5,0.518875,30.125,0.349125,22.875,0.76225,84.375,0.4445,50.5,0.53425,33.875,0.312875,25.375,0.7285
288,288,20171127,2018,IND,ORL,1540.683211,1406.084785,0.794204348,0.205795652,121,109,orlando,25,25,34,25,160,33,24,28,36,-185,219,-4.5,H,4229,11,W ,104.75,104.125,83.375,0.46575,58.375,0.478,25,0.431,21.25,0.778625,87.625,0.464375,56,0.52775,31.625,0.3425,15.875,0.748625,288,20171127,2018,IND,ORL,1540.683211,1406.084785,0.794204348,0.205795652,121,109,orlando,25,25,34,25,160,33,24,28,36,-185,219,-4.5,H,4229,11,W ,117.375,108.75,88.5,0.486625,60,0.517625,28.5,0.41125,24.625,0.791375,87.5,0.4635,55.875,0.517125,31.625,0.373375,22.25,0.752625
294,294,20171127,2018,LAC,LAL,1514.533117,1403.949876,0.770690559,0.229309441,120,115,LALakers,32,30,27,26,163,34,26,27,33,-190,217,-4.5,H,4230,16,W ,106.375,107.375,83.5,0.444,53.875,0.490125,29.625,0.3475,28.125,0.77725,85.125,0.46375,53.875,0.533,31.25,0.347625,23,0.767125,294,20171127,2018,LAC,LAL,1514.533117,1403.949876,0.770690559,0.229309441,120,115,LALakers,32,30,27,26,163,34,26,27,33,-190,217,-4.5,H,4230,16,W ,106.375,98.625,87,0.459375,61.875,0.504875,25.125,0.345625,22.625,0.784625,83.25,0.443625,58.125,0.498125,25.125,0.296,25,0.673625
291,291,20171127,2018,NYK,POR,1457.024032,1549.913308,0.510231725,0.489768275,91,103,Portland,30,23,37,13,-125,23,14,27,27,105,203.5,1.5,A,4231,10,L ,107.125,99.75,85.5,0.476875,61.25,0.51825,24.25,0.37275,20.75,0.802875,83.375,0.422375,51.5,0.44475,31.875,0.382375,21,0.8115,291,20171127,2018,NYK,POR,1457.024032,1549.913308,0.510231725,0.489768275,91,103,Portland,30,23,37,13,-125,23,14,27,27,105,203.5,1.5,A,4231,10,L ,103.125,101.75,88.5,0.437875,65.25,0.466625,23.25,0.351875,22.5,0.766125,85.75,0.42275,62.25,0.457,23.5,0.339375,27.125,0.7945
289,289,20171127,2018,PHI,CLE,1493.087659,1597.182003,0.494108038,0.505891962,91,113,Cleveland,29,24,33,27,110,22,23,28,18,-130,224,-2,A,4232,3,L ,111.125,104.875,93.875,0.4655,63.25,0.5165,30.625,0.34225,18,0.723,87.875,0.443625,58.5,0.506875,29.375,0.3285,23,0.752,289,20171127,2018,PHI,CLE,1493.087659,1597.182003,0.494108038,0.505891962,91,113,Cleveland,29,24,33,27,110,22,23,28,18,-130,224,-2,A,4232,3,L ,106.625,112.875,86.875,0.45875,55.625,0.5405,31.25,0.315,23.375,0.723125,83.875,0.481625,50.125,0.53075,33.75,0.40475,22.375,0.84275
293,293,20171127,2018,SAS,DAL,1596.979966,1423.785214,0.828158982,0.171841018,115,108,Dallas,23,30,22,33,344,21,25,31,38,-440,194,-9,H,4233,4,W ,109.375,98.125,83.5,0.49325,55.625,0.524125,27.875,0.43575,18.125,0.8415,84.625,0.457875,59.25,0.51,25.375,0.335375,19.25,0.600375,293,20171127,2018,SAS,DAL,1596.979966,1423.785214,0.828158982,0.171841018,115,108,Dallas,23,30,22,33,344,21,25,31,38,-440,194,-9,H,4233,4,W ,106.375,99,77.625,0.48225,48.75,0.53275,28.875,0.394875,24.25,0.8335,87.5,0.431125,56.5,0.46925,31,0.365,16.75,0.75025
297,297,20171128,2018,CHI,PHO,1398.02185,1337.226458,0.716184346,0.283815654,99,104,Phoenix,28,18,27,31,-110,29,14,27,29,-110,212.5,0,A,4234,5,L ,91.125,99.875,89,0.382875,54.875,0.413875,34.125,0.3275,14.75,0.7675,84.5,0.44625,57.375,0.482125,27.125,0.351375,19.625,0.733875,297,20171128,2018,CHI,PHO,1398.02185,1337.226458,0.716184346,0.283815654,99,104,Phoenix,28,18,27,31,-110,29,14,27,29,-110,212.5,0,A,4234,5,L ,113.375,110.875,92.25,0.467625,64.625,0.507125,27.625,0.370375,22.75,0.7495,89.875,0.450625,63,0.47925,26.875,0.38475,25.625,0.7635
296,296,20171128,2018,CLE,MIA,1614.429357,1538.233425,0.733854048,0.266145952,108,97,Miami,24,25,25,23,155,35,40,18,15,-185,209.5,-4,H,4235,0,W ,110.75,111.5,85.125,0.4705,53,0.55575,32.125,0.33975,25.25,0.78775,88.75,0.481,58.625,0.523,30.125,0.41475,20.125,0.719,296,20171128,2018,CLE,MIA,1614.429357,1538.233425,0.733854048,0.266145952,108,97,Miami,24,25,25,23,155,35,40,18,15,-185,209.5,-4,H,4235,0,W ,98,98.75,84.25,0.41625,55.75,0.443625,28.5,0.368875,22.125,0.78625,81.625,0.436625,49.75,0.47875,31.875,0.370125,20.375,0.763375
298,298,20171128,2018,MIN,WAS,1495.282369,1553.513823,0.55982185,0.44017815,89,92,Washington,23,20,25,24,180,30,21,20,18,-220,209,-5,A,4236,3,L ,106,100.75,84.5,0.47525,62.125,0.51175,22.375,0.385375,23.25,0.72325,84.625,0.4605,55.375,0.505,29.25,0.371375,16.875,0.71125,298,20171128,2018,MIN,WAS,1495.282369,1553.513823,0.55982185,0.44017815,89,92,Washington,23,20,25,24,180,30,21,20,18,-220,209,-5,A,4236,3,L ,99.75,105.25,85,0.439875,55.875,0.517875,29.125,0.288125,21.125,0.763,85.25,0.457625,58.625,0.469,26.625,0.443875,21.625,0.70575
300,300,20171128,2018,SAC,MIL,1378.215431,1476.047853,0.503119355,0.496880645,87,112,Milwaukee,32,29,31,20,-270,26,11,22,28,220,197,6.5,A,4237,3,L ,95.625,101.375,83.75,0.450375,63,0.470375,20.75,0.384,16.5,0.764375,81.75,0.45725,51.25,0.488875,30.5,0.396375,20.625,0.745125,300,20171128,2018,SAC,MIL,1378.215431,1476.047853,0.503119355,0.496880645,87,112,Milwaukee,32,29,31,20,-270,26,11,22,28,220,197,6.5,A,4237,3,L ,108.5,105.25,81.75,0.473125,55.875,0.495375,25.875,0.419125,25.75,0.782,83.125,0.490875,57.375,0.541625,25.75,0.368125,21.25,0.695
299,299,20171128,2018,UTA,DEN,1523.665255,1541.28974,0.616375367,0.383624633,106,77,Denver,24,25,17,11,-115,26,22,28,30,-105,205.5,1,H,4238,14,W ,102.5,97.125,84.5,0.439625,53.125,0.48125,31.375,0.368375,20.5,0.83,76.125,0.44875,51,0.499375,25.125,0.355,25.375,0.80975,299,20171128,2018,UTA,DEN,1523.665255,1541.28974,0.616375367,0.383624633,106,77,Denver,24,25,17,11,-115,26,22,28,30,-105,205.5,1,H,4238,14,W ,110.25,102,86.875,0.48525,56.625,0.531625,30.25,0.40025,17.625,0.819875,86.125,0.426125,55.75,0.460625,30.375,0.358375,23.125,0.767875
308,308,20171129,2018,DAL,BRK,1421.412474,1406.710005,0.659323394,0.340676606,104,109,Brooklyn,21,27,32,29,190,27,20,29,28,-240,211,-5.5,A,4239,7,L ,98.75,99.625,85.125,0.429125,51,0.499875,34.125,0.31725,18.625,0.809875,82.625,0.425375,52.5,0.475625,30.125,0.330375,25.75,0.741375,308,20171129,2018,DAL,BRK,1421.412474,1406.710005,0.659323394,0.340676606,104,109,Brooklyn,21,27,32,29,190,27,20,29,28,-240,211,-5.5,A,4239,7,L ,105.375,103.5,86.375,0.450125,55.5,0.517875,30.875,0.337125,22.125,0.7755,84.25,0.452,51.5,0.53175,32.75,0.330625,23.75,0.703125
301,301,20171129,2018,DET,PHO,1518.343503,1348.794666,0.825151603,0.174848397,131,107,Phoenix,19,22,29,37,550,36,33,35,27,-800,216,-11.5,H,4240,0,W ,111.375,102.875,84.25,0.4945,55.875,0.521875,28.375,0.4415,21.625,0.696,84.375,0.472375,58,0.51375,26.375,0.376875,16.625,0.8025,301,20171129,2018,DET,PHO,1518.343503,1348.794666,0.825151603,0.174848397,131,107,Phoenix,19,22,29,37,550,36,33,35,27,-800,216,-11.5,H,4240,0,W ,115.5,110.875,92,0.48425,64.125,0.52925,27.875,0.3755,21.875,0.742125,89.5,0.4555,63.125,0.486375,26.375,0.38125,25.375,0.76175
307,307,20171129,2018,HOU,IND,1649.026425,1544.715753,0.764247069,0.235752931,118,97,Indiana,27,22,22,26,500,22,32,35,29,-700,224.5,-11,H,4241,7,W ,119.375,105.625,83.5,0.48575,40.125,0.574875,43.375,0.40925,26.5,0.773875,84,0.479125,55.5,0.55275,28.5,0.329625,20.375,0.797375,307,20171129,2018,HOU,IND,1649.026425,1544.715753,0.764247069,0.235752931,118,97,Indiana,27,22,22,26,500,22,32,35,29,-700,224.5,-11,H,4241,7,W ,106.625,106.375,86.875,0.469375,54.375,0.529875,32.5,0.357125,18.375,0.728875,86.875,0.484375,61.75,0.525375,25.125,0.3875,16.125,0.805375
310,310,20171129,2018,LAL,GSW,1401.187731,1740.068344,0.201795931,0.798204069,123,127,GoldenState,30,20,34,25,-1200,20,34,30,25,750,228.5,13.5,A,4242,14,L ,114.875,109.25,94.375,0.47275,66.625,0.52825,27.75,0.33625,22.625,0.72975,91.625,0.446125,58,0.521125,33.625,0.323375,22.875,0.68625,310,20171129,2018,LAL,GSW,1401.187731,1740.068344,0.201795931,0.798204069,123,127,GoldenState,30,20,34,25,-1200,20,34,30,25,750,228.5,13.5,A,4242,14,L ,107.875,116,89.5,0.428375,60.625,0.47725,28.875,0.31675,28,0.773625,87.5,0.50325,57.875,0.555,29.625,0.39875,21.375,0.725875
306,306,20171129,2018,NOP,MIN,1521.444193,1488.806479,0.682118355,0.317881645,102,120,Minnesota,28,34,31,27,190,29,20,27,26,-240,214.5,-6,A,4243,1,L ,106.625,108.625,82.5,0.492,55.125,0.57325,27.375,0.327375,20.125,0.835125,84.375,0.483,55.125,0.533625,29.25,0.378375,19.75,0.834625,306,20171129,2018,NOP,MIN,1521.444193,1488.806479,0.682118355,0.317881645,102,120,Minnesota,28,34,31,27,190,29,20,27,26,-240,214.5,-6,A,4243,1,L ,108.5,110.25,85.875,0.47825,53.5,0.561875,32.375,0.337875,19.5,0.809375,86,0.4675,62.375,0.51475,23.625,0.338125,27.25,0.824375
305,305,20171129,2018,NYK,MIA,1445.081765,1533.096279,0.517241662,0.482758338,115,86,Miami,22,22,20,22,100,33,32,23,27,-120,206.5,-1.5,H,4244,4,W ,108,97.875,83.625,0.48975,60.625,0.526375,23,0.38825,21.625,0.8165,84,0.4115,50.5,0.446625,33.5,0.35525,21.375,0.77625,305,20171129,2018,NYK,MIA,1445.081765,1533.096279,0.517241662,0.482758338,115,86,Miami,22,22,20,22,100,33,32,23,27,-120,206.5,-1.5,H,4244,4,W ,100.25,99.5,82.5,0.445625,56.375,0.477125,26.125,0.374,22.375,0.777375,81.75,0.439125,48.375,0.49025,33.375,0.3645,20.75,0.750125
303,303,20171129,2018,ORL,OKC,1402.052242,1537.790251,0.448749499,0.551250501,121,108,oklahomaCity,25,32,23,28,-260,31,28,28,34,210,212.5,6,H,4245,5,W ,103.125,106.75,83.125,0.470625,53.75,0.534375,29.375,0.35425,21.375,0.676,90.25,0.435,62.875,0.465625,27.375,0.362625,22.875,0.82175,303,20171129,2018,ORL,OKC,1402.052242,1537.790251,0.448749499,0.551250501,121,108,oklahomaCity,25,32,23,28,-260,31,28,28,34,210,212.5,6,H,4245,5,W ,103.25,98.25,77.5,0.485875,49.125,0.554,28.375,0.36125,22.625,0.785,87.5,0.41575,55.875,0.450125,31.625,0.35625,20.375,0.693125
302,302,20171129,2018,PHI,WAS,1475.840306,1559.989713,0.522795024,0.477204976,118,113,Washington,18,22,25,48,250,28,30,26,34,-310,211,-7,H,4246,1,W ,112.875,105.875,91.875,0.46725,63.5,0.5205,28.375,0.3215,24.75,0.728125,89.625,0.434125,62.375,0.473875,27.25,0.341125,24.625,0.75075,302,20171129,2018,PHI,WAS,1475.840306,1559.989713,0.522795024,0.477204976,118,113,Washington,18,22,25,48,250,28,30,26,34,-310,211,-7,H,4246,1,W ,99.5,104.75,83.25,0.4365,56.625,0.506375,26.625,0.276125,26.625,0.730625,84.25,0.45275,59,0.464625,25.25,0.438125,23.5,0.723
